N	2gram	Vygotskiy__3	Poddanst
1	не только	6	17
2	и в	25	14
3	и не	10	12
4	в области	7	11
5	в этом	14	10
6	в отношении	6	10
7	в качестве	12	9
8	но в	1	9
9	то же	2	9
10	в том	23	9
11	в пределах	1	8
12	хотя бы	1	8
13	только в	10	7
14	в то	4	7
15	в ней	1	6
16	было бы	10	6
17	но и	4	6
18	быть может	1	6
19	в смысле	4	6
20	в которых	3	5
21	с другой	6	5
22	может быть	13	5
23	не в	6	5
24	если бы	5	4
25	а также	2	4
26	в своем	4	4
27	и к	5	4
28	как бы	10	4
29	гораздо большей	1	4
30	том что	20	4
31	не может	6	4
32	и потому	2	4
33	в котором	3	4
34	по себе	7	4
35	на пути	2	4
36	в гораздо	1	4
37	что в	17	4
38	мы должны	6	4
39	же в	2	4
40	а в	4	4
41	то что	15	4
42	мы не	9	3
43	сводится к	1	3
44	столь же	7	3
45	между тем	3	3
46	вслед за	3	3
47	хотя и	2	3
48	и как	5	3
49	тот же	2	3
50	с ними	3	3
51	с одной	5	3
52	в себе	2	3
53	в нем	2	3
54	сами по	3	3
55	для того	7	3
56	заключается в	9	3
57	прежде всего	4	3
58	одной стороны	5	3
59	с тем	16	3
60	что мы	7	3
61	с точки	1	3
62	но не	6	3
63	наряду с	3	3
64	могут быть	5	3
65	тем самым	2	3
66	исторического материализма	1	3
67	потому что	6	3
68	точки зрения	6	3
69	и это	4	2
70	отношения к	1	2
71	например в	1	2
72	в сфере	2	2
73	в ее	1	2
74	переход от	3	2
75	в мире	2	2
76	есть не	1	2
77	по характеру	2	2
78	которую мы	5	2
79	по сравнению	4	2
80	является в	3	2
81	есть нечто	1	2
82	в значительной	1	2
83	во всех	1	2
84	в которую	1	2
85	если в	3	2
86	во всей	1	2
87	отнюдь не	4	2
88	с этим	4	2
89	того что	10	2
90	думать что	1	2
91	есть в	1	2
92	но о	1	2
93	в начале	2	2
94	главным образом	2	2
95	и других	2	2
96	в его	15	2
97	из них	4	2
98	в виде	3	2
99	в силу	6	2
100	как раз	1	2
101	и с	1	2
102	точек зрения	1	2
103	может ли	2	2
104	именно в	5	2
105	iii в	1	2
106	и тем	1	2
107	в жизни	3	2
108	для них	1	2
109	в них	2	2
110	а не	1	2
111	в ряду	1	2
112	должно быть	2	2
113	в эту	2	2
114	не столько	4	2
115	в тот	1	2
116	не менее	6	2
117	все это	6	2
118	не о	1	2
119	одна из	2	2
120	да и	1	2
121	для нас	2	2
122	заключает в	2	2
123	в частности	4	2
124	как на	2	2
125	том числе	1	2
126	в применении	1	1
127	гласит что	1	1
128	равным образом	2	1
129	также и	1	1
130	глубоко в	1	1
131	же как	6	1
132	с другом	5	1
133	и через	1	1
134	этот спор	1	1
135	и то	2	1
136	тем и	4	1
137	как известно	3	1
138	на основе	22	1
139	тем же	4	1
140	в себя	3	1
141	к жизни	2	1
142	на две	1	1
143	выражается в	1	1
144	применении к	1	1
145	собственном смысле	6	1
146	и центральной	1	1
147	поскольку она	1	1
148	целому ряду	1	1
149	за то	1	1
150	особенно в	1	1
151	еще в	2	1
152	что дело	1	1
153	бы что	4	1
154	что уже	1	1
155	в эпоху	1	1
156	для этого	2	1
157	растет в	1	1
158	в собственном	6	1
159	сам как	1	1
160	находится в	2	1
161	на себя	2	1
162	почти исключительно	1	1
163	с ее	5	1
164	том виде	2	1
165	мы и	2	1
166	и здесь	2	1
167	может не	1	1
168	ли или	1	1
169	он пришел	1	1
170	и что	10	1
171	еще не	4	1
172	были бы	3	1
173	и на	6	1
174	и который	1	1
175	с его	2	1
176	вопросу о	1	1
177	это имеет	1	1
178	бы она	1	1
179	к истине	1	1
180	связь между	4	1
181	сменяют друг	1	1
182	с трудом	1	1
183	что и	10	1
184	отличие от	6	1
185	не просто	1	1
186	и чем	1	1
187	судить по	1	1
188	известном смысле	2	1
189	все же	6	1
190	основном и	1	1
191	обе эти	3	1
192	и слова	1	1
193	культурного развития	1	1
194	мы видим	3	1
195	более или	1	1
196	в какой	4	1
197	должен быть	1	1
198	не связаны	2	1
199	может оказаться	1	1
200	можем представить	1	1
201	в самом	3	1
202	в условиях	1	1
203	но как	3	1
204	в которой	1	1
205	бы и	1	1
206	что это	5	1
207	их не	1	1
208	формы в	3	1
209	могли бы	11	1
210	вопрос об	2	1
211	представляет собой	6	1
212	из этих	4	1
213	тот или	1	1
214	если мы	3	1
215	человека с	1	1
216	в известном	4	1
217	переходит в	1	1
218	только один	1	1
219	уже в	7	1
220	во многих	1	1
221	в большинстве	1	1
222	этот вывод	3	1
223	на то	4	1
224	но на	3	1
225	положение что	1	1
226	философской и	1	1
227	как оно	3	1
228	в мир	1	1
229	этого процесса	9	1
230	с основной	1	1
231	мы знаем	4	1
232	этап на	1	1
233	в восприятии	3	1
234	одно из	1	1
235	не как	3	1
236	свои собственные	1	1
237	иначе как	1	1
238	эта вторая	1	1
239	наших глазах	1	1
240	что каждая	1	1
241	друг друга	4	1
242	мы можем	7	1
243	и только	2	1
244	само по	2	1
245	каждый из	2	1
246	и по	5	1
247	дело идет	1	1
248	от нее	4	1
249	многих других	1	1
250	бы это	1	1
251	а затем	1	1
252	друга на	1	1
253	связанные с	2	1
254	без того	1	1
255	в исторической	1	1
256	или иной	3	1
257	развития в	2	1
258	на этой	5	1
259	ясно что	2	1
260	его в	3	1
261	связаны с	3	1
262	совершенно ясно	2	1
263	а с	3	1
264	что не	1	1
265	в это	1	1
266	в живом	3	1
267	обратиться к	1	1
268	из нее	2	1
269	в этой	5	1
270	на основании	11	1
271	в действии	3	1
272	но каждый	1	1
273	как и	15	1
274	с которым	1	1
275	как ни	1	1
276	в свете	2	1
277	ведет к	1	1
278	в развитии	24	1
279	рождается и	1	1
280	не об	1	1
281	нисколько не	1	1
282	когда в	3	1
283	и путь	1	1
284	или менее	3	1
285	бы оно	1	1
286	эти пути	1	1
287	в ходе	1	1
288	и при	1	1
289	так же	17	1
290	и особенно	2	1
291	из восприятия	1	1
292	представить себе	1	1
293	всяком случае	4	1
294	недостаточно для	3	1
295	все основные	1	1
296	многих случаях	1	1
297	прийти к	1	1
298	в положительном	1	1
299	место в	2	1
300	поскольку они	1	1
301	сопоставление это	1	1
302	в отличие	6	1
303	бы мы	1	1
304	в данном	1	1
305	вопрос о	1	1
306	сравнению с	3	1
307	естественных условиях	1	1
308	чем к	1	1
309	теми же	1	1
310	что было	1	1
311	из авторов	1	1
312	эти последние	2	1
313	и эти	2	1
314	и более	1	1
315	там где	4	1
316	друг с	5	1
317	распадается на	3	1
318	и менее	1	1
319	ни были	1	1
320	и очень	1	1
321	этой области	1	1
322	и другим	1	1
323	в основном	6	1
324	что эта	1	1
325	что с	4	1
326	входят в	1	1
327	но для	1	1
328	к другим	2	1
329	тогда когда	4	1
330	этом смысле	2	1
331	противоречии с	2	1
332	того чтобы	8	1
333	та или	3	1
334	об отношении	2	1
335	не имеет	1	1
336	никогда не	4	1
337	в результате	3	1
338	о котором	2	1
339	чтобы понять	1	1
340	бы неправильно	2	1
341	с двух	1	1
342	мало ибо	1	1
343	или иная	3	1
344	они являются	2	1
345	не сумеем	1	1
346	и которая	1	1
347	как она	3	1
348	и выделения	1	1
349	что по	2	1
350	другой стороны	3	1
351	только что	2	1
352	в естественных	1	1
353	в этих	2	1
354	исторический материализм	1	1
355	чем оно	1	1
356	чрезвычайно существенным	1	1
357	всеми его	1	1
358	в каком	2	1
359	в психологии	1	1
360	исходить из	1	1
361	по одному	1	1
362	и наряду	1	1
363	что все	1	1
364	ними во	1	1
365	есть и	2	1
366	начала в	1	1
367	числе и	1	1
368	что оно	4	1
369	пути к	3	1
370	ни на	2	1
371	не есть	3	1
372	вместе с	14	1
373	все еще	2	1
374	ее по	1	1
375	что при	1	1
376	который не	1	1
377	во всяком	4	1
