N	2gram	Bakhtin_sl_1	Formalny
1	и не	16	30
2	вовсе не	7	28
3	и в	41	27
4	может быть	14	25
5	не может	14	24
6	так и	11	21
7	и его	14	19
8	в этом	12	18
9	таким образом	9	18
10	а не	15	17
11	точки зрения	16	16
12	то же	14	15
13	в нем	30	15
14	в процессе	4	15
15	между ними	2	15
16	на самом	2	14
17	как и	4	14
18	с точки	8	14
19	не в	7	12
20	если бы	1	12
21	и т	28	11
22	в самом	5	11
23	в жизни	1	11
24	и от	4	11
25	не могут	3	10
26	место в	1	10
27	но и	16	10
28	в действительности	1	9
29	не только	16	9
30	лишь в	4	9
31	как его	5	9
32	так как	3	9
33	так же	2	9
34	с помощью	1	8
35	как бы	12	8
36	при этом	6	8
37	входит в	4	8
38	ни в	1	8
39	как мы	8	8
40	в пределах	14	8
41	только в	6	8
42	как раз	2	8
43	и все	4	8
44	художественного произведения	1	7
45	не менее	1	7
46	же время	12	7
47	потому что	2	7
48	его в	3	7
49	между тем	2	7
50	в его	13	7
51	в том	3	7
52	для них	2	7
53	если мы	2	7
54	там где	4	7
55	все это	5	7
56	совершенно не	2	7
57	в то	14	7
58	действительности и	1	6
59	еще не	4	6
60	но в	8	6
61	все эти	9	6
62	т д	5	6
63	произведение как	1	6
64	в своей	7	6
65	и ее	3	6
66	всяком случае	5	6
67	произведения в	1	6
68	произведения как	3	6
69	все время	3	6
70	было бы	3	6
71	в литературе	1	6
72	с другой	5	6
73	более того	3	6
74	вместе с	1	6
75	в данном	3	6
76	оценки и	1	6
77	все же	7	6
78	и для	4	6
79	бы в	1	6
80	хотя бы	3	6
81	во всяком	7	6
82	в зависимости	3	5
83	зависимости от	3	5
84	но не	2	5
85	в истории	3	5
86	в одной	1	5
87	так сказать	5	5
88	без исключения	1	5
89	в каждом	4	5
90	войти в	2	5
91	ни было	2	5
92	того чтобы	1	5
93	поэтическое произведение	1	5
94	сводится к	1	5
95	в направлении	1	5
96	в ней	4	5
97	что они	2	5
98	никогда не	3	5
99	в плоскости	1	5
100	и понимание	1	5
101	в литературу	1	5
102	связи с	2	5
103	большинстве случаев	6	5
104	и их	1	5
105	т п	23	5
106	друг друга	3	5
107	между которыми	1	5
108	и потому	4	5
109	в реальном	1	5
110	и формы	4	5
111	высказывания и	2	5
112	не является	2	5
113	в результате	3	5
114	другой стороны	4	5
115	не есть	2	4
116	мы не	2	4
117	смысл и	1	4
118	он был	1	4
119	бы то	1	4
120	менее всего	1	4
121	направлении к	1	4
122	как в	8	4
123	в целом	2	4
124	является лишь	3	4
125	и те	2	4
126	а вовсе	2	4
127	бы ни	3	4
128	то ни	1	4
129	может войти	1	4
130	данном случае	3	4
131	в ее	2	4
132	в слове	7	4
133	том что	2	4
134	установка на	6	4
135	для данного	1	4
136	она не	3	4
137	в смысле	4	4
138	в роман	19	4
139	могут быть	19	4
140	к тому	3	4
141	роль в	2	4
142	следовательно и	3	4
143	о том	3	4
144	слов и	2	4
145	же и	2	4
146	конечно не	3	4
147	в большинстве	10	4
