N	2gram	Losev_Dial_3	KFilosof
1	может быть	13	43
2	в его	2	39
3	в нем	3	31
4	не может	19	27
5	и не	27	26
6	и в	24	22
7	в себе	2	21
8	в котором	1	21
9	не есть	54	19
10	и его	5	17
11	в ее	1	17
12	а не	26	17
13	только в	5	16
14	в этом	8	13
15	точки зрения	25	13
16	и это	4	12
17	но не	2	12
18	ни в	9	12
19	для него	4	12
20	все эти	3	11
21	не в	3	11
22	к нему	3	11
23	во всех	1	10
24	в своем	3	10
25	это не	4	10
26	с точки	14	10
27	от себя	4	10
28	все это	6	10
29	из себя	2	10
30	и есть	16	9
31	в их	2	9
32	для нее	1	9
33	бытия и	2	9
34	но и	9	9
35	как бы	3	9
36	и для	2	9
37	и все	6	9
38	было бы	5	8
39	мир в	3	8
40	если бы	6	8
41	со стороны	2	8
42	не было	3	8
43	жизни и	5	8
44	я должен	4	7
45	то что	14	7
46	во всем	3	7
47	должен быть	1	7
48	в себя	1	7
49	и здесь	2	7
50	что и	6	7
51	себя в	2	7
52	конечно не	4	7
53	вовсе не	13	7
54	быть только	2	7
55	я не	6	6
56	момент в	1	6
57	отнюдь не	10	6
58	и я	3	6
59	мира в	1	6
60	он не	5	6
61	не значит	3	6
62	мир как	8	6
63	но лишь	1	6
64	в мире	1	6
65	и только	6	6
66	совершенно не	2	6
67	уже не	5	6
68	но это	5	6
69	в смысле	2	6
70	в том	5	6
71	мир где	1	5
72	мы имеем	1	5
73	но как	2	5
74	все же	3	5
75	но в	2	5
76	не только	23	5
77	но ведь	1	5
78	то же	6	5
79	но все	1	5
80	его в	1	5
81	как и	7	5
82	должно быть	3	5
83	от его	2	5
84	не имеет	11	5
85	никогда не	7	5
86	для себя	2	5
87	с ним	1	5
88	именно в	2	5
89	бытия в	2	5
90	его как	3	5
91	событие в	1	5
92	в основе	3	5
93	хотя бы	4	5
94	не знает	3	5
95	я могу	1	5
96	и момент	1	4
97	в чем	4	4
98	это мир	1	4
99	мира но	1	4
100	при этом	2	4
101	не как	1	4
102	бы быть	2	4
103	ценности и	1	4
104	место в	1	4
105	тем самым	3	4
106	к ним	1	4
107	о нем	4	4
108	в каком	3	4
109	мира и	3	4
110	нисколько не	1	4
111	ни было	1	4
112	единая и	1	4
113	в одном	1	4
114	бытия но	1	4
115	том что	8	4
116	для нас	2	4
117	а в	2	4
118	только как	5	4
119	что в	7	4
120	в своих	2	4
121	бытия а	1	3
122	самом деле	6	3
123	на самом	1	3
124	должна быть	6	3
125	и этот	1	3
126	предмета в	1	3
127	мы не	5	3
128	что это	12	3
129	в ней	2	3
130	еще не	2	3
131	и на	3	3
132	не могу	1	3
133	а следовательно	1	3
134	себе и	1	3
135	нет и	4	3
136	независимо от	1	3
137	и этим	3	3
138	к чему	1	3
139	бы и	1	3
140	прошлое и	2	3
141	всех этих	1	3
142	для того	3	3
143	и совершенно	1	3
144	в корне	1	3
145	из него	1	3
146	людей и	2	3
147	себя не	1	3
148	нет в	1	3
149	когда я	1	3
150	бытие в	1	3
151	что этот	2	3
152	не менее	11	3
153	мира не	1	3
154	тогда когда	5	3
155	я буду	1	3
156	в единство	1	3
157	ничего не	17	3
158	меня и	2	3
