N	2gram	Berdyaev_M_2	Psycholo
1	в том	3	37
2	и в	46	32
3	и что	2	22
4	том что	4	21
5	потому что	12	21
6	то что	5	21
7	что в	4	20
8	может быть	21	18
9	так же	6	18
10	точки зрения	2	17
11	что и	4	17
12	не может	15	17
13	самом деле	1	16
14	что она	5	16
15	того чтобы	4	14
16	то же	5	13
17	в этом	20	13
18	для того	5	13
19	что он	7	13
20	в самом	5	12
21	не только	18	12
22	по себе	2	12
23	так как	8	12
24	на то	1	11
25	было бы	1	11
26	с тем	1	11
27	в основе	2	11
28	когда он	1	10
29	с точки	1	10
30	но и	15	10
31	как и	13	10
32	и не	18	10
33	как в	7	9
34	никогда не	18	9
35	тем что	3	9
36	что все	5	9
37	в своих	3	9
38	на деле	4	8
39	с таким	2	8
40	той же	3	8
41	что это	6	8
42	не в	9	8
43	того что	6	8
44	в сущности	2	7
45	что они	3	7
46	и как	1	7
47	говорит что	2	7
48	все эти	1	7
49	и его	5	7
50	как будто	2	7
51	к тому	5	7
52	можно было	2	7
53	только в	3	7
54	а не	13	7
55	сказать что	3	7
56	что если	1	6
57	в этой	7	6
58	целый ряд	1	6
59	он не	10	6
60	если бы	3	6
61	формы и	1	6
62	те же	5	6
63	о том	3	6
64	все время	2	6
65	тот же	2	6
66	как бы	8	6
67	на самом	1	5
68	и на	3	5
69	что у	4	5
70	на все	3	5
71	все это	1	5
72	в ней	11	5
73	до сих	3	5
74	вслед за	1	5
75	сих пор	3	5
76	этом отношении	1	5
77	как на	1	5
78	же как	3	4
79	сам по	2	4
80	есть не	5	4
81	в чем	3	4
82	есть по	2	4
83	с этим	1	4
84	в действительности	2	4
85	в целом	1	4
86	и те	2	4
87	в нем	22	4
88	к одному	1	4
89	одной и	2	4
90	и с	3	4
91	и тем	1	4
92	в жизни	4	4
93	и той	2	4
94	которые в	2	4
95	и более	1	4
96	тому что	4	4
97	не имеет	4	4
98	того как	3	4
99	ничего не	2	4
100	в сознании	1	4
101	что на	1	4
102	и для	7	4
103	и это	5	4
104	и сам	1	4
105	и поэтому	2	4
106	между тем	2	4
107	мы видим	2	4
108	от того	3	4
109	в творчестве	3	4
110	с этой	1	4
111	и все	5	4
112	а в	2	4
113	из этого	1	4
114	жизни и	6	4
115	отношении к	3	3
116	и то	1	3
117	приходит к	2	3
118	мы не	1	3
119	и он	11	3
120	во всех	2	3
121	которые не	1	3
122	как к	2	3
123	и к	7	3
124	но в	10	3
125	та же	10	3
126	формы в	1	3
127	он в	3	3
128	думать что	4	3
129	ответом на	1	3
130	не к	2	3
131	и вот	5	3
132	на этом	2	3
133	об этом	1	3
134	к которым	1	3
135	он сказал	1	3
136	в своей	5	3
137	в которых	1	3
138	жизни с	1	3
139	человеком и	1	3
140	но он	11	3
141	не могли	1	3
142	в отношении	5	3
143	тогда когда	2	3
144	во всем	5	3
145	не могут	1	3
146	так и	4	3
147	жизнь и	4	3
148	для этого	4	3
149	с другой	1	3
150	бы и	5	3
151	мы должны	1	3
152	один из	5	3
153	и ее	1	3
154	так что	2	3
155	что не	2	3
156	и других	2	3
157	в конце	5	3
158	были бы	2	3
159	тому как	2	3
160	до конца	4	3
161	ни на	1	3
162	по своему	1	3
163	видит в	1	3
164	что же	2	3
165	должны быть	4	3
166	еще более	2	3
167	конце концов	1	3
168	хотя бы	7	3
169	в свою	4	3
170	также и	4	2
171	того же	1	2
172	и без	1	2
173	только потому	1	2
174	не имеют	2	2
175	все те	1	2
176	это совершенно	1	2
177	ни у	1	2
178	выходит из	1	2
179	как не	1	2
180	же что	2	2
181	к своему	2	2
182	с его	4	2
183	мысль что	4	2
184	в ее	1	2
185	к которой	3	2
186	значение и	1	2
187	если в	1	2
188	себе и	2	2
189	которые должны	1	2
190	обнаруживается в	1	2
191	могли бы	1	2
192	но эта	2	2
193	увидим что	2	2
194	моментов в	1	2
195	из самых	1	2
196	в которой	2	2
197	бы не	2	2
198	и тот	2	2
199	в себе	10	2
200	как он	3	2
201	они в	1	2
202	на его	2	2
203	он всю	1	2
204	подобно тому	2	2
205	в каждом	3	2
206	то чтобы	1	2
207	была в	1	2
208	это не	5	2
209	то все	2	2
210	в них	3	2
211	но так	1	2
212	всю жизнь	3	2
213	не так	3	2
214	вывод что	1	2
215	место в	2	2
216	их в	1	2
217	в этих	2	2
218	как можно	1	2
219	принадлежат к	3	2
220	на самый	1	2
221	в самых	1	2
222	он с	1	2
223	и всегда	3	2
224	до самой	1	2
225	в самой	1	2
226	учения о	1	2
227	в русском	4	2
228	которая не	1	2
229	не до	2	2
230	не потому	1	2
231	ни в	3	2
232	отличается от	1	2
233	для такого	1	2
234	его с	2	2
235	оно не	2	2
236	она не	8	2
237	на вопрос	1	2
238	роль в	1	2
239	начала и	1	2
240	по сравнению	1	2
241	именно потому	1	2
242	ничего кроме	2	2
243	и здесь	6	2
244	после того	2	2
245	которой мы	1	2
246	в его	5	2
247	а потому	1	2
248	и только	1	2
249	у всех	2	2
250	к нему	2	2
251	в какой	1	2
252	от смысла	1	2
253	это очень	1	2
254	это означает	2	2
255	одни и	2	2
256	к какому	1	2
257	которому он	1	2
258	и у	1	2
259	детскую игру	1	2
260	отношение к	8	2
261	но что	1	2
262	и никогда	3	2
263	почему это	1	2
264	на примере	1	2
265	к которому	3	2
266	такое же	1	2
267	а с	1	2
268	при чем	1	2
269	не было	11	2
270	была бы	1	2
271	материал и	1	2
272	вместе с	2	2
273	сравнению с	1	2
274	но это	8	2
275	и часто	1	2
276	не существует	3	2
277	это можно	1	2
278	а к	1	2
279	из себя	1	2
280	у них	4	2
281	интерес к	2	2
282	всякий раз	1	2
283	но когда	2	2
284	в свое	1	2
285	ли он	1	2
286	и от	3	2
287	это в	1	2
288	тайны и	1	2
289	все что	4	2
290	этим сказать	1	1
291	а между	1	1
292	смысле слова	3	1
293	от этой	2	1
294	он считает	2	1
295	чтобы не	3	1
296	человека и	7	1
297	он может	1	1
298	стали бы	3	1
299	что иван	1	1
300	мере в	1	1
301	тайна в	1	1
302	от своей	2	1
303	к другому	3	1
304	и чрезвычайно	1	1
305	человеческой души	1	1
306	по преимуществу	5	1
307	почти всегда	1	1
308	и самое	2	1
309	высшей степени	3	1
310	отношения к	2	1
311	и за	2	1
312	их и	1	1
313	сознавая что	1	1
314	если я	2	1
315	характер его	1	1
316	преступления и	1	1
317	в уста	1	1
318	совсем иное	2	1
319	что иное	3	1
320	как детскую	1	1
321	а для	2	1
322	что вопрос	1	1
323	для нашей	2	1
324	все так	1	1
325	подобного нет	1	1
326	и много	1	1
327	он сам	6	1
328	тем как	1	1
329	россии и	2	1
330	своей души	1	1
331	есть своя	1	1
332	получить от	1	1
333	только тогда	1	1
334	с отцом	1	1
335	его во	1	1
336	должны были	1	1
337	уже как	1	1
338	него с	1	1
339	и достоевский	8	1
340	когда тот	1	1
341	за пределы	1	1
342	более чем	2	1
343	независимо от	1	1
344	его на	4	1
345	под этой	1	1
346	сострадания и	1	1
347	выйти из	2	1
348	кто не	1	1
349	нее одной	1	1
350	сознания в	1	1
351	справедливо но	1	1
352	сторона в	1	1
353	его к	1	1
354	вносит в	1	1
355	то в	2	1
356	уже не	4	1
357	говорят о	1	1
358	не хочет	1	1
359	это есть	2	1
360	не причиняет	1	1
361	раскрывает в	2	1
362	в нашем	7	1
363	творчество достоевского	3	1
364	что ничего	1	1
365	и кто	1	1
366	только один	1	1
367	природа он	1	1
368	если он	2	1
369	этот процесс	2	1
370	отношение которое	1	1
371	приходят к	1	1
372	и утверждает	1	1
373	он должен	1	1
374	идеи и	3	1
375	что нужно	1	1
376	и если	2	1
377	в россии	3	1
378	понятно для	1	1
379	у пушкина	1	1
380	в плане	1	1
381	что ни	1	1
382	всех своих	1	1
383	людей и	3	1
384	в пустыне	1	1
385	сам не	2	1
386	в нее	1	1
387	но все	1	1
388	совпадают с	1	1
389	не будет	3	1
390	этом нет	1	1
391	же не	1	1
392	тем в	1	1
393	и характер	1	1
394	этом он	2	1
395	в другом	1	1
396	его не	2	1
397	говорил что	1	1
398	кровь а	1	1
399	сознание не	1	1
400	с целью	1	1
401	его в	3	1
402	на почве	3	1
403	всю свою	1	1
404	другому и	1	1
405	люди не	1	1
406	он начал	1	1
407	он же	3	1
408	в высшей	3	1
409	его собственной	1	1
410	не узнает	1	1
411	и уже	1	1
412	которой он	1	1
413	одна и	3	1
414	для чего	3	1
415	с такой	1	1
416	чем в	2	1
417	духовной жизни	1	1
418	и чувств	1	1
419	должно быть	2	1
420	потому и	1	1
421	страдания и	3	1
422	и тогда	3	1
423	достоевского но	1	1
424	которую он	1	1
425	бы на	1	1
426	но если	1	1
427	привело к	1	1
428	сами не	1	1
429	от духовного	1	1
430	нас не	2	1
431	в котором	1	1
432	на такой	1	1
433	что всякий	3	1
434	себе а	1	1
435	стоит в	2	1
436	нашли в	1	1
437	тому который	1	1
438	от его	2	1
439	сходства с	1	1
440	стало быть	1	1
441	есть один	2	1
442	мир и	2	1
443	времен и	1	1
444	что было	3	1
445	есть еще	2	1
446	любви которая	1	1
447	еще иметь	1	1
448	что есть	2	1
449	в русской	6	1
450	к этим	1	1
451	не по	1	1
452	без остатка	1	1
453	не производит	1	1
454	человека от	2	1
455	в разных	2	1
456	народной жизни	4	1
457	жизни не	2	1
458	у этого	1	1
459	она никогда	3	1
460	показывает как	1	1
461	мыслей и	1	1
462	к ней	2	1
463	на природу	2	1
464	связи с	2	1
465	уже и	1	1
466	что кроме	1	1
467	и делает	1	1
468	разрушения мира	1	1
469	принадлежит к	2	1
470	чтобы сделать	1	1
471	и другим	1	1
472	они и	4	1
473	не есть	13	1
474	он никогда	1	1
475	превращена в	1	1
476	должен быть	4	1
477	для себя	1	1
478	того самого	1	1
479	они стали	2	1
480	к такому	1	1
481	людей в	2	1
482	и единственный	1	1
483	у разных	1	1
484	культуры и	1	1
485	приводит к	1	1
486	как с	1	1
487	природе своей	1	1
488	он так	2	1
489	другом и	1	1
490	на нее	1	1
491	не с	1	1
492	было в	3	1
493	живет в	1	1
494	в борьбе	1	1
495	и каждый	1	1
496	чем все	1	1
497	с собой	2	1
498	еще в	2	1
499	когда в	1	1
500	но потому	1	1
501	ничего подобного	3	1
502	возможно что	1	1
503	быть может	2	1
504	как у	2	1
505	от начала	1	1
506	бессилен перед	4	1
507	на что	1	1
508	новых и	1	1
509	означает что	4	1
510	средством для	1	1
511	вот это	1	1
512	склонен думать	1	1
513	иное как	3	1
514	при такой	1	1
515	и должно	3	1
516	ли бы	1	1
517	точно в	1	1
518	в сфере	2	1
519	происходит не	1	1
520	и во	3	1
521	есть болезнь	1	1
522	идет к	1	1
523	переходит в	8	1
524	своему значению	1	1
525	все в	1	1
526	начала что	1	1
527	это приводит	1	1
528	и об	1	1
529	и она	3	1
530	нет на	1	1
531	ребенка который	1	1
532	которое было	2	1
533	наоборот он	1	1
534	природой и	3	1
535	мы увидим	2	1
536	его жизнь	1	1
537	причинами и	1	1
538	правда и	1	1
539	со всеми	1	1
540	не то	1	1
