N	2gram	Bakhtin_Pr_2	StatiiOP
1	и в	45	44
2	в том	8	36
3	что в	6	30
4	том что	7	29
5	в этом	20	21
6	вовсе не	7	19
7	не только	16	18
8	то что	5	18
9	было бы	4	17
10	о том	3	17
11	а в	3	17
12	а не	10	16
13	и не	42	16
14	может быть	18	15
15	в области	2	14
16	в данном	1	14
17	как в	4	13
18	можно было	2	13
19	не в	8	12
20	в первой	1	12
21	самом деле	4	11
22	в этой	1	11
23	того чтобы	1	11
24	у нас	2	11
25	точки зрения	19	11
26	но в	6	10
27	ясно что	1	10
28	для того	1	10
29	что он	7	10
30	только в	9	10
31	но и	15	10
32	как и	14	9
33	в отношении	1	9
34	в то	5	9
35	так и	3	9
36	если бы	2	9
37	того что	3	9
38	в его	22	9
39	с другой	1	9
40	например в	2	8
41	статьи в	2	8
42	во всех	4	8
43	все же	4	8
44	но ведь	3	8
45	это не	3	8
46	из них	9	8
47	с точки	9	8
48	и его	8	8
49	не может	24	8
50	я не	6	7
51	что они	3	7
52	в самом	13	7
53	в статье	1	7
54	так например	1	7
55	таким образом	11	7
56	другой стороны	1	7
57	этом отношении	2	7
58	до сих	2	7
59	прежде всего	11	7
60	сих пор	2	7
61	сказать что	5	7
62	по поводу	1	7
63	на самом	1	6
64	со стороны	4	6
65	из этих	1	6
66	в своей	6	6
67	потому что	8	6
68	данном случае	1	6
69	что и	5	6
70	так что	2	6
71	для него	9	6
72	именно в	3	6
73	дело в	1	6
74	в той	3	6
75	что же	4	6
76	но это	2	6
77	хотя бы	5	6
78	во всяком	1	6
79	вряд ли	1	5
80	то же	5	5
81	той же	1	5
82	в целом	5	5
83	все эти	4	5
84	в нем	20	5
85	и по	2	5
86	в слове	1	5
87	в котором	7	5
88	в которых	1	5
89	этой области	2	5
90	не менее	2	5
91	никогда не	17	5
92	могут быть	4	5
93	мне кажется	1	5
94	так как	5	5
95	тем что	2	5
96	и даже	3	5
97	нужно сказать	1	5
98	там где	6	5
99	что мы	1	5
100	все это	5	5
101	была бы	3	5
102	совершенно не	1	5
103	жизни и	15	5
104	так же	5	5
105	в рукописи	1	4
106	как это	2	4
107	это и	1	4
108	в которой	2	4
109	бы и	3	4
110	на то	2	4
111	что она	4	4
112	но все	4	4
113	но если	1	4
114	случае в	1	4
115	представление о	2	4
116	и очень	1	4
117	не имеет	3	4
118	же время	3	4
119	как будто	1	4
120	в ее	3	4
121	что у	4	4
122	и что	2	4
123	заключается в	1	4
124	этот вопрос	4	4
125	же и	1	4
126	мы находим	1	4
127	как раз	6	4
128	не было	2	4
129	на эту	1	4
130	в частности	1	4
131	как бы	15	4
132	тем более	1	4
133	еще более	1	4
134	это в	1	4
135	же как	4	3
136	того же	1	3
137	должна быть	3	3
138	конечно и	2	3
139	в ней	7	3
140	еще не	9	3
141	в чем	2	3
142	но не	6	3
143	не все	1	3
144	ответ на	1	3
145	по отношению	8	3
146	в истории	2	3
147	общего с	1	3
148	с этим	1	3
149	как к	2	3
150	это просто	1	3
151	то в	1	3
152	точку зрения	5	3
153	что так	1	3
154	эпохи и	1	3
155	не значит	2	3
156	же это	1	3
157	в каждом	4	3
158	же касается	1	3
159	в другом	1	3
160	и с	7	3
161	лишь в	2	3
162	даже в	6	3
163	кажется что	2	3
164	ни в	2	3
165	чем в	1	3
166	что не	5	3
167	тому что	1	3
168	в конце	4	3
169	а на	2	3
170	не по	3	3
171	в основе	2	3
172	а во	1	3
173	в каком	1	3
174	очень часто	1	3
175	должны быть	1	3
176	что оно	1	3
177	для себя	3	3
178	не хочу	2	3
179	об этом	3	3
180	и нужно	1	3
181	его жизни	2	3
182	тем или	1	3
183	нужно искать	1	3
184	и только	1	3
185	но с	3	3
186	в какой	1	3
187	и так	1	3
188	это очень	2	3
189	в уста	3	3
190	с одной	1	3
191	кто и	1	3
192	если это	1	3
193	в виде	1	3
194	в начале	2	3
195	ни с	2	3
196	бы все	1	3
197	в очень	1	3
198	без всякой	1	3
199	а именно	3	3
200	а с	3	3
201	что для	2	3
202	на этот	1	3
203	да и	1	3
204	не является	3	3
205	и для	2	3
206	в результате	3	3
207	отношению к	8	3
208	в таком	3	3
209	ничего общего	2	3
210	отношения к	2	2
211	мере в	1	2
212	в первом	1	2
213	не хочет	1	2
214	а как	4	2
215	мы имеем	2	2
216	мы не	1	2
217	не была	1	2
218	в сущности	7	2
219	или же	2	2
220	время как	1	2
221	совпадает с	1	2
222	из того	1	2
223	подчеркнуть что	3	2
224	литературы и	1	2
225	быть в	2	2
226	в сторону	2	2
227	отношение к	8	2
228	иногда и	1	2
229	и речи	1	2
230	за пределы	5	2
231	писателя в	1	2
232	идет о	2	2
233	в своем	5	2
234	есть в	8	2
235	смысле этого	2	2
236	это их	1	2
237	от этого	1	2
238	в литературном	1	2
239	ни один	3	2
240	бы не	3	2
241	думать что	1	2
242	в себе	5	2
243	но он	1	2
244	но на	2	2
245	в случае	1	2
246	вообще не	1	2
247	при этом	2	2
248	но именно	1	2
249	он не	9	2
250	опять-таки не	1	2
251	всех этих	1	2
252	и более	2	2
253	ни были	1	2
254	на совершенно	1	2
255	свое время	2	2
256	что ни	1	2
257	тут не	2	2
258	что все	3	2
259	в данной	1	2
260	его в	3	2
261	это вовсе	2	2
262	ни одной	1	2
263	не всегда	1	2
264	имеет ничего	1	2
265	можно найти	2	2
266	знает и	1	2
267	которые в	2	2
268	это дело	1	2
269	их в	7	2
270	произведения в	1	2
271	да ведь	2	2
272	тем самым	2	2
273	а иногда	1	2
274	как можно	1	2
275	что эта	2	2
276	она не	5	2
277	что с	1	2
278	меня не	1	2
279	на него	2	2
280	говорить о	1	2
281	ничего не	3	2
282	тем не	1	2
283	в сознании	2	2
284	только с	1	2
285	что на	1	2
286	есть только	4	2
287	ли не	1	2
288	числе и	2	2
289	о них	2	2
290	без всякого	1	2
291	свои силы	1	2
292	говорит об	1	2
293	то время	1	2
294	и иные	1	2
295	и сам	3	2
296	которая была	1	2
297	в эпоху	1	2
298	для этого	3	2
299	только у	1	2
300	то есть	50	2
301	другом месте	1	2
302	этой статьи	1	2
303	в пользу	1	2
304	нет это	1	2
