N	2gram	Tiupa_Teor_1	Istorich
1	и в	18	26
2	так как	1	18
3	мы имеем	7	14
4	никогда не	4	13
5	потому что	3	13
6	и на	1	12
7	в этом	8	12
8	таким образом	3	12
9	в том	16	12
10	что в	9	12
11	может быть	17	11
12	не только	16	10
13	том что	9	10
14	с другой	7	10
15	и не	13	10
16	еще не	4	9
17	а именно	2	9
18	что он	1	9
19	но и	9	9
20	и это	2	8
21	все эти	2	8
22	в нем	4	8
23	вместе с	2	8
24	другой стороны	5	8
25	например в	1	7
26	но в	9	7
27	и его	8	7
28	о том	1	7
29	с одной	2	7
30	уже не	4	7
31	у него	1	7
32	превращается в	2	7
33	одной стороны	2	7
34	как в	5	6
35	так в	4	6
36	в русской	6	6
37	с появлением	1	6
38	то что	3	6
39	в более	1	6
40	ее в	2	6
41	не может	4	6
42	то же	7	5
43	не будет	2	5
44	чаще всего	1	5
45	как и	4	5
46	и что	3	5
47	в то	6	5
48	очень часто	1	5
49	так и	10	5
50	в его	6	5
51	мы видим	1	5
52	только в	6	5
53	тем что	1	5
54	у нас	2	5
55	как это	8	5
56	его в	2	5
57	как мы	1	4
58	с его	5	4
59	но как	1	4
60	из этих	3	4
61	имеем в	3	4
62	на его	1	4
63	на земле	1	4
64	и по	2	4
65	здесь мы	1	4
66	это не	2	4
67	и тем	3	4
68	с тем	1	4
69	еще нет	1	4
70	е у	1	4
71	а также	6	4
72	что и	2	4
73	прежде всего	2	4
74	одну из	1	4
75	как бы	5	4
76	в это	1	4
77	все что	1	4
78	же как	1	3
79	связана с	1	3
80	и то	2	3
81	это еще	1	3
82	ее к	1	3
83	или иное	1	3
84	независимо от	1	3
85	в себе	9	3
86	если он	1	3
87	что она	2	3
88	при этом	12	3
89	если бы	3	3
90	и вот	3	3
91	в них	2	3
92	нет в	1	3
93	в своей	6	3
94	таким же	1	3
95	и ее	3	3
96	в одном	2	3
97	не в	7	3
98	их в	3	3
99	она не	1	3
100	на котором	1	3
101	могут быть	4	3
102	вокруг него	1	3
103	его с	1	3
104	меня в	1	3
105	и другие	2	3
106	данном случае	5	3
107	то время	1	3
108	один из	2	3
109	в качестве	24	3
110	так что	1	3
111	ее не	1	3
112	и только	1	3
113	со стороны	2	3
114	далеко не	2	3
115	больше и	1	3
116	не было	1	3
117	в частности	16	3
118	к своему	1	3
119	в данном	8	3
120	как будто	2	3
121	и от	1	3
122	или в	3	3
123	вопрос о	1	3
124	на первый	1	3
125	а в	13	3
126	сказать что	3	3
127	из этого	1	3
128	в своих	1	3
129	они не	1	3
130	ту же	1	2
131	того же	3	2
132	говорилось выше	1	2
133	здесь и	1	2
134	из его	1	2
135	и больше	2	2
136	что иное	1	2
137	представляет собой	9	2
138	но не	9	2
139	могло быть	2	2
140	по отношению	4	2
141	тогда как	15	2
142	а через	1	2
143	на то	1	2
144	в одной	1	2
145	в своем	4	2
146	то или	1	2
147	перед нами	2	2
148	целый ряд	1	2
149	и как	2	2
150	и конечно	1	2
151	что это	1	2
152	в этой	3	2
153	и до	1	2
154	но он	3	2
155	и те	1	2
156	он не	3	2
157	это явление	1	2
158	можно было	1	2
159	было бы	1	2
160	обе стороны	1	2
161	ни в	2	2
162	вовсе не	3	2
163	и некоторые	2	2
164	своего рода	7	2
165	всегда остается	1	2
166	образом и	1	2
167	которые в	1	2
168	однако в	7	2
169	даже в	3	2
170	связей с	1	2
171	тем самым	4	2
172	не могло	2	2
173	не вполне	2	2
174	ее на	1	2
175	отличается от	2	2
176	к тому	2	2
177	здесь не	1	2
178	только то	1	2
179	и сам	1	2
180	с собой	1	2
181	о котором	1	2
182	эта сторона	1	2
183	сводится к	5	2
184	после того	1	2
185	можно сказать	3	2
186	как у	1	2
187	эти два	1	2
188	в форме	2	2
189	того что	4	2
190	никто не	2	2
191	что они	1	2
192	а с	3	2
193	и др	1	2
194	что не	1	2
195	не означает	1	2
196	а не	9	2
197	о чем	1	2
198	что из	1	2
199	в одно	2	2
200	так же	2	2
201	отношению к	4	2
202	мира и	1	2
203	не представляет	1	2
204	обращается к	2	2
205	в этих	3	2
206	с ними	1	2
207	точно так	1	2
208	также что	1	1
209	соответствии с	2	1
210	отношения к	2	1
211	одним из	2	1
212	также и	1	1
213	но кто	1	1
214	он показывает	1	1
215	в связи	1	1
216	мере в	1	1
217	этого мира	1	1
218	между двумя	3	1
219	и четвертая	1	1
220	несколько иной	1	1
221	есть не	1	1
222	со всех	1	1
223	при анализе	1	1
224	на первом	1	1
225	так я	1	1
226	героя но	1	1
227	именно к	1	1
228	этом не	1	1
229	совпадает с	3	1
230	но она	2	1
231	в полной	1	1
232	что можно	3	1
233	всех сторон	1	1
234	пребывания в	1	1
235	в руке	1	1
236	который может	1	1
237	так или	4	1
238	по этому	1	1
239	на них	1	1
240	как один	1	1
241	за это	1	1
242	что его	1	1
243	во всех	1	1
244	как правило	4	1
245	одном случае	1	1
246	не все	3	1
247	вступают в	1	1
248	отличие от	6	1
249	как говорит	3	1
250	идет о	1	1
251	более чем	1	1
252	можно предположить	1	1
253	ними и	1	1
254	хотя и	3	1
255	как уже	1	1
256	я есть	5	1
257	и к	3	1
258	более или	2	1
259	в героической	1	1
260	и чрезвычайно	1	1
261	в целом	3	1
262	античности в	1	1
263	он в	1	1
264	он состоит	1	1
265	прослеживается в	1	1
266	раз в	1	1
267	отношение между	1	1
268	ее как	1	1
269	но на	1	1
270	в случае	1	1
271	одно и	1	1
272	жизнью и	1	1
273	тем не	3	1
274	эта деталь	1	1
275	в силу	1	1
276	никак не	1	1
277	не друг	1	1
278	смертью в	1	1
279	подобно тому	1	1
280	на этом	1	1
281	ним на	1	1
282	однако все	2	1
283	а затем	1	1
284	что все	1	1
285	в мире	19	1
286	то есть	12	1
287	того или	3	1
288	с героем	1	1
289	случае совершенно	1	1
290	в жизни	2	1
291	по существу	1	1
292	же образом	1	1
293	она и	1	1
294	когда я	1	1
295	человек имеет	1	1
296	ключ к	2	1
297	обратимся к	1	1
298	остается в	1	1
299	перед собой	1	1
300	и становится	1	1
301	словами из	1	1
302	или менее	2	1
303	точки зрения	9	1
304	от своего	2	1
305	следующее с	1	1
306	случае в	1	1
307	не столько	1	1
308	на свою	1	1
309	говоря и	2	1
310	от его	1	1
311	на языке	2	1
312	все это	2	1
313	по ту	1	1
314	и более	1	1
315	и наоборот	1	1
316	и вся	1	1
317	не менее	4	1
318	к такой	2	1
319	в таких	1	1
320	строя и	1	1
321	с хозяином	1	1
322	в основе	3	1
323	и одну	1	1
324	не составляет	1	1
325	не случайно	5	1
326	в уме	1	1
327	того чтобы	1	1
328	казалось бы	2	1
329	этом мире	2	1
330	по своей	3	1
331	в области	4	1
332	в тени	1	1
333	перед ним	1	1
334	человека с	2	1
335	места для	1	1
336	не могут	2	1
337	сравнении с	1	1
338	заметил что	1	1
339	числе и	1	1
340	для такого	1	1
341	к пониманию	1	1
342	для героя	1	1
343	бы ни	1	1
344	обычно в	1	1
345	должен быть	1	1
346	и о	4	1
347	тому что	2	1
348	с ее	3	1
349	в ее	5	1
350	приводит к	5	1
351	те же	1	1
352	не с	3	1
353	здесь как	1	1
354	нам уже	1	1
355	наше внимание	1	1
356	что от	1	1
357	жизнь и	1	1
358	для этого	1	1
359	не случайна	1	1
360	означает что	1	1
361	другом а	1	1
362	об этом	2	1
363	с человеком	1	1
364	перед нею	1	1
365	на весьма	1	1
366	иное как	1	1
367	и здесь	2	1
368	тех кто	1	1
369	это происходит	1	1
370	в другом	3	1
371	на вопрос	1	1
372	и поэтому	1	1
373	одного из	1	1
374	к одному	1	1
375	пребыванию в	1	1
376	собой всю	1	1
377	этих двух	2	1
378	это была	1	1
379	восходит к	1	1
380	к нему	1	1
381	однако что	1	1
382	между тем	5	1
383	но дело	1	1
384	новая форма	1	1
385	наконец в	1	1
386	также в	1	1
387	с которыми	1	1
388	из видов	1	1
389	быть и	2	1
390	с той	1	1
391	но с	1	1
392	дело с	1	1
393	что даже	1	1
394	может оказаться	2	1
395	между этими	1	1
396	их не	1	1
397	в эпических	1	1
398	мире и	2	1
399	тот или	2	1
400	из которого	3	1
401	есть в	2	1
402	одной из	2	1
403	если мы	2	1
404	о ней	2	1
405	или даже	4	1
406	говорится и	1	1
407	языка но	1	1
408	для него	2	1
409	стоит и	1	1
410	у нее	1	1
411	отношение к	5	1
412	к ним	1	1
413	при всей	1	1
414	ту сторону	1	1
415	может служить	2	1
416	случае не	2	1
417	на меня	3	1
418	для того	1	1
419	в особенности	1	1
420	и даже	2	1
421	а на	3	1
422	между которыми	1	1
423	на примере	1	1
424	или иначе	5	1
425	именно в	3	1
426	о своем	2	1
427	текст в	4	1
428	еще и	1	1
429	не знает	3	1
430	мы легко	2	1
431	долгое время	1	1
