N	3gram	Vygotskiy__5	Literetu
1	в то же	1	9
2	не может быть	3	7
3	с одной стороны	3	6
4	в том что	11	5
5	состоит в том	3	4
6	с другой стороны	2	4
7	с точки зрения	9	3
8	в этом отношении	5	3
9	в том чтобы	1	3
10	по отношению к	12	3
11	о том что	4	2
12	подобно тому как	4	2
13	в этом случае	3	2
14	одно и то	1	2
15	и то же	1	2
16	в свое время	2	2
17	в том числе	1	2
18	тем не менее	1	2
19	том что в	2	1
20	такой же мере	3	1
21	нам остается только	1	1
22	каждый из которых	1	1
23	что уже в	1	1
24	речь в этом	1	1
25	то же самое	4	1
26	одной стороны и	1	1
27	и не может	2	1
28	вместе с тем	2	1
29	что он не	2	1
30	в отличие от	2	1
31	является одним из	1	1
32	не менее чем	1	1
33	не могут быть	1	1
34	из того что	4	1
35	и т.д и	2	1
36	том числе и	1	1
37	в сущности говоря	4	1
38	можно было бы	3	1
39	сила и слабость	1	1
40	с этой точки	4	1
41	и то что	2	1
42	в равной мере	1	1
43	но это и	1	1
44	ничего общего с	2	1
45	этом случае мы	1	1
46	в себя и	1	1
47	по нашему мнению	1	1
48	нам представляется что	1	1
49	в такой же	3	1
50	исходит из того	1	1
51	как нам представляется	1	1
52	я не могу	1	1
53	это и не	1	1
54	по существу мысль	1	1
55	того что было	2	1
56	этой точки зрения	4	1
57	не меняет в	1	1
58	но как правило	1	1
59	мы не можем	1	1
60	в свою очередь	3	1
61	на самом деле	1	1
62	не только не	3	1
63	той или иной	1	1
64	в известном отношении	1	1
65	а с другой	2	1
66	а во второй	1	1
67	ничего не меняет	1	1
68	к тому что	1	1
69	тех или иных	1	1
70	для того чтобы	14	1
71	и не является	1	1
72	как мы видели	2	1
