N	4gram	Vygotskiy__4	Istorich
1	так же как и	4	4
2	не что иное как	1	3
3	это приводит нас к	1	3
4	как мы видели выше	1	2
5	в том отношении что	1	1
6	как это мы видим	1	1
7	то здесь мы имеем	1	1
8	одно и то же	6	1
9	когда он говорит что	1	1
10	которые не могут быть	1	1
11	указывают на то что	1	1
12	смысле этого слова а	1	1
13	с нашей точки зрения	2	1
14	внимание на то что	1	1
15	точно так же как	1	1
16	одни и те же	3	1
17	в то время как	1	1
18	но вместе с тем	2	1
19	что они представляют собой	1	1
