N	2gram	Potebnia_M_2	Problemy
1	и в	24	34
2	и не	19	29
3	как бы	9	27
4	что он	4	23
5	в его	2	22
6	к другому	4	20
7	в нем	9	19
8	может быть	23	19
9	не может	12	19
10	и все	3	19
11	как и	7	18
12	к себе	1	17
13	в этом	8	16
14	но в	4	16
15	и его	2	16
16	все это	2	16
17	он не	1	15
18	и с	1	15
19	что я	1	15
20	прежде всего	7	15
21	то же	12	14
22	к нему	1	14
23	самом деле	2	13
24	для него	10	13
25	в то	6	12
26	же время	2	12
27	потому что	49	12
28	но и	9	12
29	на самом	2	11
30	вовсе не	9	11
31	с другим	1	11
32	то что	20	11
33	не только	15	10
34	слова и	3	10
35	не в	13	9
36	а не	18	9
37	и т	6	8
38	с самого	2	8
39	самого начала	2	8
40	никогда не	4	8
41	с ним	5	8
42	в другом	2	8
43	в самом	4	8
44	себя и	2	8
45	так же	2	8
46	что же	1	8
47	и слово	1	8
48	и для	3	8
49	на него	3	7
50	как мы	1	7
51	слова в	5	7
52	что не	5	7
53	там где	4	7
54	этого слова	6	7
55	все же	5	7
56	отношении к	2	7
57	что в	16	7
58	мы уже	1	6
59	и на	8	6
60	с его	2	6
61	с собою	1	6
62	отношение к	1	6
63	что они	5	6
64	что у	2	6
65	от себя	2	6
66	для себя	1	6
67	так и	5	6
68	слово с	2	6
69	в себе	10	6
70	только в	11	6
71	т п	3	6
72	стремится к	1	6
73	от него	4	6
74	с ними	3	6
75	на них	1	5
76	в чем	7	5
77	по отношению	2	5
78	и наконец	1	5
79	и у	3	5
80	что это	3	5
81	в целом	3	5
82	но все	2	5
83	лишь в	1	5
84	с тем	4	5
85	в слове	13	5
86	это слово	1	5
87	таким образом	11	5
88	к тому	1	5
89	и сам	1	5
90	и что	4	5
91	что и	11	5
92	это не	3	5
93	того что	7	5
94	обращаться к	1	5
95	и так	1	5
96	так что	10	5
97	из них	5	5
98	всяком случае	7	5
99	в одном	6	5
100	себе и	1	5
101	к своему	1	5
102	и от	3	5
103	мы должны	2	5
104	хотя бы	2	5
105	а в	8	5
106	во всяком	7	5
107	с таким	3	4
108	собою и	2	4
109	еще не	4	4
110	бы то	1	4
111	но не	12	4
112	но как	1	4
113	как в	10	4
114	бы и	1	4
115	он в	1	4
116	все эти	2	4
117	но на	2	4
118	при этом	13	4
119	внутренней речи	1	4
120	на этом	2	4
121	ни был	2	4
122	последнее слово	1	4
123	то ни	1	4
124	что все	2	4
125	его в	3	4
126	с другими	5	4
127	этом смысле	2	4
128	ни в	1	4
129	рядом с	3	4
130	его слово	1	4
131	с точки	1	4
132	все и	1	4
133	но это	3	4
134	друг другу	1	4
135	ничего не	1	4
136	его с	2	4
137	и это	2	4
138	если бы	11	4
139	на вопрос	3	4
140	его мысль	1	4
141	и прежде	1	4
142	только на	1	4
143	в общем	2	4
144	так как	10	4
145	не о	1	4
146	у него	2	4
147	на меня	1	4
148	даже и	2	4
149	с другой	6	4
150	тем что	7	4
151	вместе с	11	4
152	как к	1	4
153	бы он	1	4
154	ни было	3	4
