N	2gram	Vygotskiy__3	Myslijsy
1	потому что	14	52
2	то есть	15	42
3	и в	38	39
4	может быть	19	27
5	в том	25	26
6	только в	4	25
7	не может	7	22
8	что в	20	22
9	не только	12	21
10	так как	6	21
11	а не	7	21
12	в нем	4	20
13	но и	5	20
14	и не	10	18
15	том что	14	16
16	так что	8	16
17	в этом	13	15
18	не в	12	15
19	если бы	14	14
20	в себе	4	13
21	таким образом	12	13
22	так и	1	13
23	чувства и	2	13
24	было бы	12	12
25	есть только	2	11
26	мы не	5	10
27	как в	4	10
28	и что	18	10
29	то что	35	10
30	что не	3	10
31	не есть	1	10
32	но в	3	9
33	как и	8	9
34	вместе и	2	9
35	мысли в	1	9
36	для нас	8	9
37	мысли и	1	9
38	тем что	3	9
39	но не	1	8
40	в мысли	1	8
41	в слове	1	8
42	точки зрения	16	8
43	в одном	8	8
44	того что	4	8
45	со стороны	2	8
46	вместе с	5	8
47	чувство и	1	8
48	по его	3	7
49	в ней	15	7
50	в истории	2	7
51	с этим	8	7
52	это не	1	7
53	в этих	2	7
54	в нас	4	7
55	то и	3	7
56	с другой	7	7
57	должно быть	1	7
58	и т	14	6
59	то же	10	6
60	независимо от	1	6
61	все же	8	6
62	и как	8	6
63	бы не	3	6
64	при этом	4	6
65	и по	2	6
66	того как	3	6
67	что на	1	6
68	что и	4	6
69	еще не	1	6
70	по мере	1	6
71	как бы	14	6
72	в первом	1	5
73	то это	2	5
74	во всех	4	5
75	мысль что	4	5
76	то в	1	5
77	не имеют	2	5
78	не следует	1	5
79	с тем	8	5
80	несмотря на	5	5
81	не имеет	6	5
82	и его	6	5
83	что при	1	5
84	язык и	1	5
85	между тем	7	5
86	в его	5	5
87	для всех	2	5
88	вовсе не	8	5
89	друг друга	1	5
90	что человек	1	5
91	души и	1	5
92	зависит от	1	5
93	так же	2	5
94	и потому	1	5
95	быть только	1	5
96	но это	3	5
97	и для	4	5
98	а в	7	5
99	другой стороны	5	5
100	в таком	3	5
101	на деле	4	4
102	этой теории	1	4
103	его мнению	2	4
104	с но	2	4
105	все остальные	1	4
106	увидим что	9	4
107	из этих	3	4
108	подобным образом	1	4
109	т д	4	4
110	мы видели	6	4
111	и языка	1	4
112	том смысле	2	4
113	т п	5	4
114	тем самым	1	4
115	однако в	1	4
116	бы быть	1	4
117	в то	3	4
118	не по	1	4
119	никогда не	4	4
120	и притом	1	4
121	не могут	2	4
122	к тому	6	4
123	свою очередь	2	4
124	остается только	1	4
125	каждый раз	1	4
126	бы в	3	4
127	говорит он	2	4
128	слов и	2	4
129	согласно с	2	4
130	и других	1	4
131	для него	2	4
132	не было	1	4
133	и даже	4	4
134	в действительности	1	4
135	там где	6	4
136	что мы	1	4
137	тому как	1	4
138	быть не	2	4
139	при таком	2	4
140	от него	1	4
141	не более	2	4
142	мы видим	12	4
143	в свою	4	4
144	в своих	4	4
145	а между	1	3
146	не иначе	2	3
147	того же	3	3
148	должна быть	5	3
149	что если	4	3
150	что можно	1	3
151	и то	8	3
152	столь же	2	3
153	очевидно что	2	3
154	более как	1	3
155	относится к	1	3
156	что как	3	3
157	в своем	5	3
158	хотя и	1	3
159	что по	3	3
160	в самом	25	3
161	что это	10	3
162	думать что	2	3
163	он не	6	3
164	подобно тому	1	3
165	так например	2	3
166	не из	1	3
167	что все	3	3
168	той же	2	3
169	и с	1	3
170	заключается в	7	3
171	и тем	3	3
172	в жизни	1	3
173	в них	3	3
174	показывает что	2	3
175	в этой	13	3
176	не мог	4	3
177	не так	3	3
178	и при	1	3
179	в своей	5	3
180	с точки	9	3
181	и той	2	3
182	друг другу	2	3
183	что сам	2	3
184	тому что	6	3
