N	2gram	Bakhtin_Fr_1	Vladivir
1	и в	65	31
2	в году	6	30
3	не только	10	24
4	но и	10	19
5	то что	3	18
6	и не	22	17
7	и даже	8	15
8	у него	1	15
9	в этом	15	14
10	том что	6	14
11	и с	3	14
12	он был	2	14
13	что в	3	14
14	но в	14	12
15	в его	9	12
16	что он	3	12
17	с его	5	11
18	о том	2	11
19	в том	16	11
20	между прочим	2	11
21	потому что	5	11
22	он не	2	10
23	как мы	6	9
24	никогда не	6	9
25	в конце	1	9
26	только в	7	9
27	даже и	3	9
28	в течение	1	9
29	и по	2	8
30	в то	1	8
31	в дальнейшем	8	8
32	так как	6	8
33	указ соч	1	7
34	кроме того	2	7
35	мы уже	12	7
36	как это	1	7
37	и его	10	7
38	для него	5	7
39	об этом	1	7
40	о нем	3	7
41	уже в	1	7
42	как раз	3	7
43	еще и	5	7
44	сказать что	6	7
45	то же	1	6
46	и к	4	6
47	свое время	2	6
48	это было	2	6
49	он и	3	6
50	у нас	1	6
51	и сам	1	6
52	так и	10	6
53	разного рода	3	6
54	его жизни	1	6
55	можно сказать	2	6
56	может быть	6	6
57	на этот	2	6
58	и потому	10	6
59	не может	3	6
60	к этому	1	6
61	но как	3	5
62	это был	1	5
63	на то	1	5
64	и если	1	5
65	не в	4	5
66	со своим	1	5
67	что и	1	5
68	вовсе не	18	5
69	но он	1	5
70	не было	1	5
71	все это	9	5
72	и от	2	5
73	с ним	3	5
74	в свое	2	5
75	жизни и	7	5
76	в своих	5	5
77	мы и	3	4
78	в этой	4	4
79	в своем	8	4
80	хотя и	2	4
81	и как	1	4
82	говорит что	1	4
83	в этот	1	4
84	в которой	1	4
85	в нашем	1	4
86	в себе	3	4
87	как он	1	4
88	в нем	13	4
89	главным образом	6	4
90	как и	5	4
91	несмотря на	2	4
92	ни с	2	4
93	еще в	1	4
94	в своей	5	4
95	мысли и	4	4
96	и вообще	3	4
97	дело в	2	4
98	же время	1	4
99	во всем	2	4
100	да и	2	4
101	к нему	3	4
102	по своей	3	4
103	один из	1	4
104	и у	6	4
105	в особенности	2	4
106	и все	5	4
107	и особенно	2	4
108	для нас	4	4
109	и он	2	3
110	это время	2	3
111	и на	11	3
112	но не	2	3
113	в общем	4	3
114	отношение к	4	3
115	и речи	1	3
116	за пределы	8	3
117	как в	5	3
118	получил в	1	3
119	все же	6	3
120	в целом	2	3
121	он в	1	3
122	все эти	10	3
123	но на	3	3
124	о которой	1	3
125	и вот	2	3
126	на его	2	3
127	это конечно	1	3
128	здесь мы	1	3
129	то есть	45	3
130	во время	4	3
131	что касается	1	3
132	но это	3	3
133	и очень	2	3
134	раз и	2	3
135	в отношении	6	3
136	в науке	1	3
137	на него	2	3
138	ничего не	3	3
139	всей жизни	1	3
140	к тому	2	3
141	время он	1	3
142	в жизни	4	3
143	здесь не	1	3
144	жизнь и	1	3
145	и здесь	3	3
146	вся эта	3	3
147	и действительно	1	3
148	и так	2	3
149	уже не	3	3
150	только на	2	3
151	с этими	1	3
152	с другой	3	3
153	только к	1	3
154	и стал	1	3
155	был в	1	3
156	философской мысли	1	3
157	него не	1	3
158	под влиянием	1	3
159	в связи	1	3
160	по своему	8	3
161	в начале	1	3
162	это можно	2	3
163	другой стороны	1	3
164	но этот	1	3
165	одним из	2	2
166	тех же	1	2
167	этого последнего	1	2
168	это и	1	2
169	и до	4	2
170	по его	3	2
171	для своего	2	2
172	на первом	1	2
173	который был	2	2
174	хотя бы	1	2
175	еще не	6	2
176	первый план	1	2
177	в чем	2	2
178	мы будем	3	2
179	к жизни	2	2
180	нет и	2	2
181	в свои	1	2
182	его на	2	2
183	как к	1	2
184	его к	2	2
185	конечно не	1	2
186	из этих	2	2
187	но его	1	2
188	тому же	1	2
189	при этом	6	2
190	в тот	1	2
191	и еще	4	2
192	на этом	1	2
193	так например	2	2
194	что все	1	2
195	эта книга	1	2
196	лишь в	1	2
197	было бы	1	2
198	в свой	2	2
199	в них	5	2
200	были в	2	2
201	на первый	1	2
202	точки зрения	7	2
203	что такое	1	2
204	это делает	1	2
205	почти не	1	2
206	место в	1	2
207	значение для	1	2
208	уже сказали	3	2
209	на всю	4	2
210	и почти	2	2
211	даже в	3	2
212	не менее	1	2
213	тем самым	1	2
214	что с	1	2
215	которого он	1	2
216	того чтобы	1	2
217	и весь	1	2
218	всего на	2	2
219	что на	1	2
220	со стороны	1	2
221	и такие	1	2
222	для того	1	2
223	на это	1	2
224	где он	1	2
225	не столько	1	2
226	он так	2	2
227	литературы он	1	2
228	во многом	2	2
229	она была	3	2
230	был не	1	2
231	образом в	2	2
232	на все	2	2
233	на что	2	2
234	времени в	1	2
235	в которую	1	2
236	которой мы	1	2
237	того что	2	2
238	всякого рода	1	2
239	с ними	1	2
240	года то	1	2
241	всяком случае	1	2
242	никак нельзя	1	2
243	одной из	1	2
244	то и	1	2
245	не из	1	2
246	и других	3	2
247	не стал	1	2
248	из них	4	2
249	никуда не	1	2
250	тем что	1	2
251	никакой даже	1	2
252	в очень	1	2
253	не были	3	2
254	вероятно не	1	2
255	что мы	2	2
256	жизнь в	1	2
257	и глубоко	2	2
258	начиная с	2	2
259	к себе	2	2
260	еще на	1	2
261	он говорит	1	2
262	в тех	3	2
263	в это	2	2
264	несколько слов	1	2
265	пока еще	1	2
266	смерти а	1	2
267	под названием	1	2
268	и для	2	2
269	просто не	1	2
270	в результате	1	2
271	особого рода	1	2
272	от него	2	2
273	которую он	1	2
274	и ни	3	2
275	но зато	1	2
276	отношением к	1	2
277	совершенно не	4	2
278	в самом	4	2
279	и это	2	2
280	в частности	5	2
281	как на	1	2
282	во всяком	1	2
283	все что	1	2
284	всегда в	3	1
285	к людям	1	1
286	в мировоззрении	1	1
287	отношении к	1	1
288	и объясняется	1	1
289	а из	1	1
290	на самом	6	1
291	так у	1	1
292	реализм в	1	1
293	нам кажется	2	1
294	мысли а	1	1
295	и живут	1	1
296	конечно с	1	1
297	когда человек	1	1
298	можно говорить	3	1
299	моменты его	1	1
300	он всегда	1	1
301	ведь и	1	1
302	и больше	1	1
303	видеть в	2	1
304	был и	1	1
