N	2gram	Tiupa_Lite_1	Istorich
1	и в	8	26
2	то что	10	16
3	не только	24	15
4	может быть	13	14
5	что в	3	14
6	же как	1	13
7	между двумя	1	12
8	но и	17	12
9	власть над	1	11
10	так и	4	10
11	таким образом	3	10
12	и его	4	10
13	что он	5	10
14	все же	4	9
15	его в	3	9
16	что и	1	9
17	так как	1	9
18	и не	12	9
19	то же	5	8
20	мы знаем	1	8
21	а в	3	8
22	мы имеем	1	7
23	в этом	12	7
24	он не	1	7
25	как и	6	7
26	в этих	1	7
27	во время	1	7
28	как в	5	7
29	в качестве	17	7
30	превращается в	2	7
31	и то	2	6
32	еще не	4	6
33	что они	1	6
34	как он	2	6
35	не всегда	1	6
36	мы можем	1	6
37	могут быть	2	6
38	в дальнейшем	1	6
39	к нему	1	6
40	потому что	3	6
41	а не	16	6
42	не может	5	6
43	вместе с	1	6
44	в иной	1	6
45	то это	2	5
46	но не	4	5
47	и как	1	5
48	но в	3	5
49	уже не	7	5
50	и только	2	5
51	в силу	4	5
52	и по	1	5
53	с собой	4	5
54	но все	1	5
55	в другом	2	5
56	и с	1	5
57	это не	4	5
58	не в	8	5
59	и у	1	5
60	как мы	1	5
61	и здесь	1	5
62	и что	1	5
63	в его	7	5
64	в одном	1	5
65	у него	3	5
66	тем что	2	5
67	до сих	1	5
68	и др	3	5
69	в некоторых	1	5
70	из которых	1	5
71	сих пор	1	5
72	к этому	1	5
73	вопрос о	1	4
74	на себя	2	4
75	в которых	1	4
76	тогда как	13	4
77	не просто	1	4
78	его на	1	4
79	он в	1	4
80	в своей	4	4
81	даже в	2	4
82	представляют собой	1	4
83	так в	1	4
84	о том	2	4
85	и даже	3	4
86	вовсе не	1	4
87	с другой	3	4
88	а на	1	4
89	а по	1	4
90	все что	1	4
91	другой стороны	1	4
92	например в	3	3
93	из этих	2	3
94	к своей	2	3
95	относится к	2	3
96	в одной	1	3
97	перед нами	1	3
98	все эти	2	3
99	на то	1	3
100	и если	1	3
101	при этом	19	3
102	а затем	1	3
103	не мог	3	3
104	том что	14	3
105	от своего	2	3
106	с миром	4	3
107	и более	1	3
108	как это	8	3
109	не имеет	1	3
110	на котором	1	3
111	на него	1	3
112	в русской	10	3
113	нет необходимости	1	3
114	связи с	6	3
115	к себе	3	3
