N	4gram	Potebnia_M_4	Myshleni
1	заключается в том что	1	4
2	одного и того же	1	3
3	один и тот же	2	3
4	то же самое что	1	2
5	только в том что	1	1
6	не имеющие ничего общего	1	1
7	по отношению к ним	1	1
8	между тем и другим	2	1
9	чтобы ответить на этот	1	1
10	в том числе и	1	1
11	не что иное как	2	1
12	и что только в	1	1
13	что это не так	1	1
14	и вместе с тем	1	1
15	вопрос о том что	1	1
16	таким образом мы видим	1	1
17	в этом случае мы	1	1
18	имеющие ничего общего с	1	1
19	в том смысле что	1	1
20	все более и более	2	1
21	одной и той же	1	1
22	то же следует сказать	1	1
23	и по отношению к	2	1
24	состоящее в том что	1	1
25	ответить на этот вопрос	1	1
26	ответить на вопрос почему	1	1
27	есть не что иное	1	1
