N	2gram	Voloshinov_1	Myshleni
1	внутренней речи	3	67
2	в этом	4	29
3	точки зрения	14	28
4	речи в	2	27
5	и в	12	26
6	не только	4	24
7	то что	5	24
8	таким образом	12	23
9	с точки	2	21
10	того чтобы	1	19
11	в том	6	18
12	внешней речи	1	18
13	и не	10	18
14	том что	5	17
15	для других	2	15
16	как и	5	15
17	к слову	2	14
18	как мы	1	14
19	того что	3	14
20	так как	9	14
21	так же	3	14
22	с помощью	6	13
23	и его	13	12
24	вместе с	2	12
25	что в	2	12
26	в слове	1	11
27	но и	3	11
28	не может	16	11
29	словом и	2	10
30	что они	1	10
31	слова и	6	10
32	по своей	1	10
33	в самом	4	9
34	в себе	3	9
35	что мы	5	9
36	же как	1	8
37	то же	5	8
38	что она	1	8
39	только в	6	8
40	внутренней речью	1	8
41	свое выражение	4	8
42	сказать что	7	8
43	и то	2	7
44	мы не	3	7
45	и к	4	7
46	с самого	1	7
47	самого начала	1	7
48	к тому	1	7
49	по мере	1	7
50	может быть	14	7
51	прежде всего	8	7
52	речи с	1	7
53	самом деле	3	6
54	во всех	1	6
55	по отношению	11	6
56	все же	4	6
57	что это	1	6
58	все эти	3	6
59	выражение в	2	6
60	было бы	1	6
61	и тем	1	6
62	в ее	1	6
63	возникает из	1	6
64	между собой	2	6
65	мы могли	1	6
66	и что	2	6
67	в какой	2	6
68	именно в	1	6
69	а не	5	6
70	как бы	13	6
71	в смысле	1	6
72	мы должны	1	6
73	как на	2	6
74	тем же	1	5
75	в целом	1	5
76	и с	3	5
77	и значение	2	5
78	у нее	1	5
79	она не	2	5
80	тогда когда	2	5
81	в процессе	6	5
82	слова как	1	5
83	же самое	2	5
84	данном случае	2	5
85	является в	1	5
86	если бы	9	5
87	в виду	5	5
88	можно сказать	5	5
89	и следовательно	5	5
90	с одной	2	5
91	в качестве	1	5
92	если мы	1	5
93	одно из	1	5
94	себе в	1	5
95	и их	1	5
96	речь и	1	5
97	одной стороны	2	5
98	речи а	1	5
99	до конца	2	5
100	как это	2	5
101	в данном	2	5
102	отношению к	11	5
103	с этой	2	5
104	и для	3	5
105	показать что	1	4
106	отношения между	1	4
107	едва ли	2	4
108	еще не	3	4
109	с другой	4	4
110	в нашем	11	4
111	это и	1	4
112	как в	5	4
113	стороны и	2	4
114	но в	5	4
115	ситуации в	1	4
116	не можем	1	4
117	и во	1	4
118	в такой	3	4
119	в котором	3	4
120	не в	4	4
121	не менее	3	4
122	никогда не	5	4
123	связи с	1	4
124	в области	1	4
125	в момент	2	4
126	не могут	1	4
127	что оно	1	4
128	не есть	2	4
129	слова с	1	4
130	имеет место	2	4
131	о том	3	4
132	которые мы	2	4
133	в его	2	4
134	и только	1	4
135	не совпадают	1	4
136	друг друга	1	4
137	о чем	1	4
138	должны быть	1	4
139	и наконец	3	4
140	этой точки	3	4
141	на самом	4	3
142	мы уже	1	3
143	совпадает с	2	3
144	в ней	6	3
145	в чем	2	3
146	но не	2	3
147	в одной	1	3
148	как к	3	3
149	имеет в	3	3
150	он не	2	3
151	и по	3	3
152	одно и	2	3
153	так и	4	3
154	с другими	2	3
155	не совпадает	1	3
156	и во-вторых	1	3
157	мы видели	1	3
158	такой же	2	3
159	обратимся к	1	3
160	для него	3	3
161	в своей	3	3
162	речи так	1	3
163	мы в	2	3
164	в основном	2	3
165	тем не	3	3
166	том и	1	3
167	для нее	1	3
168	по себе	3	3
169	в основе	1	3
170	только и	1	3
171	этом отношении	1	3
172	значения и	2	3
173	для этого	1	3
174	с ним	3	3
175	нашей работы	1	3
176	но мы	2	3
177	нуждается в	3	3
178	что и	2	3
179	это не	2	3
180	к нему	4	3
181	и является	4	3
182	есть в	1	3
183	только на	3	3
184	и обратно	1	3
185	менее всего	1	3
