N	2gram	Bakhtin_Pr_3	NovoeSre
1	а не	11	17
2	и в	53	16
3	не может	2	16
4	нового времени	8	12
5	и не	15	11
6	в эпоху	10	9
7	истории и	2	9
8	что в	2	9
9	в том	14	8
10	жизни и	9	8
11	он не	3	8
12	в этом	8	7
13	может быть	12	7
14	как и	11	7
15	средние века	11	7
16	с его	2	6
17	не в	2	6
18	никогда не	2	6
19	но это	3	6
20	не знает	4	6
21	с ее	1	5
22	в ней	7	5
23	культуры в	1	5
24	и к	5	5
25	не только	4	5
26	в жизни	8	5
27	xix века	1	5
28	все это	8	5
29	в нем	10	5
30	новое время	4	4
31	о том	2	4
32	государства и	1	4
33	перестает быть	1	4
34	в них	2	4
35	то что	9	4
36	это не	6	4
37	прежде всего	15	4
38	не было	4	4
39	и потому	5	4
40	по своему	6	4
41	не менее	3	4
42	и для	4	4
43	и все	10	4
44	потому что	5	4
45	с другой	2	3
46	в ее	3	3
47	в средние	10	3
48	человека и	7	3
49	еще не	5	3
50	во всех	12	3
51	за пределы	1	3
52	в истории	3	3
53	наряду с	5	3
54	как в	7	3
55	конечно не	4	3
56	всех сферах	1	3
57	к ним	1	3
58	перейти к	2	3
59	в мире	5	3
60	но и	7	3
61	это было	3	3
62	бога и	2	3
63	в своей	3	3
64	в новое	4	3
65	в россии	1	3
66	история в	1	3
67	не существует	1	3
68	в основе	5	3
69	жизни в	3	3
70	в духе	8	3
71	истории не	1	3
72	сказать что	10	3
73	и это	3	2
74	нем нет	3	2
75	связана с	2	2
76	силы и	2	2
77	это и	1	2
78	время как	1	2
79	для нового	1	2
80	к созданию	1	2
81	можно было	1	2
82	так и	6	2
83	времени и	2	2
84	к самой	1	2
85	мы не	4	2
86	общества и	1	2
87	мира и	2	2
88	и с	6	2
89	для этого	1	2
90	но она	1	2
91	я не	4	2
92	жизни как	4	2
93	и что	1	2
94	и на	18	2
95	стоят на	1	2
96	на протяжении	5	2
97	но не	5	2
98	века и	5	2
99	все время	1	2
100	самый процесс	1	2
101	с этим	2	2
102	хотя и	4	2
103	но в	5	2
104	все эти	9	2
105	с их	2	2
106	есть в	3	2
107	в себе	5	2
108	уже не	1	2
109	вернуться к	1	2
110	не к	1	2
111	нашего времени	1	2
112	у него	1	2
113	что она	1	2
114	и заключается	2	2
115	что все	1	2
116	нет и	1	2
117	и даже	2	2
118	и т.п	31	2
119	связаны с	3	2
120	этом смысле	1	2
121	к более	1	2
122	том что	5	2
123	вместе с	2	2
124	мы говорим	1	2
125	место в	2	2
126	мысли и	1	2
127	другой стороны	1	2
128	по существу	5	2
129	если нет	1	2
130	xviii века	3	2
131	как будто	2	2
132	и формы	1	2
133	свободы в	1	2
134	как это	2	2
135	равно как	1	2
136	в смысле	2	2
137	в то	5	2
138	одна из	7	2
139	жизнью в	1	2
140	формы и	3	2
141	средневековья и	1	2
142	и от	3	2
143	самой жизни	2	2
144	хотя бы	2	2
