N	2gram	Tiupa_Hudo_2	RusskieA
1	и в	28	29
2	т е	2	24
3	том что	19	22
4	в том	15	22
5	что в	5	22
6	в поле	1	19
7	как бы	5	18
8	состоит в	7	15
9	в других	4	15
10	и другие	5	14
11	так как	1	13
12	может быть	8	13
13	во время	1	12
14	в этом	13	11
15	как и	11	11
16	одна из	2	11
17	не только	11	10
18	и с	6	10
19	в лесу	1	10
20	все это	3	10
21	а на	1	9
22	о том	12	9
23	а в	6	9
24	с в	1	8
25	его в	2	8
26	но и	9	8
27	в дом	1	8
28	как в	5	7
29	данном случае	2	7
30	или в	3	7
31	мы имеем	1	6
32	мы не	1	6
33	еще не	3	6
34	и на	3	6
35	при этом	11	6
36	того чтобы	4	6
37	на нее	1	6
38	для нас	3	6
39	для того	4	6
40	вместе с	2	6
41	в данном	2	6
42	этом случае	1	6
43	же в	1	6
44	и т	4	5
45	но не	4	5
46	следующим образом	3	5
47	но в	2	5
48	на земле	1	5
49	это не	6	5
50	т д	2	5
51	не может	4	5
52	к вам	1	5
53	потому что	2	5
54	и что	1	5
55	будто бы	3	5
56	эту силу	1	5
57	на святках	1	5
58	к жизни	1	5
59	то что	6	5
60	с ней	1	5
61	к этому	1	5
62	же как	2	4
63	то же	6	4
64	на них	1	4
65	не все	3	4
66	уже не	10	4
67	и бросали	1	4
68	их в	1	4
69	том же	1	4
70	а затем	1	4
71	в них	3	4
72	а за	2	4
73	не в	13	4
74	по полю	2	4
75	а также	2	4
76	к нему	3	4
77	так что	1	4
78	то и	4	4
79	в виде	2	4
80	из них	2	4
81	именно в	2	4
82	а не	14	4
83	о чем	8	4
84	так же	3	4
85	как это	7	4
86	по существу	1	4
87	и все	7	4
88	в таком	1	4
89	и через	1	3
90	и о	4	3
91	в xix	1	3
92	в ее	18	3
93	только тогда	1	3
94	что это	5	3
95	все эти	1	3
96	в этой	5	3
97	что она	7	3
98	подобно тому	4	3
99	на этом	2	3
100	и других	1	3
101	с другими	3	3
102	не всегда	1	3
103	в этих	3	3
104	в котором	6	3
105	но он	1	3
106	она не	5	3
107	как мы	2	3
108	что от	1	3
109	нас к	1	3
110	должно было	1	3
111	во всех	1	3
112	а именно	1	3
113	того что	1	3
114	как например	1	3
115	между тем	8	3
116	в качестве	4	3
117	или даже	1	3
118	за ним	1	3
119	песни в	1	3
120	тем что	6	3
121	по всей	1	3
122	до конца	1	3
123	тому как	4	3
124	xix в	1	3
125	и от	2	3
126	было бы	3	3
127	одним из	1	2
128	и то	2	2
129	это и	1	2
130	где именно	1	2
131	на себя	3	2
132	не совсем	1	2
133	это время	1	2
134	между собой	1	2
135	природы и	1	2
136	с одной	3	2
137	а он	1	2
138	тогда как	7	2
139	иногда и	1	2
140	другой день	2	2
141	она как	1	2
142	ней в	1	2
143	все же	2	2
144	как уже	2	2
145	не было	6	2
146	к числу	2	2
147	та же	2	2
148	в которой	1	2
149	представляет собой	1	2
150	из этих	2	2
151	том чтобы	1	2
152	людей и	1	2
153	здесь мы	1	2
154	об этом	7	2
155	полагает что	1	2
156	что один	1	2
157	в церкви	2	2
158	и еще	1	2
159	в своей	6	2
160	не столько	2	2
161	тем не	4	2
162	была не	1	2
163	не менее	5	2
164	а иногда	1	2
165	что с	1	2
166	в то	6	2
167	дело не	2	2
168	того как	2	2
169	о них	3	2
170	никогда не	5	2
171	того в	1	2
172	к ней	2	2
173	что на	3	2
174	в момент	1	2
175	когда мы	1	2
176	только одну	1	2
177	говорит о	4	2
178	на другой	2	2
179	смерти в	1	2
180	то время	1	2
181	можно было	3	2
182	не с	2	2
183	дерева и	1	2
184	еще в	1	2
185	жизнь и	1	2
186	образом в	1	2
187	в глаза	1	2
188	после того	1	2
189	с другой	3	2
190	все в	1	2
191	что и	4	2
192	на могилах	2	2
193	в г	2	2
194	один из	2	2
195	сразу же	1	2
196	в новой	1	2
197	и дело	1	2
198	и ее	3	2
199	где-нибудь на	1	2
200	одно из	5	2
201	на две	1	2
202	ее на	2	2
203	церкви и	1	2
204	чем в	1	2
205	человека а	1	2
206	а с	3	2
207	прежде всего	3	2
208	одной стороны	3	2
209	там где	1	2
210	совершенно не	1	2
211	в течение	1	2
212	быть только	1	2
213	с этой	1	2
214	видно что	1	2
215	этом и	3	2
216	вокруг него	1	2
217	пока еще	3	2
218	и для	2	2
219	ее и	1	2
220	за этим	1	2
221	жизни в	7	2
222	только как	1	2
223	и при	1	2
224	из этого	1	2
225	в своих	1	2
226	это в	1	2
227	а между	4	1
228	отношение к	2	1
229	человека и	3	1
230	они вместе	1	1
231	показать что	1	1
232	к этой	1	1
233	здесь и	1	1
234	мы уже	3	1
235	например в	1	1
236	мужьям в	1	1
237	г в	1	1
238	она в	2	1
239	что если	1	1
240	не во	2	1
241	не была	1	1
242	говорить о	2	1
243	в ней	3	1
244	в различных	1	1
245	тем как	2	1
246	рассмотрение этого	1	1
247	этом говорит	1	1
248	во дворе	1	1
249	если в	2	1
250	ответ на	2	1
251	нет и	1	1
252	что они	4	1
253	дня как	1	1
254	в поисках	1	1
255	во что	1	1
256	отнюдь не	2	1
257	независимо от	1	1
258	в своем	5	1
259	перед нами	11	1
260	хотя и	1	1
261	когда он	1	1
262	он признает	1	1
263	есть жизнь	1	1
264	нового и	1	1
265	был записан	1	1
266	от этого	1	1
267	по убеждению	1	1
268	в самом	5	1
269	уже в	1	1
270	он в	1	1
271	внутреннего смысла	1	1
272	не оставляет	1	1
273	ни одна	1	1
274	тому же	2	1
275	ее как	1	1
276	в мышлении	1	1
277	лица и	1	1
278	как он	3	1
279	не могла	5	1
280	что без	1	1
281	не следует	1	1
282	в нем	3	1
283	ей в	2	1
284	момента когда	1	1
285	так сказать	1	1
286	только в	4	1
287	человек с	1	1
288	но все	1	1
289	по его	3	1
290	от нее	1	1
291	встречаются и	1	1
292	ее по	2	1
293	могла бы	2	1
294	что все	3	1
295	а когда	1	1
296	в другом	2	1
297	из себя	1	1
298	когда-то и	1	1
299	а как	2	1
300	того или	2	1
301	дома и	1	1
302	на коленях	1	1
303	за ней	1	1
304	братьев и	1	1
305	остановиться на	1	1
306	однако здесь	1	1
307	выходя из	1	1
308	только одно	1	1
309	не понимают	1	1
310	о которой	2	1
311	их как	1	1
312	случае на	1	1
313	для чего	1	1
314	было ни	1	1
315	за иконой	1	1
316	что между	1	1
317	таким же	1	1
318	этой связи	2	1
319	это только	1	1
320	в город	1	1
321	место в	2	1
322	на свою	1	1
323	как символ	1	1
324	своего рода	16	1
325	существа не	1	1
326	человеком и	1	1
327	только для	2	1
328	над ними	1	1
329	дом и	1	1
330	однако в	2	1
331	и таким	1	1
332	дай бог	1	1
333	случае мы	1	1
334	того момента	1	1
335	виду что	1	1
336	как о	3	1
337	все мы	1	1
338	дело в	1	1
339	и притом	1	1
340	ее с	1	1
341	и молодые	1	1
342	на него	3	1
343	приносится в	1	1
344	в основе	2	1
345	не вызывает	1	1
346	в сад	1	1
347	существо не	1	1
348	наблюдения и	1	1
349	ничего не	5	1
350	учения о	1	1
351	по своей	1	1
352	такая же	1	1
353	сосредоточены на	1	1
354	имели место	1	1
355	и его	5	1
356	как будто	4	1
357	этом отношении	1	1
358	не является	2	1
359	и выводы	1	1
360	и здесь	1	1
361	в духе	2	1
362	во все	1	1
363	и такие	1	1
364	как только	3	1
365	все не	1	1
366	кто же	1	1
367	сила ее	1	1
368	оно не	2	1
369	и это	3	1
370	себе в	2	1
371	и женские	1	1
372	не будет	2	1
373	здесь не	2	1
374	не могу	3	1
375	можно показать	1	1
376	м е	1	1
377	в пределах	1	1
378	приводит к	2	1
379	может дать	1	1
380	и когда	1	1
381	то как	1	1
382	что у	3	1
383	с собой	2	1
384	так и	8	1
385	найти в	1	1
386	том как	2	1
387	но у	1	1
388	он был	1	1
389	но иногда	1	1
390	с этого	1	1
391	если бы	6	1
392	собой и	1	1
393	это обычно	1	1
394	с ним	7	1
395	сводится к	6	1
396	он здесь	1	1
397	настоящее время	1	1
398	всю зиму	1	1
399	с того	2	1
400	можно сказать	6	1
401	нас в	1	1
402	места и	1	1
403	этот момент	1	1
404	в его	11	1
405	это нужно	1	1
406	по разным	1	1
407	все время	3	1
408	уходит в	1	1
409	быть и	1	1
410	но с	1	1
411	с себя	1	1
412	о двух	2	1
413	идет по	2	1
414	с ними	3	1
415	на другие	1	1
416	что он	8	1
417	ли он	2	1
418	но ни	1	1
419	игра на	1	1
420	и так	1	1
421	который в	2	1
422	лучше чем	1	1
423	но ее	1	1
424	и сестер	1	1
425	остальное время	1	1
426	характерной для	1	1
427	же и	2	1
428	с нею	3	1
429	он очень	1	1
430	только на	5	1
431	вернуться к	1	1
432	превращаются в	1	1
433	например к	1	1
434	ни с	2	1
435	который как	1	1
436	для него	5	1
437	могло бы	1	1
438	в одном	3	1
439	домой с	1	1
440	ты меня	1	1
441	в конце	1	1
442	в состоянии	3	1
443	как раз	4	1
444	не просто	1	1
445	это по	1	1
446	случае с	1	1
447	рядом с	5	1
448	чем и	1	1
449	время как	1	1
450	в другой	1	1
451	в это	3	1
452	ней и	1	1
453	и даже	1	1
454	живой и	1	1
455	как у	2	1
456	и чем	1	1
457	по своим	1	1
458	на поверхности	1	1
459	а п	4	1
460	в московской	1	1
461	выступает в	1	1
462	превращается в	4	1
463	ей не	2	1
464	всему что	1	1
465	его смерти	1	1
466	на которых	1	1
467	земли в	1	1
468	а по	2	1
469	обеда в	1	1
470	которого она	1	1
471	приносила с	1	1
472	по случаю	1	1
473	символ бессмертия	1	1
474	эти слова	1	1
475	он тем	1	1
476	в одной	1	1
477	и потому	1	1
478	что личность	2	1
479	к себе	3	1
480	не удается	1	1
481	в москве	1	1
482	во всю	1	1
483	а так	1	1
484	что умерший	1	1
485	что за	1	1
486	когда же	2	1
487	а потом	1	1
488	говорит вот	1	1
489	был в	1	1
490	обновления жизни	1	1
491	исходя из	1	1
492	и более	1	1
493	и жизнь	1	1
494	и не	18	1
495	на другое	1	1
496	лет она	1	1
497	но это	1	1
498	внимания на	1	1
499	и тогда	2	1
500	он видел	1	1
501	ли в	3	1
502	на улице	1	1
503	она может	2	1
504	место для	1	1
505	в настоящее	1	1
506	в двух	2	1
507	не более	2	1
508	за него	2	1
509	приходится на	2	1
510	его к	1	1
511	несмотря на	3	1
512	все еще	1	1
513	о своем	4	1
514	сказать что	2	1
515	другой стороны	1	1
516	в точности	1	1
517	когда в	3	1
518	него в	1	1
519	есть и	3	1
520	и становится	2	1
521	и состоит	3	1
522	это так	1	1
523	и эта	2	1
524	на лице	1	1
525	как на	2	1
526	все что	3	1
527	в остальное	1	1
