N	3gram	Vygotskiy__1	Problema
1	о том что	7	9
2	с точки зрения	2	8
3	в том что	9	8
4	в связи с	1	7
5	в конце концов	3	6
6	тем не менее	2	5
7	с другой стороны	5	5
8	что иное как	1	3
9	в настоящее время	2	3
10	в этом смысле	2	3
11	и то что	1	3
12	точно так же	3	3
13	может быть только	1	3
14	вместе с тем	2	3
15	и в частности	1	3
16	то время как	5	3
17	с одной стороны	5	3
18	как будто бы	2	3
19	в то время	5	3
20	можно сказать что	1	3
21	не что иное	1	3
22	только тогда когда	4	3
23	потому что он	2	2
24	в те времена	1	2
25	дело в том	1	2
26	в том числе	1	2
27	никак не может	2	2
28	том что он	1	2
29	до сих пор	3	2
30	в таком случае	2	2
31	в значительной мере	1	2
32	в это время	1	2
33	не может быть	8	2
34	во всяком случае	6	2
35	на то что	8	2
36	никак не могут	1	2
37	по этому поводу	2	2
38	тех или иных	2	2
39	для того чтобы	5	2
40	для нас не	1	2
41	кто иной как	1	2
42	и в конце	1	1
43	даже тогда когда	1	1
44	такой же мере	1	1
45	хотя и не	2	1
46	то что я	2	1
47	какой степени не	1	1
48	не так легко	1	1
49	одним и тем	1	1
50	не только о	1	1
51	на самом деле	2	1
52	в самом деле	7	1
53	и вслед за	1	1
54	точки зрения в	1	1
55	в силу того	2	1
56	к этому что	1	1
57	не удивительно что	1	1
58	таким образом как	1	1
59	что только в	1	1
60	между тем как	1	1
61	в этом отношении	2	1
62	в какой степени	1	1
63	и воды и	1	1
64	том числе и	1	1
65	ни в какой	3	1
66	что он должен	1	1
67	несмотря на то	2	1
68	с этой точки	4	1
69	и учение о	1	1
70	ту или иную	1	1
71	едва ли не	1	1
72	не потому что	1	1
73	и тем же	1	1
74	таким образом мы	1	1
75	не только в	1	1
76	той и другой	1	1
77	вслед за ним	1	1
78	прибавим к этому	1	1
79	на задний план	1	1
80	потому что оно	1	1
81	состоит в том	2	1
82	и в этом	1	1
83	указывает на то	3	1
84	в такой же	1	1
85	в результате его	2	1
86	же указывает на	1	1
87	а вовсе не	1	1
88	и при помощи	1	1
89	что у него	3	1
90	мере в какой	1	1
91	только о том	1	1
92	и в том	1	1
93	не содержится в	1	1
94	бросается в глаза	1	1
95	внутреннюю форму и	1	1
96	этой точки зрения	5	1
97	искусства и не	1	1
98	и таким образом	2	1
99	силу того что	2	1
100	по себе а	2	1
101	что от него	1	1
102	от того что	2	1
103	так и в	2	1
104	и вместе с	1	1
105	это и есть	1	1
106	то или иное	2	1
107	у него есть	1	1
108	то есть в	2	1
109	с самого начала	1	1
110	вопрос о том	1	1
111	сказать что здесь	1	1
112	которая может быть	1	1
113	и для того	1	1
114	то что и	1	1
115	в результате этого	1	1
116	сама по себе	2	1
117	тот и другой	1	1
118	и даже у	1	1
119	к тому же	1	1
120	том что и	1	1
121	в нем не	1	1
122	и т д	8	1
