N	2gram	Bakhtin_Pr_1	FransuaR
1	и в	29	41
2	таким образом	12	19
3	в этом	22	15
4	как и	12	14
5	и все	1	14
6	то же	14	13
7	все эти	9	13
8	в этой	4	13
9	мы уже	2	12
10	в его	24	12
11	в себе	7	11
12	как мы	4	11
13	в том	8	11
14	прежде всего	7	11
15	так и	7	10
16	в то	10	10
17	все это	6	10
18	в своем	8	9
19	не в	7	9
20	же время	9	9
21	и его	14	9
22	в качестве	1	9
23	но и	14	9
24	что в	8	9
25	но в	7	8
26	в конце	6	8
27	то что	15	8
28	и от	2	8
29	по существу	3	8
30	в нем	19	7
31	вовсе не	7	7
32	в них	3	7
33	как бы	19	7
34	и не	31	7
35	в романе	9	7
36	и до	3	6
37	ни в	3	6
38	о том	1	6
39	мы видим	2	6
40	только в	10	6
41	это не	9	6
42	для него	18	6
43	у него	5	6
44	с помощью	1	6
45	все они	1	6
46	как в	6	5
47	и к	2	5
48	не только	15	5
49	в плане	5	5
50	на этом	1	5
51	мы видели	1	5
52	точки зрения	19	5
53	того как	1	5
54	потому что	8	5
55	всего в	1	5
56	и это	5	5
57	в ней	2	5
58	к нему	6	5
59	и у	3	5
60	уже в	3	5
61	что и	4	5
62	так же	6	5
63	и для	4	5
64	в другое	1	5
65	а в	7	5
66	к этому	1	5
67	место в	1	4
68	в сущности	5	4
69	и на	7	4
70	хотя и	1	4
71	и наконец	4	4
72	та же	1	4
73	что это	1	4
74	он не	5	4
75	но все	5	4
76	и с	4	4
77	должно быть	4	4
78	том что	7	4
79	одном из	1	4
80	но он	2	4
81	одна из	3	4
82	ничего не	5	4
83	рядом с	14	4
84	в виду	1	4
85	из одного	4	4
86	и здесь	3	4
87	уже говорили	1	4
88	может быть	24	4
89	в более	1	4
90	было бы	5	4
91	мира в	5	4
92	мира и	7	4
93	конце концов	5	4
94	все что	3	4
95	например в	3	3
96	он может	3	3
97	и есть	2	3
98	из самых	1	3
99	с точки	13	3
100	той же	5	3
101	я не	3	3
102	во всех	1	3
103	кроме того	3	3
104	его к	2	3
105	от этого	1	3
106	выражение в	6	3
107	в главе	1	3
108	так сказать	4	3
