N	3gram	Propp_Russ_2	Istorich
1	с другой стороны	1	8
2	и т д	5	8
3	с одной стороны	2	7
4	в этом случае	6	6
5	в том что	18	5
6	в царство мертвых	1	4
7	здесь мы имеем	1	4
8	о том что	4	4
9	и на земле	1	3
10	о том как	1	3
11	вместе с тем	4	3
12	в данном случае	6	3
13	так как это	1	3
14	то время как	1	3
15	но так как	1	3
16	мы видели что	4	3
17	в тех случаях	1	3
18	к заключению что	1	3
19	в то время	2	3
20	за тридевять земель	1	3
21	тех случаях когда	1	3
22	не может быть	3	3
23	потому что он	1	2
24	речь будет ниже	1	2
25	отсюда видно что	1	2
26	том что в	1	2
27	мы не будем	2	2
28	но и в	1	2
29	приводит нас к	2	2
30	т е в	5	2
31	в некоторых случаях	1	2
32	в своих целях	1	2
33	эта связь с	1	2
34	во всяком случае	1	2
35	к себе в	1	2
36	в приведенных материалах	2	2
37	ее к себе	1	2
38	после того как	2	2
39	это еще не	1	2
40	можно было бы	1	2
41	мы уже знаем	1	2
42	как и в	1	2
43	как мы видели	1	2
44	в другом месте	1	1
45	его уже не	1	1
46	что иное как	2	1
47	имели целью воздействовать	1	1
48	можно предположить что	3	1
49	еще далеко не	1	1
50	в египетской религии	1	1
51	о чем говорилось	1	1
52	выше мы видели	1	1
53	когда мы рассмотрим	2	1
54	более или менее	1	1
55	так как в	1	1
56	той лишь разницей	1	1
57	он показывает что	1	1
58	однако все эти	1	1
59	того или другого	1	1
60	далеко не единственный	1	1
61	же как и	2	1
62	к дереву оно	1	1
63	состоял в том	1	1
64	повлиять на плодородие	1	1
65	из которых одна	2	1
66	более высокой ступени	1	1
67	и то и	1	1
68	одной стороны умерший	1	1
69	в этих случаях	3	1
70	ниже когда мы	1	1
71	для этой цели	2	1
72	на третий день	1	1
73	таким образом в	1	1
74	по аналогии с	1	1
75	эта стадия особенно	1	1
76	но это не	1	1
77	но и эта	1	1
78	на первый взгляд	1	1
79	а иногда и	1	1
80	воздействовать на урожай	1	1
81	здесь еще не	1	1
82	целью воздействовать на	1	1
83	чем говорилось выше	1	1
84	бросают в воду	1	1
85	так же как	4	1
86	с той лишь	1	1
87	в царстве мертвых	1	1
88	говорится что в	1	1
89	всяком случае не	1	1
90	но вместе с	2	1
91	она живет в	1	1
92	в других местах	7	1
93	лишь разницей что	1	1
94	на место где	1	1
95	и в том	1	1
96	иной мир в	1	1
97	с природой он	1	1
98	как уже указывалось	2	1
99	мы видели также	1	1
100	в точности соответствует	1	1
101	он был бы	1	1
102	уже указывалось выше	1	1
103	к выводу что	1	1
104	что представление о	1	1
105	что такие представления	2	1
106	подобно тому как	3	1
107	это приводит нас	1	1
108	о чем речь	1	1
109	можно сказать что	1	1
110	не было ни	1	1
111	на то что	1	1
112	ее в реку	2	1
113	у нас на	1	1
114	не что иное	2	1
115	может быть поставлен	1	1
116	чем речь будет	1	1
117	тем не менее	2	1
118	для того чтобы	6	1
119	смысле этого слова	1	1
