N	3gram	Vinokur_St_1	Literetu
1	то же время	4	9
2	в то же	4	9
3	не может быть	5	7
4	с одной стороны	2	6
5	в том что	17	5
6	с другой стороны	6	4
7	с точки зрения	8	3
8	в этом отношении	7	3
9	в данном случае	6	3
10	в том чтобы	1	3
11	по отношению к	3	3
12	но с другой	2	3
13	речь идет о	2	3
14	о том что	11	2
15	не говоря уже	1	2
16	в этом случае	2	2
17	говоря уже о	1	2
18	и т п	9	2
19	за то что	3	2
20	по крайней мере	2	2
21	это прежде всего	2	2
22	в свое время	2	2
23	в том числе	2	2
24	тем не менее	2	2
25	знает и не	1	1
26	однако и в	1	1
27	том что в	3	1
28	и сам в	2	1
29	каждый из нас	1	1
30	мы имеем дело	1	1
31	может быть вообще	1	1
32	но то что	1	1
33	но даже и	1	1
34	что не может	2	1
35	в соответствии с	1	1
36	что же касается	3	1
37	тем что в	2	1
38	и не может	1	1
39	и говорит я	1	1
40	могло бы показаться	1	1
41	что он не	1	1
42	бы то ни	1	1
43	же время не	1	1
44	только то что	1	1
45	том числе и	2	1
46	может быть ни	1	1
47	можно было бы	8	1
48	то что было	1	1
49	и вовсе не	1	1
50	и то что	2	1
51	и в то	1	1
52	в равной мере	2	1
53	ничего общего с	3	1
54	в конце концов	1	1
55	имеет ничего общего	2	1
56	и не было	1	1
57	во всех этих	1	1
58	имеем дело с	2	1
59	не в том	2	1
60	я не могу	1	1
61	в целом ряде	1	1
62	не имеет ничего	2	1
63	а в том	1	1
64	когда речь идет	2	1
65	и некоторые другие	1	1
66	из того же	1	1
67	на самом деле	6	1
68	в одном из	1	1
69	том что этот	1	1
70	той или иной	1	1
71	в этой системе	1	1
72	после того как	1	1
73	а с другой	1	1
74	а во второй	2	1
75	к тому что	1	1
76	и притом в	1	1
77	во многих отношениях	1	1
78	вовсе не является	1	1
79	быть не может	1	1
80	для того чтобы	10	1
81	даже по отношению	1	1
