N	4gram	Losev_Prob_3	Freidism
1	бы то ни было	3	2
2	ни в чем не	2	2
3	может быть и речи	1	1
4	на самом же деле	4	1
5	ни в каком случае	2	1
6	в собственном смысле слова	1	1
7	во что бы то	1	1
8	в каком случае не	1	1
9	который в данном случае	1	1
10	каких бы то ни	1	1
11	не чем иным как	1	1
12	то ни о каком	1	1
13	ответ на этот вопрос	1	1
14	или по крайней мере	4	1
15	и тем не менее	3	1
16	что бы то ни	1	1
17	в конце концов и	1	1
18	бы то ни стало	1	1
19	говорить о том что	1	1
20	не может быть и	1	1
21	каком случае не является	1	1
22	во всяком случае не	1	1
23	узком смысле слова и	1	1
