N	2gram	Vygotskiy__3	PoTuStor
1	может быть	19	17
2	и в	38	16
3	в этом	13	9
4	таким образом	12	9
5	и только	3	9
6	мы можем	7	9
7	и с	1	8
8	точки зрения	16	8
9	и его	6	8
10	не может	7	8
11	совершенно не	5	8
12	с его	1	7
13	не только	12	7
14	сказать что	4	7
15	самом деле	21	6
16	конечно не	4	6
17	при этом	4	6
18	с точки	9	6
19	и это	8	6
20	для него	2	6
21	и к	3	6
22	еще не	1	5
23	в чем	1	5
24	отношение к	1	5
25	все эти	4	5
26	что такое	1	5
27	только для	3	5
28	ни в	3	5
29	как бы	14	5
30	на самом	2	4
31	и ее	2	4
32	и на	6	4
33	отнюдь не	2	4
34	и наконец	2	4
35	но в	3	4
36	в этой	13	4
37	в нем	4	4
38	и может	2	4
39	его в	3	4
40	в один	3	4
41	мысли и	1	4
42	все это	3	4
43	самого начала	6	4
44	как мы	7	4
45	с ее	2	4
46	с самого	6	4
47	так и	1	4
48	но мы	2	4
49	можно сказать	1	4
50	в его	5	4
51	только в	4	4
52	для всех	2	4
53	и их	1	4
54	так как	6	4
55	и даже	4	4
56	но и	5	4
57	и не	10	4
58	и все	10	4
59	хотя бы	2	4
60	все что	1	4
61	отношения к	2	3
62	едва ли	3	3
63	и значение	3	3
64	во всех	4	3
65	в общем	2	3
66	и есть	1	3
67	и как	8	3
68	на две	1	3
69	и вот	2	3
70	их в	2	3
71	на этом	5	3
72	на этой	1	3
73	том что	14	3
74	сих пор	5	3
75	в одном	8	3
76	и притом	1	3
77	в основе	3	3
78	до сих	6	3
79	и оно	1	3
80	к себе	2	3
81	те же	1	3
82	по сравнению	1	3
83	в конечном	1	3
84	с другими	1	3
85	и она	1	3
86	в том	25	3
87	только на	1	3
88	мы знаем	1	3
89	всяком случае	2	3
90	вместе с	5	3
91	и потому	1	3
92	как это	6	3
93	сравнению с	1	3
94	что в	20	3
95	в этих	2	3
96	а в	7	3
97	то что	35	3
98	между ними	1	3
99	только как	1	3
100	жизни и	1	3
101	во всяком	2	3
102	же как	1	2
103	нам кажется	1	2
104	этой теории	1	2
105	в самом	25	2
106	и этот	3	2
107	мы уже	7	2
108	мы не	5	2
109	и о	3	2
110	что можно	1	2
111	того же	3	2
112	между собой	2	2
113	из этих	3	2
114	совсем не	3	2
115	но как	2	2
116	нет и	1	2
117	с этим	8	2
118	что это	10	2
119	он не	6	2
120	и по	2	2
121	то же	10	2
122	по своему	4	2
123	и мы	13	2
124	было бы	12	2
125	в жизни	1	2
126	кажется что	1	2
127	в них	3	2
128	как и	8	2
129	в своей	5	2
130	почти не	1	2
131	знаем что	1	2
132	можем сказать	2	2
133	и вся	1	2
134	этих трех	1	2
135	никогда не	4	2
136	на два	1	2
137	что на	1	2
138	он склонен	1	2
139	все то	7	2
140	не могут	2	2
141	и всех	1	2
142	что оно	2	2
143	не будет	1	2
144	как не	1	2
145	на основе	1	2
146	только то	2	2
147	по аналогии	2	2
148	для этого	2	2
149	и вообще	1	2
150	с ним	2	2
151	о том	6	2
152	аналогии с	2	2
153	для нас	8	2
154	что и	4	2
155	один из	6	2
156	мы видим	12	2
157	что он	11	2
158	и действительно	2	2
159	и так	1	2
160	со всеми	2	2
161	есть в	2	2
162	не можем	4	2
163	если мы	6	2
164	в итоге	1	2
165	в начале	1	2
166	за счет	1	2
167	и других	1	2
168	для меня	1	2
169	к ним	3	2
170	у него	4	2
171	момент в	1	2
172	дела с	1	2
173	характерно для	1	2
174	себя и	1	2
175	что не	3	2
176	а на	1	2
177	что мы	1	2
178	в частности	1	2
179	так же	2	2
180	в область	1	2
181	чувства и	2	2
182	с этой	2	2
183	с историей	1	2
184	своей жизни	2	2
185	но это	3	2
186	это последнее	1	2
187	и для	4	2
188	не есть	1	2
189	это делает	1	2
190	все остальные	1	2
191	всех других	1	2
192	есть и	1	2
193	ее в	4	2
194	к этому	3	2
195	во сне	1	2
196	можно назвать	2	2
197	они не	2	2
198	отношении и	1	1
199	в движение	1	1
200	и то	8	1
201	он может	2	1
202	дело обстоит	1	1
203	словами и	1	1
204	это и	1	1
205	согласии с	1	1
206	что эти	4	1
207	не имеют	2	1
208	высшей степени	1	1
209	собою в	1	1
210	посвящена настоящая	1	1
211	полагает что	3	1
212	к нашей	1	1
213	мы имеем	1	1
214	требуют все	1	1
215	что если	4	1
216	и посвящена	1	1
217	и момент	1	1
218	нам в	2	1
219	так чтобы	1	1
220	но исключительно	1	1
221	оно есть	2	1
222	всего сказанного	1	1
223	план в	1	1
224	я не	5	1
225	в сновидении	1	1
226	целого в	1	1
227	зависимости от	1	1
228	в ней	15	1
229	а другие	1	1
230	он был	3	1
231	как один	1	1
232	столь же	2	1
233	что его	2	1
234	одним словом	2	1
235	чем это	1	1
236	но не	1	1
237	с самой	2	1
238	мы сейчас	1	1
239	в свои	1	1
240	что они	4	1
241	это самое	1	1
242	в течение	4	1
243	в море	2	1
244	помним что	2	1
245	она как	1	1
246	как нам	1	1
247	все же	8	1
248	всей этой	1	1
249	в полном	2	1
250	хотя и	1	1
251	когда он	4	1
252	что по	3	1
253	его к	2	1
254	и чувством	1	1
255	увидим что	9	1
256	от этого	1	1
257	тон и	1	1
258	к чему	6	1
259	уже не	2	1
260	образом дать	1	1
261	та же	3	1
262	под ним	1	1
263	ни один	1	1
264	этот новый	1	1
265	или во	1	1
266	то я	1	1
267	кажется уже	1	1
268	один план	2	1
269	имеем в	1	1
270	по мнению	2	1
271	на его	1	1
272	теории и	1	1
273	что она	16	1
274	не следует	1	1
275	главным образом	3	1
276	по самому	2	1
277	с нашим	1	1
278	образом и	2	1
279	в корне	1	1
280	борьбу с	1	1
281	наших глазах	2	1
282	из него	4	1
283	подобно тому	1	1
284	ли от	1	1
285	мы говорили	3	1
286	по его	3	1
287	как они	1	1
288	вывести из	1	1
289	не должна	2	1
290	конечно в	3	1
291	той же	2	1
292	по смыслу	2	1
293	и переносят	1	1
294	это было	1	1
295	мы на	2	1
296	свою противоположность	1	1
297	которая была	1	1
298	не ясно	1	1
299	для них	1	1
300	он действительно	2	1
301	с тем	8	1
302	этим и	1	1
303	одна и	1	1
304	несмотря на	5	1
305	уже у	1	1
306	ясно из	1	1
307	форма и	1	1
308	действительно не	3	1
309	смысл и	4	1
310	и еще	1	1
311	но если	4	1
312	от своего	2	1
313	со всяким	1	1
314	в следующем	1	1
315	не сумеет	1	1
316	и благодаря	1	1
317	его мнению	2	1
318	уже здесь	1	1
319	никакому сомнению	1	1
320	что до	1	1
321	но эта	1	1
322	друг другу	2	1
323	есть еще	1	1
324	однако в	1	1
325	на всю	2	1
326	и почти	1	1
327	всякому другому	1	1
328	можно ли	1	1
329	а иногда	1	1
330	с теми	3	1
331	и форму	1	1
332	и отсюда	1	1
333	дело в	1	1
334	одна из	4	1
335	в сущности	10	1
336	сталкиваемся с	1	1
337	в самых	1	1
338	того чтобы	9	1
339	только не	1	1
340	вытекает из	2	1
341	не имеет	6	1
342	это мы	1	1
343	и всегда	2	1
344	ничего не	2	1
345	и вместо	1	1
346	своего имени	2	1
347	этих двух	1	1
348	в русском	1	1
349	исследования мы	1	1
350	мире и	1	1
351	к этим	1	1
352	в виду	4	1
353	следует что	2	1
354	им а	1	1
355	у меня	1	1
356	нам что	1	1
357	и такие	1	1
358	отличается от	1	1
359	же самое	10	1
360	к тому	6	1
361	бы он	1	1
362	определить ее	1	1
363	наконец что	1	1
364	что при	1	1
365	на это	3	1
366	она не	6	1
367	как известно	1	1
368	ничего общего	1	1
369	в применении	1	1
370	бы по	1	1
371	из всего	2	1
372	данном случае	2	1
373	только при	1	1
374	характер и	1	1
375	в себя	1	1
376	говорили что	1	1
377	этих первых	1	1
378	роль в	1	1
379	и что	18	1
380	мы подошли	1	1
381	в другом	5	1
382	можно было	1	1
383	ли это?	1	1
384	каждого из	3	1
385	мог бы	1	1
386	именно этот	1	1
387	полном согласии	1	1
388	к тем	3	1
389	это только	3	1
390	даны в	1	1
391	если бы	14	1
392	из одного	3	1
393	мы вправе	1	1
394	часто и	1	1
395	в известных	2	1
396	и здесь	6	1
397	считают что	1	1
398	на вопрос	1	1
399	внимание на	2	1
400	и та	2	1
401	нас в	1	1
402	этот момент	1	1
403	эти два	3	1
404	не более	2	1
405	в другой	1	1
406	и можно	1	1
407	деле в	1	1
408	все время	30	1
409	на наших	2	1
410	в которую	2	1
411	для ребенка	1	1
412	что здесь	2	1
413	получает возможность	1	1
414	что только	2	1
415	о двух	1	1
416	что конечно	1	1
417	тот же	3	1
418	дело с	1	1
419	мы увидим	12	1
420	это же	2	1
421	с одной	6	1
422	в качестве	2	1
423	образов в	1	1
424	то и	3	1
425	в нашей	1	1
426	смысла в	1	1
427	плана в	4	1
428	только иногда	1	1
429	не будут	1	1
430	ведь это	1	1
431	ним и	1	1
432	в конце	2	1
433	вовсе не	8	1
434	с этими	1	1
435	ее не	3	1
436	заметить что	2	1
437	не говорит	1	1
438	как раз	8	1
439	время говорит	1	1
440	этом отношении	1	1
441	быть совершенно	1	1
442	перейти к	1	1
443	для того	8	1
444	уже совершенно	1	1
445	со всем	1	1
446	без всякой	2	1
447	со стороны	2	1
448	в высшей	1	1
449	с другой	7	1
450	которые можно	1	1
451	здесь в	2	1
452	и прежде	1	1
453	в свою	4	1
454	а с	2	1
455	что для	1	1
456	говорит о	2	1
457	в некоторых	1	1
458	у нас	2	1
459	одной стороны	5	1
460	и самый	1	1
461	зависит от	1	1
462	а не	7	1
463	жизнь в	1	1
464	и законы	1	1
465	в момент	1	1
466	бы оно	1	1
467	имеет очень	1	1
468	всех трех	1	1
469	и особенно	1	1
470	доведены до	1	1
471	и столь	2	1
472	предположить что	1	1
473	в данном	2	1
474	он будет	1	1
475	применении к	1	1
476	тому как	1	1
477	что же	2	1
478	быть только	1	1
479	у самого	1	1
480	из этой	1	1
481	течение своей	1	1
482	том смысле	2	1
483	быть не	2	1
484	он сумеет	1	1
485	сейчас же	1	1
486	о его	1	1
487	так ли	2	1
488	изолировать и	1	1
489	и часто	2	1
490	наше предположение	1	1
491	в самые	1	1
492	при таком	2	1
493	она может	3	1
494	и другими	2	1
495	это часто	1	1
496	в эту	2	1
497	было на	1	1
498	еще более	1	1
499	и ни	1	1
500	теряет свою	1	1
501	мы должны	1	1
502	искусно и	1	1
503	только что	2	1
504	же в	2	1
505	в угол	3	1
506	ее только	1	1
507	с ней	1	1
508	от всех	1	1
509	ко всему	1	1
510	и жизнь	1	1
511	самое и	1	1
512	в своих	4	1
513	этой точки	1	1
514	именно здесь	1	1
515	и эта	1	1
516	это в	1	1
517	еще пытается	1	1
518	как на	3	1
