N	2gram	Bakhtin_Fr_2	Komedia
1	и в	49	26
2	в г	3	17
3	и не	15	14
4	и его	17	12
5	к тому	1	12
6	так и	6	12
7	может быть	5	11
8	в том	3	11
9	в этом	15	10
10	на протяжении	7	10
11	но и	13	10
12	том что	4	9
13	если бы	1	9
14	вместе с	2	9
15	что в	2	9
16	ясно что	1	8
17	было бы	3	8
18	и на	17	7
19	не только	17	7
20	что и	1	7
21	из них	3	7
22	еще не	2	6
23	в своем	5	6
24	о том	3	6
25	в нем	9	6
26	таким образом	7	6
27	в то	6	6
28	того чтобы	2	6
29	потому что	1	6
30	и здесь	1	6
31	во время	12	6
32	то что	6	6
33	в которой	1	5
34	с его	5	5
35	что он	3	5
36	так что	1	5
37	в истории	6	5
38	независимо от	1	5
39	для того	1	5
40	а затем	3	5
41	ни в	3	5
42	с тем	1	5
43	и с	6	5
44	больше чем	1	5
45	один из	7	5
46	в качестве	2	5
47	к этому	1	5
48	уже в	5	4
49	хотя и	2	4
50	в самом	3	4
51	в целом	1	4
52	из этих	5	4
53	с их	6	4
54	в них	13	4
55	как и	11	4
56	в этих	4	4
57	место в	3	4
58	не менее	1	4
59	и новой	1	4
60	с и	1	4
61	как мы	7	4
62	можно было	3	4
63	еще в	2	4
64	его в	1	4
65	комедии и	1	4
66	в его	18	4
67	только в	13	4
68	до нас	8	4
69	же в	3	4
70	в начале	5	4
71	так как	6	4
72	у него	2	4
73	на этот	1	4
74	что для	3	4
75	прежде всего	19	4
76	в руках	1	4
77	в частности	1	4
78	о его	1	4
79	все же	7	4
80	и для	1	4
81	и от	1	4
82	одной из	2	4
83	точки зрения	6	4
84	например в	1	3
85	тех же	2	3
86	в котором	1	3
87	то же	7	3
88	в их	2	3
89	той же	1	3
90	того же	1	3
91	в ней	2	3
92	во всех	6	3
93	но не	5	3
94	по отношению	1	3
95	как в	1	3
96	что касается	2	3
97	но в	4	3
98	со своей	1	3
99	в этой	10	3
100	но все	4	3
101	могла бы	1	3
102	первую очередь	1	3
103	но если	1	3
104	ли можно	1	3
105	его современников	2	3
106	того как	2	3
107	в самой	2	3
108	же время	6	3
109	к концу	1	3
110	связи с	2	3
111	и сам	1	3
112	в образе	1	3
113	к нему	3	3
114	после смерти	1	3
115	мы знаем	1	3
116	искать в	1	3
117	и их	1	3
118	никто не	2	3
119	мы можем	2	3
120	тем что	4	3
121	в первую	2	3
122	здесь в	6	3
123	не было	4	3
124	о чем	3	3
125	в связи	2	3
126	и особенно	3	3
127	из которых	1	3
128	в тех	2	3
129	отношению к	1	3
130	да и	3	3
131	с этой	1	3
132	все это	9	3
133	для нас	1	3
134	а в	4	3
135	в своей	5	3
136	ко времени	1	3
137	жизни и	7	3
138	по поводу	2	3
139	не может	7	3
140	как известно	2	2
141	одним из	2	2
142	только потому	1	2
143	и есть	1	2
144	перед лицом	2	2
145	и за	2	2
146	мы имеем	1	2
147	не вполне	1	2
148	в виду	3	2
149	меньше чем	2	2
150	он был	2	2
151	есть для	2	2
152	под названием	2	2
153	в ее	3	2
154	и другие	2	2
155	и вовсе	2	2
156	в одной	1	2
157	целый ряд	2	2
158	что по	1	2
159	от этого	1	2
160	жизни так	1	2
161	в нашем	2	2
162	роль в	5	2
163	он не	1	2
164	и еще	2	2
165	была не	1	2
166	в силу	1	2
167	на этом	1	2
168	об этом	1	2
169	связанных с	3	2
170	второй половины	2	2
171	это не	1	2
172	не всегда	1	2
173	чем в	1	2
174	поводом для	1	2
175	в развитии	1	2
176	в один	1	2
177	не более	1	2
178	всяком случае	2	2
179	представление о	1	2
180	не в	1	2
181	в конце	2	2
182	он выступает	1	2
183	вовсе не	10	2
184	даже в	3	2
185	одна из	4	2
186	в одном	3	2
187	в какой-то	2	2
188	и после	2	2
189	не столь	1	2
190	не является	1	2
191	с другом	1	2
192	в духе	4	2
193	всего в	1	2
194	на это	1	2
195	и это	3	2
196	как не	1	2
197	с самого	1	2
198	так в	3	2
199	в мире	2	2
200	или на	1	2
201	на что	1	2
202	после того	1	2
203	и во	4	2
204	и все	3	2
205	наконец в	3	2
206	представления о	1	2
207	в лице	1	2
208	тот же	5	2
209	с ними	1	2
210	в какой	1	2
211	и ее	1	2
212	теперь в	1	2
213	с одной	3	2
214	и у	1	2
215	является не	1	2
216	одно из	1	2
217	отношение к	8	2
218	цитаты из	1	2
219	рядом с	6	2
220	и к	4	2
221	до сих	4	2
222	с другой	4	2
223	нового времени	4	2
224	одной стороны	3	2
225	что из	1	2
226	если не	1	2
227	мы находим	4	2
228	чем на	1	2
229	по своему	1	2
230	в течение	3	2
231	как бы	11	2
232	выступает против	1	2
233	друг с	1	2
234	своего времени	2	2
235	затем и	2	2
236	сих пор	4	2
237	бы в	1	2
238	еще более	1	2
239	хотя бы	1	2
240	можно привести	1	2
241	во всяком	2	2
242	и шире	1	1
243	то на	1	1
244	говоря о	1	1
245	отношения к	4	1
246	общественные пороки	1	1
247	с кем	1	1
248	самом деле	1	1
249	сил и	1	1
250	победы над	1	1
251	что эти	1	1
252	и этот	1	1
253	то для	1	1
254	сравнению с	2	1
255	для своего	1	1
256	до него	2	1
257	та же	2	1
258	с текстом	1	1
259	на эти	1	1
260	еды и	3	1
261	в сущности	8	1
262	и улицах	1	1
263	и первой	1	1
264	о роли	1	1
265	драмы в	1	1
266	и быта	1	1
267	и самого	1	1
268	все эти	7	1
269	не был	3	1
270	нельзя недооценивать	1	1
271	время в	1	1
272	в различных	1	1
273	в чем	1	1
274	и мира	1	1
275	что люди	2	1
276	в создании	1	1
277	восемнадцать лет	1	1
278	же она	1	1
279	значение и	1	1
280	в общем	1	1
281	его творчество	1	1
282	чем же	1	1
283	если она	1	1
284	по которому	1	1
285	в художественном	2	1
286	как к	2	1
287	пределах одной	2	1
288	стороны он	1	1
289	пиршественным столом	1	1
290	это был	2	1
291	однако не	1	1
292	тех случаях	1	1
293	еще больше	1	1
294	почти совсем	1	1
295	тем же	1	1
296	на войну	1	1
297	с нею	1	1
298	жизни в	3	1
299	жанра и	1	1
300	для которого	3	1
301	шире и	1	1
302	всего средневековья	2	1
303	всего к	1	1
304	и признание	1	1
305	по форме	1	1
306	в себе	4	1
307	главного в	1	1
308	не могла	1	1
309	на площадях	1	1
310	на его	2	1
311	главным образом	1	1
312	в античном	1	1
313	знали что	1	1
314	игра с	1	1
315	политики и	1	1
316	видеть в	2	1
317	площадях и	1	1
318	никакому сомнению	1	1
319	почти каждая	1	1
320	и более	4	1
321	свою силу	1	1
322	легла в	1	1
323	его от	1	1
324	в основу	1	1
325	раскрывается с	1	1
326	к г	1	1
327	для изображения	1	1
328	в другом	2	1
329	а по	1	1
330	на все	3	1
331	чем-то исключительным	1	1
332	г в	1	1
333	знает что	1	1
334	входит в	1	1
335	в vii	2	1
336	переводе это	1	1
337	в жизни	4	1
338	и утопическим	2	1
339	с последующим	1	1
340	самый характер	1	1
341	соединение в	1	1
342	природой человека	1	1
343	он и	1	1
344	мы видели	3	1
345	ни с	1	1
346	действительно не	1	1
347	выражение в	5	1
348	элемента в	1	1
349	автора и	2	1
350	народа и	1	1
351	не мог	1	1
352	со всей	1	1
353	его образ	1	1
354	в эту	5	1
355	во второй	1	1
356	ее была	1	1
357	таким же	1	1
358	и без	2	1
359	во времена	1	1
360	было очень	1	1
361	должны были	1	1
362	политической сатиры	1	1
363	стояла в	1	1
364	загробное царство	1	1
365	значение для	1	1
366	из области	1	1
367	нельзя было	3	1
368	образом и	1	1
369	это произошло	1	1
370	времени не	1	1
371	и единственного	1	1
372	их в	3	1
373	том же	1	1
374	в устах	2	1
375	любовь к	1	1
376	освободиться от	1	1
377	с точки	5	1
378	случае в	1	1
379	но они	3	1
380	что эта	1	1
381	лиц и	3	1
382	правда в	1	1
383	здесь на	1	1
384	как о	1	1
385	даже как	1	1
386	никогда не	5	1
387	самой жизни	1	1
388	ничего не	2	1
389	в разных	1	1
390	современников и	3	1
391	таким путем	1	1
392	преимущественно на	1	1
393	если им	1	1
394	с младенцем	1	1
395	и теперь	1	1
396	с новой	1	1
397	здесь же	2	1
398	так называемый	1	1
399	эти три	1	1
400	этот образ	1	1
401	в области	4	1
402	вот в	2	1
403	к себе	1	1
404	и скромностью	1	1
405	стремлением к	1	1
406	частной жизни	1	1
407	именно таким	1	1
408	они и	1	1
409	должен быть	1	1
410	для себя	1	1
411	дошедшие до	1	1
412	то она	1	1
413	на основе	2	1
414	общественное значение	2	1
415	в собственном	3	1
416	в себя	6	1
417	в пределах	2	1
418	культуры на	1	1
419	путешествие в	1	1
420	нельзя сказать	2	1
421	времени и	6	1
422	в последующих	3	1
423	образы в	4	1
424	маска и	1	1
425	по сравнению	2	1
426	жизнь и	2	1
427	в эпоху	13	1
428	с ним	4	1
429	а их	1	1
430	означает что	1	1
431	можно найти	2	1
432	еще во	1	1
433	пришли к	1	1
434	зрения на	2	1
435	и та	1	1
436	второй половине	1	1
437	за пиршественным	1	1
438	как ее	1	1
439	одного из	2	1
440	можем сказать	1	1
441	первого из	2	1
442	только за	1	1
443	там же	2	1
444	за свое	1	1
445	материал для	1	1
446	и были	2	1
447	усиливается еще	1	1
448	при дворе	1	1
449	нуждается в	2	1
450	во всей	1	1
451	них в	1	1
452	и ни	1	1
453	нас дошли	3	1
454	и следовательно	2	1
455	если это	1	1
456	людей с	3	1
457	в литературе	6	1
458	к которому	1	1
459	как например	1	1
460	находит и	1	1
461	образов и	3	1
462	мы видим	1	1
463	еще тем	1	1
464	i в	1	1
465	и весьма	1	1
466	очень много	2	1
467	правда и	1	1
468	наше время	1	1
469	они могут	1	1
470	за которую	1	1
471	едой и	1	1
472	конечно не	1	1
473	в большинстве	1	1
474	только на	1	1
475	ни одного	1	1
476	в загробное	1	1
477	большинстве случаев	1	1
478	в большой	1	1
479	для него	9	1
480	в известной	4	1
481	не о	1	1
482	одну лишь	1	1
483	речь и	2	1
484	и старой	1	1
485	как раз	1	1
486	он почти	1	1
487	протяжении всего	5	1
488	о которых	1	1
489	в очень	1	1
490	к самому	1	1
491	значительную роль	1	1
492	были с	1	1
493	где в	1	1
494	чувствует себя	1	1
495	имели бы	1	1
496	и даже	2	1
497	более широкое	2	1
498	и произведения	2	1
499	человеческую жизнь	1	1
500	в вину	1	1
501	и образов	4	1
502	на которые	1	1
503	что не	1	1
504	говорит о	1	1
505	как можно	1	1
506	привести еще	1	1
507	г за	1	1
508	что последний	1	1
509	не делает	1	1
510	до конца	2	1
511	не на	1	1
512	а не	1	1
513	другой стороны	3	1
514	одну из	2	1
515	там где	4	1
516	одна и	1	1
517	несмотря на	3	1
518	первых же	1	1
519	случаев не	1	1
520	с помощью	1	1
521	связь с	3	1
522	этой же	1	1
523	в творчестве	6	1
524	рассматривали как	1	1
525	ближе всего	1	1
526	над ним	1	1
527	к своему	1	1
528	целом ряде	1	1
529	и ближайших	1	1
530	такого рода	2	1
531	в сферу	1	1
532	и там	1	1
533	именно в	6	1
534	по существу	2	1
535	еще раз	2	1
536	но даже	2	1
537	человека который	1	1
538	судить о	1	1
539	общественной жизни	1	1
540	времени к	1	1
541	оружием в	1	1
542	за ним	1	1
543	о мире	7	1
544	ближе к	1	1
545	ближайших потомков	1	1
546	в наше	1	1
547	в более	1	1
548	это уже	1	1
549	случаях когда	1	1
550	к будущему	1	1
551	его творчества	3	1
552	показателен для	1	1
553	в новой	2	1
554	и позже	1	1
555	это как	1	1
556	и питьем	1	1
557	чтобы его	1	1
558	и как	1	1
559	быта как	1	1
560	будто бы	1	1
561	том чтобы	1	1
562	в знаменитом	1	1
563	века мы	1	1
564	утверждал что	1	1
565	все более	1	1
566	за этим	1	1
567	в стихах	1	1
568	на фоне	2	1
569	иначе чем	1	1
570	и начало	1	1
571	другой его	1	1
572	сказать что	6	1
573	только как	1	1
574	равно как	1	1
575	в свою	1	1
576	все к	1	1
577	всех других	2	1
578	или иного	1	1
579	ко всему	2	1
580	занимает в	1	1
581	того или	1	1
582	и эта	2	1
583	думать что	2	1
584	так же	2	1
585	как на	4	1
586	все что	2	1
