N	2gram	Propp_Russ_2	Hudozhes
1	том что	22	16
2	и в	29	14
3	так и	1	13
4	не только	10	12
5	при этом	6	12
6	о том	9	12
7	в том	22	12
8	а не	4	12
9	и т	5	11
10	в этом	11	11
11	прежде всего	2	11
12	в своей	2	10
13	для него	1	10
14	а п	1	10
15	то же	4	9
16	как и	11	9
17	что он	1	9
18	в качестве	3	9
19	в этой	3	8
20	как в	7	8
21	то что	5	8
22	ничего не	1	8
23	в его	1	8
24	между тем	3	8
25	в то	2	8
26	еще не	6	7
27	тогда как	2	7
28	это не	5	7
29	своего рода	1	7
30	не в	4	7
31	уже не	4	7
32	именно в	4	7
33	не может	5	7
34	как бы	18	7
35	а в	9	7
36	как правило	1	6
37	было бы	3	6
38	никогда не	2	6
39	жизни в	2	6
40	что в	22	6
41	перед нами	1	5
42	но в	5	5
43	об этом	2	5
44	не менее	2	5
45	и его	1	5
46	потому что	5	5
47	к себе	1	5
48	можно было	2	5
49	только в	1	5
50	друг друга	3	5
51	может быть	13	5
52	но и	8	5
53	к жизни	5	5
54	в этих	3	5
55	одновременно и	1	5
56	мы уже	1	4
57	и о	3	4
58	в ней	1	4
59	в своем	1	4
60	в самом	1	4
61	та же	2	4
62	на то	1	4
63	что она	3	4
64	и с	10	4
65	несмотря на	1	4
66	этой связи	1	4
67	тем не	2	4
68	с ним	1	4
69	она не	3	4
70	в русской	1	4
71	по своей	1	4
72	связи с	2	4
73	как будто	1	4
74	в духе	1	4
75	и это	1	4
76	можно сказать	1	4
77	того что	3	4
78	один из	2	4
79	из них	4	4
80	в конце	1	4
81	как раз	1	4
82	не было	2	4
83	на святках	5	4
84	и все	4	4
85	xix в	3	4
86	только что	1	4
87	т е	24	4
88	и от	3	4
89	говорить о	1	3
90	и на	6	3
91	в ее	3	3
92	отнюдь не	1	3
93	все же	2	3
94	но он	3	3
95	в нем	1	3
96	т д	5	3
97	и по	3	3
98	на этом	3	3
99	его в	8	3
100	в предыдущей	1	3
101	с этим	2	3
102	в своих	2	3
103	такой же	1	3
104	она в	1	3
105	возвращается к	1	3
106	все эти	3	3
107	тем что	3	3
108	этом отношении	1	3
109	предыдущей главе	1	3
110	что при	2	3
111	как мы	3	3
112	того чтобы	6	3
113	в пределах	1	3
114	приводит к	1	3
115	и когда	1	3
116	что у	1	3
117	еще в	2	3
118	том как	1	3
119	если бы	1	3
120	а также	4	3
121	это в	2	3
122	же в	6	3
123	в литературе	1	3
124	но не	5	3
125	будто бы	5	3
126	как его	1	3
127	и даже	1	3
128	превращается в	1	3
129	то и	4	3
130	по своему	1	3
131	и для	2	3
132	от него	1	3
133	или не	1	3
134	в таком	4	3
135	к этой	1	3
136	например в	1	2
137	же как	4	2
138	на самом	2	2
139	в их	2	2
140	мы не	6	2
141	вопрос о	4	2
142	не была	1	2
