N	2gram	Vygotskiy__4	Psycholo
1	то что	15	44
2	и в	20	33
3	в этом	24	28
4	и что	8	25
5	как бы	7	25
6	все время	4	24
7	потому что	12	24
8	для того	5	23
9	том что	35	22
10	того чтобы	7	22
11	может быть	12	22
12	что в	19	21
13	в том	42	21
14	о том	5	20
15	что он	6	20
16	сейчас же	2	16
17	только что	4	15
18	как это	9	14
19	что это	2	13
20	таким образом	25	13
21	так же	11	13
22	и не	8	13
23	все это	1	13
24	сказать что	6	13
25	самом деле	7	12
26	в самом	6	12
27	было бы	8	12
28	к тому	6	12
29	если мы	10	12
30	так как	10	12
31	он не	1	11
32	что все	3	11
33	говорит что	3	10
34	на то	5	10
35	что она	1	10
36	если бы	5	10
37	в его	11	10
38	как она	1	10
39	не может	6	10
40	то же	16	9
41	в этой	3	9
42	по себе	1	9
43	как раз	1	9
44	в конце	1	8
45	совершенно ясно	1	8
46	для этого	1	8
47	вместе с	8	8
48	в каком	2	8
49	в своем	4	7
50	раз в	2	7
51	не только	15	7
52	в нем	2	7
53	так что	3	7
54	и только	4	7
55	же точно	1	7
56	когда он	3	7
57	для нас	4	7
58	на самом	1	6
59	в сущности	4	6
60	в ней	2	6
61	что они	14	6
62	перед нами	5	6
63	все эти	5	6
64	в себе	10	6
65	точки зрения	24	6
66	всякий раз	1	6
67	но он	1	6
68	что эта	3	6
69	тому что	4	6
70	в самой	1	6
71	когда мы	2	6
72	же самое	7	6
73	никак не	2	6
74	это не	5	6
75	мы видим	10	6
76	у него	2	6
77	а не	7	6
78	что мы	7	6
79	мы должны	11	6
80	мы уже	5	5
81	мы не	1	5
82	в целом	11	5
83	и на	6	5
84	с этим	5	5
85	все же	5	5
86	целый ряд	5	5
87	и как	9	5
88	как он	4	5
89	и может	1	5
90	ясно что	2	5
91	как и	9	5
92	нисколько не	2	5
93	самого начала	1	5
94	никогда не	5	5
95	и его	5	5
96	и это	2	5
97	с самого	1	5
98	и совершенно	1	5
99	мы будем	2	5
100	казалось бы	1	5
101	с ним	1	5
102	заключается в	18	5
103	в какой	3	5
104	мы можем	5	5
105	из этого	1	5
106	и есть	1	4
107	его основе	1	4
108	той же	6	4
109	в которой	3	4
110	я не	1	4
111	не то	1	4
112	том чтобы	2	4
113	с тем	6	4
114	слова и	5	4
115	в своей	7	4
116	знаем что	1	4
117	с точки	11	4
118	на него	1	4
119	а в	2	4
120	с другом	7	4
121	у нас	1	4
122	так например	1	4
123	как мы	13	4
124	можно было	6	4
125	даны в	2	4
126	мы вправе	1	4
127	о нем	1	4
128	исследования и	1	4
129	не просто	2	4
130	того что	10	4
131	только в	10	4
132	и так	1	4
133	себя в	3	4
134	и других	3	4
135	из них	4	4
136	по поводу	1	4
137	от этих	1	4
138	что не	1	4
139	целым рядом	1	4
140	прямой линии	1	4
141	в частности	5	4
142	мы узнаем	2	4
143	друг с	7	4
144	исходя из	1	4
145	с этой	4	4
146	совершенно не	3	4
147	ее в	1	4
148	это в	2	4
149	к этому	4	4
150	в таком	2	4
151	речь идет	5	3
152	например в	1	3
153	же как	6	3
154	шаг за	1	3
155	идет о	3	3
156	что если	2	3
157	говорить о	1	3
158	и он	2	3
159	применительно к	1	3
160	но не	3	3
161	конце концов	1	3
162	как в	5	3
163	что именно	1	3
164	увидим что	5	3
165	та же	1	3
166	что может	1	3
167	на этом	3	3
168	в основу	2	3
169	здесь мы	2	3
170	его в	6	3
171	должен был	1	3
172	ни в	3	3
173	этого слова	11	3
174	далеко не	2	3
175	должно быть	3	3
176	обратимся к	4	3
177	но если	1	3
178	и сейчас	1	3
179	мы в	2	3
180	в которых	1	3
181	бы мы	1	3
182	совершенно иначе	1	3
183	их в	2	3
184	тому чтобы	1	3
185	что этот	2	3
186	тем самым	7	3
187	в то	1	3
188	в основе	17	3
189	говорит толстой	2	3
190	больше того	1	3
191	и для	4	3
192	во все	1	3
193	он видит	2	3
194	нас от	1	3
195	что составляет	1	3
196	так и	5	3
197	который говорит	1	3
198	понятно что	2	3
199	и здесь	2	3
200	это то	1	3
201	совершенно другим	2	3
202	по прямой	1	3
203	что и	9	3
204	во всей	4	3
205	вслед за	2	3
206	том как	1	3
207	дело с	1	3
208	с одной	9	3
209	конечно не	1	3
210	в виде	3	3
211	тому же	6	3
212	всяком случае	3	3
213	в одном	1	3
214	тем что	7	3
215	до сих	1	3
216	но и	9	3
217	на этот	3	3
218	здесь в	1	3
219	мы никогда	1	3
220	и затем	1	3
221	одной стороны	9	3
222	эти слова	1	3
223	из которых	1	3
224	он говорит	2	3
225	видит в	1	3
226	в той	2	3
227	смысле этого	7	3
228	сих пор	1	3
229	что оно	4	3
230	указывает на	2	3
231	тот же	9	3
232	за шагом	1	3
233	в своих	1	3
234	точно так	3	3
235	во всяком	4	3
236	прав когда	1	2
237	также и	2	2
238	и то	10	2
239	он может	1	2
240	между двумя	2	2
241	с целым	1	2
242	на две	1	2
243	почти всегда	3	2
244	что эти	2	2
245	с таким	3	2
246	а как	1	2
247	мы имеем	2	2
248	при анализе	2	2
249	нам в	2	2
250	так чтобы	1	2
251	время как	1	2
252	и ее	1	2
253	когда речь	1	2
254	столь же	3	2
255	бы то	1	2
256	во всех	1	2
257	точка зрения	1	2
258	с психологической	2	2
259	себе и	3	2
260	со стороны	3	2
261	оно является	1	2
262	мы сейчас	1	2
263	они действительно	2	2
264	как говорит	2	2
265	совершенно другой	1	2
266	что касается	1	2
267	однако не	1	2
268	не в	4	2
269	и к	5	2
270	в действительности	5	2
271	но в	3	2
272	тому как	2	2
273	представляет собой	3	2
274	бы не	1	2
275	по которым	1	2
276	из этих	2	2
277	нами в	4	2
278	при этом	12	2
279	тем и	1	2
280	едва ли	2	2
281	одной и	5	2
282	приходим к	1	2
283	в житейском	1	2
284	они указывают	3	2
285	на все	3	2
286	о которых	1	2
287	такой же	2	2
288	не больше	1	2
289	которую он	2	2
290	взгляд на	1	2
291	в такой	1	2
292	это делает	1	2
293	в их	12	2
294	место в	2	2
295	совершенно понятно	1	2
296	вопрос о	1	2
297	бы сказать	3	2
298	и той	4	2
299	быть не	1	2
300	даже в	2	2
301	сущности говоря	1	2
302	и другое	1	2
303	не имеет	2	2
304	не по	2	2
305	начинает с	1	2
306	и именно	1	2
307	кратчайшему расстоянию	1	2
308	только не	5	2
309	этими словами	1	2
310	больше чем	1	2
311	действительно в	1	2
312	и является	3	2
313	во всем	3	2
314	вместо того	1	2
315	свидетельствуют о	1	2
316	бы по	1	2
317	только с	1	2
318	но все	1	2
319	лежит в	1	2
320	как только	2	2
321	и другим	1	2
322	мы могли	9	2
323	перейти к	1	2
324	что при	2	2
325	могли бы	9	2
326	к такому	1	2
327	без всякого	1	2
328	будем иметь	1	2
329	то время	1	2
330	до самого	1	2
331	и когда	3	2
332	то как	2	2
333	совершенно различных	1	2
334	те же	6	2
335	которые с	1	2
336	и с	4	2
337	ничего не	1	2
338	можно сказать	1	2
339	образом в	1	2
340	в виду	3	2
341	внимание на	3	2
342	и та	1	2
343	но мы	1	2
344	знает что	3	2
345	стоящей перед	1	2
346	один из	3	2
347	мы увидим	1	2
348	верно и	1	2
349	никак нельзя	1	2
350	от одной	2	2
351	связи с	3	2
352	уже в	6	2
353	в нашей	2	2
354	не все	1	2
355	мы знаем	1	2
356	одно из	1	2
357	эти три	1	2
358	не хотел	1	2
359	образом что	4	2
360	к самому	1	2
361	даже не	1	2
362	видим что	2	2
363	с другой	12	2
364	на ее	1	2
365	именно в	3	2
366	с той	2	2
367	а с	2	2
368	так вот	1	2
369	прежде всего	2	2
370	не на	1	2
371	одна и	1	2
372	ни на	1	2
373	другой можно	1	2
374	и потому	1	2
375	к другой	2	2
376	совершенно в	1	2
377	в тех	1	2
378	по существу	3	2
379	критики и	1	2
380	который он	1	2
381	он начинает	1	2
382	и формы	1	2
383	на пути	1	2
384	другим путем	2	2
385	заставляет нас	1	2
386	в различной	1	2
387	иногда может	1	2
388	на одной	2	2
389	со всей	2	2
390	не является	5	2
391	совершается в	2	2
392	и от	3	2
393	в результате	8	2
394	его не	1	2
395	показать как	1	2
396	слово в	6	2
397	другой стороны	9	2
398	какой мере	1	2
399	а другой	2	2
400	который не	2	2
401	совершенно другом	1	1
402	говоря о	2	1
403	человека и	1	1
404	переходит к	1	1
405	связана с	2	1
406	того же	9	1
407	но один	2	1
408	естественно возникает	1	1
409	следовательно самое	1	1
410	на деле	3	1
411	мы имели	5	1
412	тем же	4	1
413	что оля	1	1
414	элементарным и	1	1
415	нас на	1	1
416	не имеют	3	1
417	этому вопросу	2	1
418	отдельных элементов	3	1
419	когда это	2	1
420	действительности и	1	1
421	к созданию	1	1
422	каком отношении	1	1
423	и значение	1	1
424	забывая что	1	1
425	общего смысла	1	1
426	которую мы	1	1
427	расхождение которое	1	1
428	нежели в	2	1
429	имеет свою	1	1
430	исследования в	2	1
431	благодаря тому	1	1
432	что иное	1	1
433	в деле	3	1
434	принято называть	1	1
435	но даже	1	1
436	мы и	2	1
437	и со	1	1
438	другую как	1	1
439	что можно	1	1
440	которое в	1	1
441	дальше на	1	1
442	они выполняют	1	1
443	еще не	2	1
444	заключенное в	2	1
445	иное как	1	1
446	решение этой	1	1
447	которое он	1	1
448	тем как	3	1
449	то мы	1	1
450	друг к	1	1
451	чем это	1	1
452	самым мы	1	1
453	они должны	1	1
454	признать что	1	1
455	но как	2	1
456	соотнесены друг	1	1
457	значение и	1	1
458	если в	1	1
459	по отношению	1	1
460	мы назвали	1	1
461	и речи	2	1
462	которые они	1	1
463	прямо противоположны	1	1
464	связи и	1	1
465	в настоящем	3	1
466	то обстоятельство	3	1
467	относится к	1	1
468	которые не	2	1
469	анализ этого	1	1
470	показать в	1	1
471	и я	1	1
472	в истории	10	1
473	пониманию и	1	1
474	мы проследим	3	1
475	независимо от	1	1
476	общего с	1	1
477	дает нам	1	1
478	стороны и	2	1
479	такого рода	6	1
480	словом в	1	1
481	нельзя было	1	1
482	переходя от	2	1
483	же самому	1	1
484	в полном	1	1
485	же должно	1	1
486	ничего более	1	1
487	неизмеримо более	3	1
488	имеет в	1	1
489	объяснения всего	1	1
490	и хотя	1	1
491	в этот	1	1
492	ход мысли	1	1
493	точку зрения	1	1
494	в простом	1	1
495	понятия с	1	1
496	в нашем	4	1
497	не оставляет	1	1
498	одной общей	1	1
499	прямой и	1	1
500	мы обратимся	5	1
501	только один	1	1
502	и те	4	1
503	так сказать	1	1
504	что одна	1	1
505	на его	3	1
506	к выводу	2	1
507	главным образом	1	1
508	ожидать что	2	1
509	и элементарных	1	1
510	что должно	1	1
511	именно то	2	1
512	он должен	1	1
513	он пользуется	3	1
514	вообще не	2	1
515	и сам	1	1
516	наших глазах	1	1
517	чем те	1	1
518	в плане	1	1
519	тот способ	1	1
520	из него	2	1
521	подобно тому	2	1
522	находящийся в	1	1
523	в одну	1	1
524	повторяет в	1	1
525	не станем	1	1
526	то ни	1	1
527	как они	4	1
528	факт что	2	1
529	тем в	1	1
530	слишком большое	1	1
531	указывали на	1	1
532	другой раз	1	1
533	в совершенно	3	1
534	ее предметом	1	1
535	к другу	1	1
536	по смыслу	3	1
537	развиваются не	1	1
538	раз он	1	1
539	бы нам	1	1
540	исходным пунктом	1	1
541	этом смысле	8	1
542	это противоречие	1	1
543	основу этого	1	1
544	его конечные	1	1
545	даже что	1	1
546	на характер	1	1
547	идет от	1	1
548	нашего исследования	4	1
549	эта попытка	1	1
550	обозначить как	1	1
551	мы хотели	1	1
552	в не	1	1
553	и было	1	1
554	это нечто	1	1
555	человека мы	2	1
556	понятия и	9	1
557	путем и	1	1
558	на первый	4	1
559	в этих	3	1
560	мы как	1	1
561	для него	2	1
562	но что	3	1
563	другим и	1	1
564	что такое	5	1
565	мы конечно	1	1
566	почти не	1	1
567	его сейчас	1	1
568	что вся	1	1
569	не столько	1	1
570	которое дает	2	1
571	мысли и	2	1
572	от его	1	1
573	значение для	1	1
574	для объяснения	2	1
575	является та	1	1
576	образом и	1	1
577	которые в	4	1
578	и более	7	1
579	не могли	1	1
580	что основная	1	1
581	мы встречаемся	1	1
582	можем сказать	1	1
583	и вся	1	1
584	задачи и	1	1
585	на один	4	1
586	который непременно	1	1
587	что есть	1	1
588	в отношении	10	1
589	но они	2	1
590	можно с	1	1
591	что с	4	1
592	и отсюда	1	1
593	тогда когда	8	1
594	того как	2	1
595	здесь на	1	1
596	к этим	2	1
597	как его	1	1
598	правильнее сказать	1	1
599	же его	1	1
600	значение этого	1	1
601	здесь возникает	1	1
602	вытекает из	1	1
603	это мы	2	1
