N	2gram	Vygotskiy__3	VLabPisa
1	таким образом	12	27
2	в этом	13	26
3	и в	38	25
4	и т	14	24
5	не только	12	22
6	может быть	19	21
7	во сне	1	21
8	хотя бы	2	20
9	и не	10	19
10	не может	7	17
11	т д	4	15
12	в его	5	15
13	этом отношении	1	13
14	в том	25	13
15	в частности	1	12
16	как это	6	12
17	все это	3	12
18	в силу	2	11
19	вот что	1	11
20	с другой	7	11
21	из них	6	11
22	в качестве	2	10
23	не могут	2	10
24	о том	6	10
25	то же	10	9
26	что в	20	9
27	по этому	1	9
28	для него	2	9
29	т п	5	9
30	но и	5	9
31	к этому	3	9
32	в своем	5	8
33	ни один	1	8
34	все эти	4	8
35	не следует	1	8
36	на основании	1	8
37	другой стороны	5	8
38	во всех	4	7
39	из этих	3	7
40	было бы	12	7
41	как и	8	7
42	том что	14	7
43	в конечном	1	7
44	этому поводу	1	7
45	говорит о	2	7
46	не было	1	7
47	а не	7	7
48	вместе с	5	7
49	же в	2	7
50	художественного произведения	1	6
51	это и	1	6
52	в зависимости	1	6
53	более или	1	6
54	в себе	4	6
55	в нем	4	6
56	главным образом	3	6
57	это не	1	6
58	или менее	1	6
59	их в	2	6
60	и его	6	6
61	в то	3	6
62	так и	1	6
63	между тем	7	6
64	у него	4	6
65	то что	35	6
66	одним из	1	5
67	и есть	1	5
68	в их	1	5
69	зависимости от	1	5
70	очевидно что	2	5
71	как говорит	1	5
72	все же	8	5
73	в плане	3	5
74	и при	1	5
75	не в	12	5
76	тому что	6	5
77	на основе	1	5
78	один из	6	5
79	действующих лиц	5	5
80	следует понимать	2	5
81	он говорит	6	5
82	как бы	14	5
83	не является	1	5
84	думается что	1	5
85	в результате	1	5
86	сказать что	4	5
87	только в	4	5
88	их и	1	4
89	с его	1	4
90	в этой	13	4
91	перед нами	8	4
92	когда он	4	4
93	в самом	25	4
94	в целом	4	4
95	что все	3	4
96	в них	3	4
97	даже в	1	4
98	одна из	4	4
99	никогда не	4	4
100	к тому	6	4
101	утверждать что	2	4
102	должен быть	3	4
103	в ее	7	4
104	это только	3	4
105	можно сказать	1	4
106	показывают что	1	4
107	что он	11	4
108	в нашей	1	4
109	рассказывает о	3	4
110	в одном	8	4
111	как раз	8	4
112	художественное произведение	1	4
113	в романе	1	4
114	равно как	1	4
115	в своей	5	4
116	например в	2	3
117	в котором	6	3
118	из его	1	3
119	план как	1	3
120	и он	1	3
121	в которых	6	3
122	видели что	2	3
123	но как	2	3
124	нет и	1	3
125	что они	4	3
126	с этим	8	3
127	и как	8	3
128	и к	3	3
129	что без	1	3
130	всех этих	2	3
131	и по	2	3
132	его в	3	3
133	далеко не	3	3
134	что не	3	3
135	с тем	8	3
136	в слове	1	3
137	мы видели	6	3
138	точки зрения	16	3
139	и ее	2	3
140	это делает	1	3
141	у тургенева	1	3
142	а вот	1	3
143	как о	1	3
144	это мы	1	3
145	в другую	1	3
146	у нас	2	3
147	она не	6	3
148	том как	2	3
149	в виду	4	3
150	никак не	7	3
151	что и	4	3
152	вслед за	1	3
153	того что	4	3
154	этот вопрос	1	3
155	и их	1	3
156	момент в	1	3
157	в конце	2	3
158	именно в	1	3
159	мы знаем	1	3
