N	3gram	Vygotskiy__5	KFilosof
1	по отношению к	1	21
2	не может быть	2	11
3	с точки зрения	2	10
4	в чем не	1	4
5	по отношению ко	1	4
6	ни в чем	1	4
7	на самом деле	2	3
8	в этом смысле	1	3
9	того или иного	1	3
10	и в этом	1	3
11	для нас важно	1	2
12	он может быть	1	2
13	то или иное	1	2
14	один и тот	1	2
15	ни в каком	1	2
16	вопрос о том	2	2
17	той или иной	2	2
18	во всем его	1	2
19	в том что	14	2
20	и тот же	1	2
21	и только в	1	2
22	сводится к следующему	1	1
23	на то что	16	1
24	но во всяком	1	1
25	он должен быть	1	1
26	рядом с ними	1	1
27	к содержанию как	1	1
28	потому что в	2	1
29	но только не	1	1
30	и того же	2	1
31	мы никогда не	2	1
32	же не может	1	1
33	равно как и	1	1
34	влечет за собой	1	1
35	как если бы	1	1
36	отчетливо и ясно	1	1
37	в лучшем случае	3	1
38	в зависимости от	6	1
39	мы не имеем	1	1
40	и подчиняется в	1	1
41	и именно в	1	1
42	в основе своей	1	1
43	несмотря на то	1	1
44	они находятся в	1	1
45	и не в	1	1
46	вместе с тем	3	1
47	со стороны общей	1	1
48	и то что	3	1
49	но все они	1	1
50	и как бы	4	1
51	нас как бы	1	1
52	может быть и	2	1
53	нет места для	1	1
54	если мы возьмем	1	1
55	это и не	1	1
56	том что мы	2	1
57	том смысле в	1	1
58	не есть еще	1	1
59	лежит в основе	1	1
60	на задний план	1	1
61	смысле этого слова	1	1
62	в себя и	1	1
63	и героиня и	1	1
64	в том случае	1	1
65	из которых как	1	1
66	а не как	1	1
67	именно на том	1	1
68	дело в том	1	1
69	и в трагедии	1	1
70	для того чтобы	19	1
71	могут быть признаны	1	1
72	вместо того чтобы	1	1
73	этого протекания этого	1	1
74	спросить в каком	1	1
75	и все же	1	1
76	в противоречие с	1	1
77	но никто не	1	1
78	в нем нет	1	1
79	мы не можем	1	1
80	в свою очередь	1	1
81	само по себе	2	1
82	жизни и смерти	1	1
83	в конечном счете	1	1
84	не может стать	1	1
85	одного и того	2	1
86	когда мы говорим	1	1
87	к тому что	6	1
88	в том смысле	1	1
89	установить между ними	1	1
90	и мы получим	1	1
91	и в его	1	1
92	в основе нашей	1	1
93	и есть основа	1	1
94	мы имеем здесь	1	1
95	смысле в котором	1	1
96	между содержанием и	1	1
97	герой и героиня	1	1
98	то же самое	3	1
99	на том что	1	1
