N	2gram	Vygotskiy__1	UchenyiS
1	и в	31	14
2	а не	13	10
3	не только	13	10
4	прежде всего	4	8
5	и не	16	8
6	не может	17	7
7	вот почему	1	7
8	в этом	12	7
9	то что	32	7
10	может быть	22	6
11	в искусстве	4	6
12	то же	5	5
13	и только	3	5
14	художественное произведение	10	5
15	в художественном	3	5
16	все это	8	5
17	хотя бы	1	5
18	художественного творчества	6	5
19	с другой	5	4
20	но и	2	4
21	что такое	2	4
22	в их	1	4
23	в конечном	3	4
24	конечном счете	3	4
25	в этой	3	4
26	конечно не	1	4
27	и то	2	3
28	это не	1	3
29	было бы	6	3
30	как и	16	3
31	в частности	3	3
32	в своей	3	3
33	бы то	1	3
34	очевидно что	6	3
35	этой области	2	3
36	произведения искусства	1	3
37	в то	5	3
38	все же	5	3
39	но в	3	3
40	формы в	4	3
41	истории литературы	1	3
42	не следует	1	3
43	в области	11	3
44	у нас	4	3
45	другой стороны	5	3
46	для него	1	3
47	ни было	1	3
48	как такового	1	3
49	что все	3	2
50	и с	2	2
51	художественного произведения	17	2
52	художественном произведении	3	2
53	до сих	3	2
54	а как	1	2
55	самом деле	9	2
56	в буквальном	1	2
57	форму и	2	2
58	должна быть	3	2
59	мы не	12	2
60	о чем	2	2
61	на эту	1	2
62	если бы	6	2
63	что мы	8	2
64	ничего не	2	2
65	как таковой	1	2
66	должна была	2	2
67	том что	16	2
68	сводится к	1	2
69	но даже	2	2
70	литературы и	1	2
71	ни от	1	2
72	в широком	1	2
73	нас в	2	2
74	в шкловский	1	2
75	с его	1	2
76	но не	3	2
77	в сторону	1	2
78	думается что	3	2
79	в его	6	2
80	по существу	4	2
81	что и	13	2
82	художественной формы	5	2
83	по себе	9	2
84	конце концов	3	2
85	сих пор	3	2
86	но это	3	2
87	этом смысле	2	2
88	могли бы	1	2
89	в том	30	2
90	тех или	2	2
91	и для	5	2
92	что он	7	2
93	в себе	4	2
94	искусства как	4	2
95	как прием	2	2
96	при таком	1	2
97	формы и	5	2
98	в самом	11	2
99	между тем	4	2
100	и у	4	2
101	только в	14	2
102	мы получаем	2	2
103	не в	11	2
104	для всех	4	2
105	в системе	1	2
106	не есть	3	2
107	этом отношении	2	2
108	или иных	2	2
109	приходится признать	1	2
110	фактов и	2	2
111	композиции и	1	2
112	его и	3	2
113	бы и	2	2
114	не могут	3	2
115	могут быть	11	2
116	в конце	3	2
117	смысле этого	2	2
118	же самое	2	2
119	как раз	2	2
120	что она	6	2
121	таким образом	20	2
122	для себя	1	1
123	и это	3	1
124	художественным произведением	3	1
125	гораздо больше	1	1
126	от произведения	1	1
127	об этом	1	1
128	поэзии и	2	1
129	же как	4	1
130	связанных с	1	1
131	искусство и	4	1
132	человека и	2	1
133	то есть	26	1
134	в виду	4	1
135	значительной мере	1	1
136	русского искусствоведения	1	1
137	изобразительном искусстве	1	1
138	самая попытка	1	1
139	только при	3	1
140	искусства в	9	1
141	материалов и	1	1
142	звуковой формы	1	1
143	теоретическая и	1	1
144	поэзию как	1	1
145	существу то	1	1
146	из самых	1	1
147	в произведении	3	1
148	идет не	1	1
149	в пределах	1	1
150	и др	1	1
151	художником и	1	1
152	что для	2	1
153	никогда не	8	1
154	к созданию	1	1
155	полагаем что	1	1
156	но прежде	1	1
157	произведение как	2	1
158	так и	3	1
159	сводить к	1	1
160	и вы	1	1
161	одной стороны	6	1
162	той же	3	1
163	относится к	1	1
164	столько же	1	1
165	присущи и	1	1
166	до конца	6	1
167	с тем	3	1
168	мы имеем	4	1
169	и техники	1	1
170	моцарт и	1	1
171	искусство как	9	1
172	и вне	1	1
173	искусствоведения и	2	1
174	чистая форма	2	1
175	представлений и	1	1
176	в не	1	1
177	именно к	1	1
178	об искусстве	2	1
179	очень легко	2	1
180	и даже	6	1
181	должно быть	1	1
182	иначе говоря	5	1
183	метода в	1	1
184	приемы и	1	1
185	во главу	1	1
186	можно сказать	1	1
187	восприятия и	1	1
188	смысле и	1	1
189	или менее	2	1
190	стороны в	1	1
191	о нем	1	1
192	произведения как	1	1
193	искусства и	15	1
194	такую операцию	1	1
195	метод и	1	1
196	как искусство	1	1
197	как на	3	1
198	приводит к	2	1
199	о том	7	1
200	является предметом	2	1
201	в ней	1	1
202	и потому	2	1
203	относятся к	1	1
204	невидимое и	1	1
205	в котором	4	1
206	и что	8	1
207	эстетики он	1	1
208	она в	2	1
209	и содержание	1	1
210	в различных	1	1
211	быть в	2	1
212	из которых	3	1
213	в значительной	1	1
214	содержания в	1	1
215	признать что	1	1
216	как таковая	1	1
217	строго говоря	1	1
218	все в	1	1
219	искусства не	5	1
220	в той	1	1
221	чем к	1	1
222	для изучения	1	1
223	этих слов	2	1
224	что же	2	1
225	не то	2	1
226	бы в	2	1
227	того что	10	1
228	в которых	3	1
229	поскольку он	1	1
230	не без	1	1
231	образом на	1	1
232	их в	2	1
233	на его	1	1
234	форма в	1	1
235	тому чтобы	3	1
236	что этот	1	1
237	нет и	1	1
238	за пределы	1	1
239	на то	10	1
240	к изучению	1	1
241	л толстой	1	1
242	его как	1	1
243	отнюдь не	6	1
244	она не	5	1
245	задачи и	3	1
246	оказывается чрезвычайно	1	1
247	еще раз	1	1
248	независимо от	2	1
249	форм искусства	1	1
250	к расположению	2	1
251	в своем	3	1
252	что с	2	1
253	раз обратное	1	1
254	но для	1	1
255	в большей	1	1
256	и все	5	1
257	обе эти	1	1
258	того как	1	1
259	что только	2	1
260	художественного восприятия	1	1
261	метода то	1	1
262	она должна	2	1
263	тот же	2	1
264	этого материала	2	1
265	нельзя сводить	1	1
266	более или	2	1
267	как таковое	2	1
268	и отчетливо	1	1
269	подходят к	1	1
270	так всегда	1	1
271	есть ли	2	1
272	и действительно	1	1
273	не существует	2	1
274	и творчество	1	1
275	которое мы	1	1
276	в точном	1	1
277	в изобразительном	1	1
278	он уже	1	1
279	по мнению	2	1
280	в которой	4	1
281	бы ни	2	1
282	понятие формы	1	1
283	не было	3	1
284	закон и	1	1
285	науки об	1	1
286	таком понимании	1	1
287	тогда когда	5	1
288	и сальери	1	1
289	с одной	5	1
290	художественного переживания	1	1
291	в качестве	2	1
292	без этого	1	1
293	в известном	2	1
294	его еще	1	1
295	формой оно	1	1
296	с новой	1	1
297	что по	3	1
298	этого построения	1	1
299	бы только	1	1
300	буквальном смысле	1	1
301	точно и	2	1
302	уже не	2	1
303	этот анализ	1	1
304	творчество и	1	1
305	далеко не	2	1
306	то и	2	1
307	из природы	1	1
308	же в	1	1
309	они находятся	1	1
310	и всей	1	1
311	в процессе	5	1
312	самые объекты	1	1
313	расположения и	1	1
314	широком смысле	1	1
315	и искусства	1	1
316	теории и	1	1
317	не обладает	2	1
318	в нем	2	1
319	точном смысле	1	1
320	психики и	1	1
321	эстетический объект	1	1
322	но если	1	1
323	он не	3	1
324	главу угла	1	1
325	сказать что	7	1
326	только как	1	1
327	очень часто	4	1
328	одно из	2	1
329	исходить из	1	1
330	и так	4	1
331	содержания и	1	1
332	мы полагаем	1	1
333	религии и	1	1
334	его форма	1	1
335	и материал	1	1
336	находящихся в	1	1
337	содержание и	1	1
338	это верно	1	1
339	что читатель	2	1
340	может служить	1	1
341	работ в	1	1
342	у пушкина	3	1
343	но что	2	1
344	у него	4	1
345	такое что	1	1
346	само по	5	1
347	толстого но	1	1
348	эстетического восприятия	1	1
349	на форму	1	1
350	мы можем	4	1
351	так то	1	1
352	и делает	1	1
353	это в	2	1
354	по-разному и	1	1
355	а это	1	1
356	что при	3	1
357	отказаться от	2	1
358	к этому	4	1
359	что в	23	1
360	в таком	3	1
361	все что	3	1
