N	2gram	Medvedev_F_1	Psycholo
1	и в	24	38
2	то что	8	35
3	все время	2	30
4	в том	6	25
5	в самом	5	25
6	самом деле	6	21
7	что в	4	20
8	может быть	14	19
9	и что	2	18
10	на то	1	16
11	точки зрения	16	16
12	в ней	10	15
13	и т	12	14
14	том что	1	14
15	если бы	4	14
16	как бы	6	14
17	потому что	1	14
18	в этом	15	13
19	в этой	6	13
20	не только	7	12
21	таким образом	13	12
22	было бы	6	12
23	не в	8	12
24	мы видим	1	12
25	мы увидим	4	12
26	что он	3	11
27	то же	10	10
28	и не	20	10
29	и все	6	10
30	увидим что	1	9
31	с точки	13	9
32	того чтобы	1	9
33	в двух	1	9
34	с этим	2	8
35	все же	3	8
36	и как	3	8
37	с тем	2	8
38	как и	11	8
39	в одном	2	8
40	видим что	1	8
41	и это	2	8
42	но только	1	8
43	так что	1	8
44	вовсе не	10	8
45	как раз	2	8
46	перед нами	1	8
47	для нас	1	8
48	из этого	1	8
49	мы уже	1	7
50	с другой	5	7
51	заключается в	1	7
52	не может	16	7
53	все то	1	7
54	как мы	5	7
55	в ее	8	7
56	что у	1	7
57	между тем	2	7
58	а не	10	7
59	а в	6	7
60	и на	8	6
61	как это	6	6
62	и если	2	6
63	он не	3	6
64	мы видели	2	6
65	в котором	1	6
66	тому что	1	6
67	она не	6	6
68	не имеет	1	6
69	самого начала	1	6
70	и его	10	6
71	к тому	3	6
72	с самого	1	6
73	ясно что	3	6
74	и здесь	6	6
75	один из	3	6
76	с одной	4	6
77	если мы	2	6
78	из них	1	6
79	так как	1	6
80	до сих	6	6
81	там где	1	6
82	должна быть	7	5
83	мы не	3	5
84	время в	3	5
85	в своем	11	5
86	в которой	4	5
87	так сказать	3	5
88	на этом	1	5
89	в другом	1	5
90	несмотря на	1	5
91	с такой	1	5
92	в своей	11	5
93	т п	4	5
94	в поэтической	1	5
95	в его	23	5
96	но и	7	5
97	одной стороны	4	5
98	вместе с	2	5
99	в той	1	5
100	сих пор	6	5
101	или в	1	5
102	другой стороны	1	5
103	совершенно не	1	5
104	что если	1	4
105	которую мы	1	4
106	во всех	5	4
107	что они	1	4
108	идет о	2	4
109	как в	8	4
110	когда он	3	4
111	в целом	6	4
112	все эти	6	4
113	в себе	3	4
114	если он	3	4
115	в нем	14	4
116	при этом	5	4
117	т д	8	4
118	она была	2	4
119	смысл и	1	4
120	не мог	1	4
121	одна из	2	4
122	никогда не	4	4
123	в самой	2	4
124	согласиться с	1	4
125	что и	2	4
126	только в	2	4
127	конечно не	4	4
128	не можем	2	4
129	у него	1	4
130	и даже	3	4
131	из которых	1	4
132	по своему	1	4
133	того что	5	4
134	и для	1	4
135	в свою	8	4
136	сказать что	1	4
137	ее в	1	4
138	в своих	2	4
139	должен быть	5	3
140	едва ли	1	3
141	и этот	1	3
142	и значение	1	3
143	совсем не	1	3
