N	3gram	Losev_Dial_3	Vladivir
1	в том что	3	10
2	тем не менее	10	9
3	о том что	5	8
4	с точки зрения	14	6
5	не может быть	6	6
6	это значит что	21	6
7	более или менее	1	5
8	как раз и	3	5
9	и в этом	2	5
10	к тому же	2	5
11	то это значит	4	4
12	точно так же	2	4
13	содержит в себе	1	4
14	в то время	4	4
15	ничего не говорит	3	4
16	том что в	1	3
17	бы то ни	1	3
18	на первом плане	1	3
19	во всяком случае	2	3
20	с одной стороны	3	3
21	в то же	1	3
22	и в отношении	1	3
23	само по себе	5	3
24	никакого отношения к	1	3
25	что и в	1	3
26	это учение о	1	2
27	иметь в виду	2	2
28	но даже и	2	2
29	больше и не	1	2
30	одной стороны и	1	2
31	на первый план	4	2
32	христианское учение о	1	2
33	в таком случае	10	2
34	сам по себе	5	2
35	в этом отношении	1	2
36	и в то	1	2
37	и не меньше	1	2
38	даже и не	3	2
39	не меньше как	1	2
40	не говорит о	2	2
41	так же как	2	2
42	в данном случае	1	2
43	только в виде	1	2
44	то время как	4	2
45	так или иначе	2	2
46	в связи с	1	2
47	с другой стороны	2	2
48	и в том	1	2
49	и в таком	1	2
50	ни в каком	3	2
51	то же время	1	2
52	вовсе не есть	5	2
53	не больше и	1	2
54	к нему и	1	2
55	что это есть	2	2
56	на то что	3	2
57	в вопросе о	2	2
58	к тому что	2	2
59	в сравнении с	3	2
60	но еще и	1	2
61	не просто о	1	1
62	что иное как	6	1
63	а следовательно и	1	1
64	не мог бы	1	1
65	уже не просто	1	1
66	или не существует	1	1
67	потому что в	1	1
68	ровно ничего не	3	1
69	и всякого рода	1	1
70	то что чисто	1	1
71	в виду что	1	1
72	и не только	3	1
73	это было бы	2	1
74	что же в	1	1
75	представить себе что	1	1
76	в таком виде	1	1
77	было ни в	2	1
78	все и это	1	1
79	и с этим	1	1
80	так что в	1	1
81	внимание на то	1	1
82	то что с	1	1
83	нет и никакого	1	1
84	же как и	1	1
85	то что является	1	1
86	едва ли также	1	1
87	она всегда есть	1	1
88	до сих пор	1	1
89	сама по себе	4	1
90	а так как	1	1
91	что есть только	1	1
92	без которых он	1	1
93	несмотря на свою	1	1
94	это вовсе не	1	1
95	перед нами не	1	1
96	на точке зрения	1	1
97	и даже в	1	1
98	если оно не	1	1
99	возможна только в	1	1
100	с тех пор	2	1
101	с этой точки	2	1
102	одно и то	2	1
103	и тем не	2	1
104	а это значит	1	1
105	еще не есть	1	1
106	при всем своем	1	1
107	нет ровно никакого	1	1
108	которую к тому	1	1
109	что это вовсе	1	1
110	и что в	1	1
111	так же невозможно	1	1
112	которых он не	1	1
113	о примате материи	1	1
114	далеко не всегда	1	1
115	если бы мы	1	1
116	то ни было	1	1
117	есть не больше	1	1
118	не говоря уже	2	1
119	заговорил о том	1	1
120	как на нечто	1	1
121	есть таким образом	3	1
122	никакого отношения ни	1	1
123	таком случае эта	1	1
124	и то же	2	1
125	и не вполне	1	1
126	не есть ни	3	1
127	и в христианской	1	1
128	говорит здесь не	1	1
129	в последнее время	1	1
130	а не просто	6	1
131	же мы мыслим	1	1
132	этого не будет	1	1
133	то что все	1	1
134	есть не только	2	1
135	это есть не	1	1
136	в каком смысле	3	1
137	что учение о	2	1
138	мы о ней	1	1
139	метафизика с другой	1	1
140	этой точки зрения	2	1
141	не имеет никакого	1	1
142	все живое и	1	1
143	и веры и	1	1
144	первых двух ипостасей	2	1
145	а то что	1	1
146	что мы пользуемся	1	1
147	из которых состоит	3	1
148	и ни в	1	1
149	только при условии	1	1
150	если иметь в	2	1
151	из самых существенных	1	1
152	мы не можем	2	1
153	не содержит в	1	1
154	рационалистическая метафизика с	1	1
155	это и есть	2	1
156	не может существовать	2	1
157	поскольку история есть	1	1
158	не только не	7	1
159	собственно говоря и	1	1
160	но все эти	1	1
161	и так как	1	1
162	отношения ни к	1	1
163	в самом деле	5	1
164	той или иной	2	1
165	можно объединить с	1	1
166	но что же	1	1
167	не было ни	2	1
168	возможно только в	1	1
169	не имеют для	1	1
170	как раз на	1	1
171	утверждать что все	1	1
172	но если оно	1	1
173	двух ипостасей в	1	1
174	каком смысле не	1	1
175	в том смысле	1	1
176	субъекта без объекта	1	1
177	и больше ничего	4	1
178	не что иное	6	1
179	нужно однако помнить	1	1
180	не только то	1	1
181	имеет никакого отношения	1	1
182	в обществе а	1	1
183	в себе не	1	1
184	которых состоит мир	1	1
185	не только логически	1	1
186	то же самое	1	1
