N	2gram	Losev_Vlad_3	FransuaR
1	и в	40	41
2	то есть	24	24
3	мы уже	5	18
4	во всех	1	17
5	таким образом	11	17
6	в нем	3	16
7	и с	9	16
8	и его	10	13
9	но и	18	13
10	в этом	16	12
11	как мы	8	12
12	все эти	5	11
13	все это	1	11
14	в самом	4	10
15	не только	25	10
16	так как	7	10
17	и др	1	10
18	прежде всего	10	10
19	то что	28	10
20	и на	6	9
21	кроме того	6	9
22	во время	1	9
23	о том	11	9
24	здесь в	4	9
25	и все	4	9
26	здесь и	2	8
27	в сущности	2	8
28	но в	4	8
29	в этой	8	8
30	никогда не	11	8
31	в них	1	7
32	как и	7	7
33	том что	18	7
34	в его	14	7
35	вовсе не	13	7
36	у него	24	7
37	как бы	3	7
38	что в	17	7
39	также и	17	6
40	например в	1	6
41	в году	10	6
42	в то	7	6
43	один из	1	6
44	мы видим	1	6
45	вместе с	7	6
46	сказать что	12	6
47	что он	5	6
48	и он	1	5
49	с его	2	5
50	в ее	1	5
51	в своем	8	5
52	что это	9	5
53	в себе	9	5
54	то же	4	5
55	рядом с	1	5
56	еще в	5	5
57	но он	1	5
58	во всем	6	5
59	тем что	5	5
60	все то	3	5
61	так и	6	5
62	и что	8	5
63	а также	8	5
64	же время	2	5
65	в литературе	1	5
66	из них	2	5
67	в одном	5	5
68	так же	8	5
69	того же	2	4
70	самом деле	1	4
71	конечно и	1	4
72	в ней	5	4
73	он был	2	4
74	как в	1	4
75	и как	7	4
76	и наконец	2	4
77	та же	1	4
78	в другом	2	4
79	не в	3	4
80	даже в	4	4
81	в основе	1	4
82	того чтобы	3	4
83	все же	4	4
84	у нас	5	4
85	роль в	2	4
86	и вообще	3	4
87	с одной	3	4
88	уже в	3	4
89	в результате	4	4
90	земли и	1	4
91	в котором	4	4
92	и даже	6	4
93	с другой	5	4
94	именно в	3	4
95	одной стороны	3	4
96	и от	6	4
97	а в	7	4
98	не может	14	4
99	из этого	2	4
100	все что	1	4
101	они были	1	3
102	он сам	2	3
103	первый план	2	3
104	в чем	3	3
105	мы будем	2	3
106	с этим	2	3
107	перед нами	3	3
108	при этом	3	3
109	и сам	1	3
110	в плане	1	3
111	на все	1	3
112	было бы	4	3
113	на первый	2	3
114	и их	1	3
115	к этим	1	3
116	также что	1	3
117	потому что	11	3
118	только с	2	3
119	этом отношении	2	3
120	в духе	3	3
121	есть только	9	3
122	здесь он	1	3
123	те же	1	3
124	никак не	4	3
125	до сих	1	3
126	к нему	3	3
127	того что	7	3
128	одной из	2	3
129	только в	13	3
130	конечно не	1	3
131	в начале	2	3
132	до того	1	3
133	выходит за	1	3
134	в третьей	1	3
135	но оно	2	3
136	в данном	5	3
137	в первой	1	3
138	и не	25	3
139	с этой	2	3
140	сих пор	1	3
141	но это	6	3
142	не мог	6	3
143	в книге	2	3
144	и для	3	3
145	в знаменитом	1	3
146	между ними	1	3
147	жизни и	1	3
148	они не	1	3
149	как известно	1	2
150	и то	9	2
151	тех же	1	2
152	это и	1	2
153	из самых	1	2
154	с точки	6	2
155	должна быть	2	2
156	мы не	2	2
157	не будем	1	2
158	есть нечто	1	2
159	но уже	2	2
160	но не	4	2
161	то он	4	2
162	в новом	1	2
163	за пределы	3	2
164	что они	1	2
165	в истории	5	2
166	точки зрения	13	2
167	стороны и	2	2
168	хотя и	7	2
169	он в	1	2
170	как он	1	2
171	так сказать	1	2
172	он не	8	2
173	есть именно	1	2
174	в корне	1	2
175	что все	7	2
176	лишь в	1	2
177	второй половины	1	2
178	это было	3	2
179	заключается в	1	2
180	и само	2	2
181	мы видели	3	2
182	был бы	3	2
183	из этих	3	2
184	но если	5	2
185	и сейчас	2	2
186	в своей	9	2
187	представление о	1	2
188	мы находим	2	2
189	но эта	1	2
190	их в	1	2
191	что их	1	2
192	для всего	1	2
193	так что	14	2
194	предполагать что	1	2
195	связи с	2	2
196	не могут	2	2
197	в эти	1	2
198	в последующие	1	2
199	данном случае	2	2
200	в дальнейшем	4	2
201	конечно в	1	2
202	возможно что	1	2
203	внимание на	1	2
204	доходит до	1	2
205	и во	1	2
206	там и	1	2
207	а именно	12	2
208	но с	2	2
209	и влияние	1	2
210	и весьма	3	2
211	да еще	1	2
212	что если	4	2
213	себе в	2	2
214	и прежде	1	2
215	в конце	12	2
216	может быть	8	2
217	как раз	10	2
218	были еще	2	2
219	человека и	3	2
220	что человек	1	2
221	и самая	2	2
222	если мы	4	2
223	до конца	4	2
224	нужно сказать	1	2
225	был в	1	2
226	которых мы	2	2
227	не на	2	2
228	а не	8	2
229	и вовсе	3	2
230	в частности	1	2
231	начиная с	1	2
232	и потому	10	2
233	как это	4	2
234	не был	8	2
235	что мы	2	2
236	и часто	1	2
237	мира и	1	2
238	для нас	5	2
239	бы в	2	2
240	в этих	2	2
241	еще более	1	2
242	для его	1	2
243	вполне понятно	3	2
244	в том	18	2
245	в трактате	3	2
246	все они	2	2
247	и у	3	2
248	это все	1	2
249	другой стороны	2	2
250	состоит из	1	2
251	что даже	2	2
252	есть и	4	2
253	сила и	1	2
254	отметить что	1	2
255	здесь же	2	2
256	и другие	1	2
257	того времени	1	2
258	в сфере	1	1
259	до него	1	1
260	для выяснения	1	1
261	по адресу	1	1
262	сам по	2	1
263	сын и	1	1
264	на самом	3	1
265	эта речь	2	1
266	он хотел	1	1
267	то в	6	1
268	отчетливо выражен	1	1
269	куда входит	1	1
270	из его	1	1
271	он уже	2	1
272	и больше	1	1
273	был и	2	1
274	с таким	2	1
275	самых существенных	1	1
276	в их	2	1
277	его не	1	1
278	для своего	1	1
279	правильного понимания	1	1
280	это совершенно	1	1
281	труды были	1	1
282	на первом	3	1
283	чтобы не	1	1
284	почти все	1	1
285	он как	1	1
286	всех теоретических	1	1
287	принадлежит к	1	1
288	не вполне	2	1
289	были в	2	1
290	то это	10	1
291	можно предполагать	2	1
292	мы здесь	1	1
293	и говорить	1	1
294	еще не	4	1
295	всем этим	1	1
296	на их	1	1
297	что его	2	1
298	и мира	1	1
299	живых существ	1	1
300	бы не	1	1
301	в изображении	2	1
302	свою жизнь	1	1
303	и никак	1	1
304	себе и	2	1
305	что дух	1	1
306	не просто	10	1
307	нет и	1	1
308	есть просто	2	1
309	и речи	2	1
310	природа в	2	1
311	один и	1	1
312	в поисках	1	1
313	уверенность в	1	1
314	как говорит	2	1
315	с чисто	1	1
316	только ее	1	1
317	и нет	1	1
318	первых двух	1	1
319	там же	7	1
320	что по	1	1
321	это вообще	1	1
322	и к	2	1
