N	2gram	Vinokur_Vv_1	KulturaY
1	и т	43	39
2	потому что	14	25
3	т п	5	24
4	и в	27	23
5	т е	38	22
6	не только	21	20
7	в том	31	19
8	в этом	34	18
9	и не	13	16
10	было бы	5	15
11	так как	13	15
12	может быть	24	15
13	ни к	2	15
14	т д	37	14
15	точки зрения	7	14
16	все эти	3	12
17	если бы	2	12
18	у нас	2	12
19	в самом	12	12
20	но в	10	11
21	том что	26	11
22	того чтобы	21	11
23	в области	4	11
24	русском языке	1	10
25	по себе	9	10
26	в русском	1	10
27	в языке	1	10
28	а не	3	10
29	что в	11	10
30	самом деле	6	9
31	вопрос о	8	9
32	в сущности	3	9
33	хотя бы	5	9
34	то что	17	9
35	можно было	7	9
36	вовсе не	6	9
37	для того	21	9
38	не может	13	9
39	только потому	1	8
40	с точки	2	8
41	не в	8	8
42	иными словами	1	8
43	языка и	12	8
44	и что	4	8
45	в качестве	7	8
46	уже не	5	8
47	прежде всего	8	8
48	с другой	8	8
49	что это	3	7
50	все же	8	7
51	то обстоятельство	1	7
52	в силу	3	7
53	и с	2	7
54	не менее	8	7
55	обстоятельство что	1	7
56	но и	5	7
57	с помощью	1	7
58	другой стороны	5	7
59	то же	8	6
60	и на	3	6
61	но не	7	6
62	в этой	3	6
63	да и	4	6
64	это не	8	6
65	тем не	8	6
66	по крайней	4	6
67	между тем	8	6
68	крайней мере	4	6
69	этот вопрос	4	6
70	вопроса о	1	6
71	слова в	1	6
72	русский язык	3	6
73	что не	5	6
74	что мы	2	6
75	и то	5	5
76	также и	16	5
77	мы имеем	3	5
78	зависимости от	1	5
79	еще не	4	5
80	не следует	2	5
81	должна быть	2	5
82	по существу	2	5
83	и вот	3	5
84	что все	1	5
85	об этом	5	5
86	лишь в	1	5
87	и тем	5	5
88	несмотря на	2	5
89	не могут	5	5
90	ясно что	9	5
91	в его	10	5
92	один из	6	5
93	тот же	1	5
94	что он	4	5
95	только в	13	5
96	должен быть	4	5
97	речь в	4	5
98	всяком случае	3	5
99	само по	3	5
100	вместе с	6	5
101	как это	5	5
102	что же	3	5
103	этого слова	2	5
104	слова и	1	5
105	все это	6	5
106	этом смысле	11	5
107	таким образом	19	5
108	во всяком	3	5
109	вряд ли	2	4
110	в зависимости	1	4
111	говорить о	3	4
112	в данном	11	4
113	со стороны	12	4
114	однако не	4	4
115	хотя и	3	4
116	бы и	2	4
117	на то	1	4
118	широком смысле	8	4
119	в нем	13	4
120	так и	1	4
121	но все	3	4
122	на этой	3	4
123	должно быть	2	4
124	своего рода	3	4
125	в то	5	4
126	не имеет	4	4
127	ничего не	2	4
128	что на	1	4
129	к тому	4	4
130	но также	14	4
131	и о	1	4
132	от того	3	4
133	или в	1	4
134	могут быть	4	4
135	можно сказать	3	4
136	русского языка	1	4
137	мы знаем	1	4
138	в конце	3	4
139	в них	4	4
140	в особенности	4	4
141	в каком	1	4
142	не было	1	4
143	в связи	2	4
144	как бы	5	4
145	в результате	3	4
146	этой области	3	4
147	сказать что	5	4
148	к этому	3	4
149	так же	3	4
150	того же	3	3
151	это и	1	3
152	что можно	2	3
153	как не	1	3
154	меньшей степени	1	3
155	этой почве	2	3
156	а только	8	3
157	или иное	1	3
158	как в	1	3
159	с этим	2	3
160	то или	1	3
161	выражение в	1	3
162	главным образом	1	3
163	в статье	1	3
164	на этом	3	3
165	что она	3	3
166	о которых	2	3
167	этого не	2	3
168	чем в	3	3
169	нисколько не	3	3
170	если и	1	3
171	что такое	10	3
172	то для	1	3
173	в таких	1	3
174	в возможности	1	3
175	слова не	1	3
176	казалось бы	2	3
177	слова как	2	3
178	же время	5	3
179	и его	5	3
180	связи с	3	3
181	следует что	2	3
182	языка в	4	3
183	уже о	1	3
184	отличается от	1	3
185	всего в	1	3
186	что оно	2	3
187	как мы	9	3
188	в виду	4	3
189	в ней	3	3
190	здесь не	2	3
191	а в	5	3
192	для этого	3	3
193	вот почему	3	3
194	никак не	1	3
195	а также	3	3
196	языке как	1	3
197	вопросу о	2	3
198	что и	3	3
199	в форме	2	3
200	в лучшем	1	3
201	конце концов	2	3
202	того что	12	3
203	большей или	2	3
204	есть в	1	3
205	уже в	5	3
206	же в	1	3
207	до конца	3	3
208	у него	1	3
209	как раз	4	3
210	тем что	6	3
211	указание на	1	3
212	или иначе	4	3
213	именно в	8	3
214	или меньшей	2	3
215	в соответствии	2	3
216	а главное	1	3
217	различие между	1	3
218	из которых	2	3
219	лучшем случае	1	3
220	но для	1	3
221	в большей	7	3
222	этом отношении	3	3
223	но это	1	3
224	совершенно не	1	3
225	и это	6	3
226	точно так	2	3
227	гораздо более	3	3
228	смысле слова	7	2
229	также что	1	2
230	речь идет	2	2
231	отношения к	1	2
232	же как	3	2
233	чтобы не	1	2
234	на самом	1	2
235	тех же	1	2
236	и есть	3	2
237	можно говорить	1	2
238	и до	2	2
239	той же	4	2
240	что между	1	2
241	что если	2	2
242	на такие	1	2
243	бы например	1	2
244	этого термина	2	2
245	так называемые	1	2
246	бы сказать	1	2
247	так или	4	2
248	в широком	7	2
249	не то	1	2
250	специфические признаки	1	2
251	к слову	1	2
252	ответ на	3	2
253	очевидно что	1	2
254	отличие от	3	2
255	не просто	4	2
256	материалом для	1	2
257	дает нам	1	2
258	в своем	3	2
259	языке не	1	2
260	его к	2	2
261	какой смысл	1	2
262	от этого	5	2
263	за собой	3	2
264	и у	1	2
265	по словам	1	2
266	при этом	3	2
267	в основании	3	2
268	не как	3	2
269	данном отношении	2	2
270	свое время	2	2
271	для данной	1	2
272	состоит в	2	2
273	лишь с	1	2
274	это конечно	1	2
275	в другом	3	2
276	того или	1	2
277	заключается в	4	2
278	она стала	1	2
279	данном случае	5	2
280	только о	2	2
281	но уже	2	2
282	рядом с	2	2
283	все равно	1	2
284	соответствии с	2	2
285	с тем	6	2
286	как и	5	2
287	не всегда	1	2
288	мы видели	2	2
289	а если	2	2
290	как некоторое	1	2
291	бы на	1	2
292	и сейчас	2	2
293	в своей	4	2
294	в их	11	2
295	если можно	1	2
296	в отличие	3	2
297	в которых	6	2
298	установка на	1	2
299	нельзя было	1	2
300	средствами языка	1	2
301	и более	1	2
302	не должно	1	2
303	в атмосфере	1	2
304	в отношении	2	2
305	стоит в	2	2
306	это дает	1	2
307	может служить	3	2
308	дело не	3	2
309	уже из	1	2
310	того как	3	2
311	но что	3	2
312	например что	2	2
313	образом в	1	2
314	но здесь	1	2
315	следовательно и	1	2
316	под этим	1	2
317	в самой	1	2
318	и далее	2	2
319	да рядом	1	2
320	должны быть	1	2
321	понять что	1	2
322	оно не	1	2
323	утверждать что	1	2
324	свою очередь	1	2
325	говоря уже	2	2
326	на том	3	2
327	что у	1	2
328	отсюда и	2	2
329	это только	4	2
330	по сравнению	3	2
331	и вообще	3	2
332	говорим о	1	2
333	язык и	3	2
334	одного из	1	2
335	после того	2	2
336	английского языка	1	2
337	в конечном	1	2
338	к нему	2	2
339	вся эта	1	2
340	нуждается в	2	2
341	язык в	1	2
342	вообще и	3	2
343	а именно	6	2
344	тех пор	1	2
345	с той	1	2
346	с ними	1	2
347	или же	3	2
348	с одной	4	2
349	языка как	2	2
350	а это	1	2
351	то только	1	2
352	е на	1	2
353	ставит себе	1	2
354	даже и	3	2
355	никогда не	3	2
356	и даже	5	2
357	ли это	1	2
358	еще и	3	2
359	но есть	1	2
360	обратить внимание	2	2
361	превращается в	1	2
362	на этот	4	2
363	которых мы	1	2
364	не на	1	2
365	однако и	1	2
366	языка не	1	2
367	он и	2	2
368	для этой	1	2
369	так называемых	4	2
370	в частности	3	2
371	представить себе	5	2
372	мы говорим	2	2
373	sui generis	2	2
374	о возможности	1	2
375	данного рода	1	2
376	в той	7	2
377	смысле этого	8	2
