N	3gram	Vygotskiy__3	Analitik
1	о том что	3	6
2	в том что	17	6
3	в данном случае	1	5
4	состоит в том	3	4
5	по отношению к	2	4
6	с одной стороны	5	4
7	и в этом	2	4
8	в этом случае	1	4
9	подобно тому как	1	3
10	в этом отношении	3	3
11	того или иного	2	3
12	в самом начале	1	3
13	той или иной	2	3
14	тем не менее	5	3
15	как и в	2	3
16	в этом смысле	2	2
17	с точки зрения	1	2
18	в результате чего	1	2
19	можно было бы	5	2
20	том или ином	1	2
21	и то что	2	2
22	в значительной степени	1	2
23	не только в	1	2
24	в отличие от	6	2
25	с другой стороны	3	2
26	и в самом	1	2
27	на то что	3	2
28	с той или	1	2
29	не в состоянии	1	1
30	что иное как	1	1
31	сказать что в	1	1
32	приводит к тому	1	1
33	одним и тем	1	1
34	более или менее	1	1
35	никоим образом не	1	1
36	в роли знаков	1	1
37	хотя бы и	1	1
38	сами по себе	3	1
39	между тем как	1	1
40	как это свойственно	1	1
41	во всех этих	1	1
42	к тому или	1	1
43	несмотря на его	1	1
44	так что все	1	1
45	как она была	1	1
46	с другом в	1	1
47	с этой точки	2	1
48	то и другое	4	1
49	а как бы	1	1
50	в применении к	1	1
51	есть в сущности	1	1
52	в целом все	1	1
53	и тем же	1	1
54	они относятся к	1	1
55	и т.д в	1	1
56	тому или иному	2	1
57	на этот раз	1	1
58	и все его	1	1
59	тот же самый	1	1
60	в известном смысле	2	1
61	это имеет место	1	1
62	имеем дело с	1	1
63	том что начальные	1	1
64	так или иначе	1	1
65	в свою очередь	2	1
66	в связи с	5	1
67	из них не	1	1
68	многие частные моменты	1	1
69	имеем дело не	1	1
70	практически совпадает с	1	1
71	этой точки зрения	2	1
72	внешней и внутренней	3	1
73	имеет место в	1	1
74	пространственных и временных	1	1
75	есть не что	1	1
76	всех этих случаях	1	1
77	не может быть	2	1
78	так же точно	3	1
79	отнюдь не является	1	1
80	заключается в том	7	1
81	ни одна из	1	1
82	не что иное	1	1
83	целом все это	1	1
84	не столько с	1	1
85	в самом его	1	1
86	включающий в себя	1	1
87	к тому что	1	1
88	сама по себе	1	1
89	друг с другом	5	1
90	как это имеет	1	1
91	точно так же	1	1
92	как говорит сам	1	1
93	то же самое	1	1
94	которого никогда не	1	1
95	еще не гарантирует	1	1
96	чтобы прийти к	1	1
