N	2gram	Propp_Isto_1	Stilisti
1	и в	28	42
2	не только	12	27
3	как бы	2	27
4	прежде всего	10	22
5	хотя бы	4	17
6	то же	12	15
7	но и	10	15
8	и не	9	14
9	не может	15	12
10	может быть	25	12
11	мы уже	1	11
12	как и	4	11
13	отнюдь не	1	10
14	в этом	8	10
15	и как	2	10
16	как мы	3	10
17	мы должны	13	10
18	что мы	7	10
19	мы не	10	9
20	при этом	3	9
21	в то	3	9
22	для того	1	9
23	то что	9	9
24	в ней	7	8
25	все же	10	8
26	в себе	2	8
27	таким образом	8	8
28	и это	1	8
29	с тем	4	8
30	эти слова	1	8
31	что же	3	8
32	в зависимости	2	7
33	зависимости от	2	7
34	и на	4	7
35	в которой	1	7
36	было бы	7	7
37	и тем	2	7
38	так как	6	7
39	никогда не	14	7
40	потому что	4	7
41	того чтобы	1	7
42	ничего не	2	7
43	только в	11	7
44	и его	3	7
45	мы можем	1	7
46	а не	15	7
47	и от	2	7
48	во всех	2	6
49	мы будем	5	6
50	точку зрения	3	6
51	в этой	6	6
52	но ведь	1	6
53	в нем	2	6
54	не в	9	6
55	в области	2	6
56	когда мы	2	6
57	так и	9	6
58	другими словами	4	6
59	в форме	3	6
60	и так	1	6
61	в конце	1	6
62	в нашем	1	5
63	независимо от	1	5
64	и с	4	5
65	того или	1	5
66	мы видели	2	5
67	тому что	1	5
68	а в	7	5
69	же самое	3	5
70	те же	1	5
71	в его	5	5
72	и их	3	5
73	слова в	1	5
74	мы никогда	1	5
75	вместе с	6	5
76	как это	3	5
77	или иного	1	5
78	и то	1	4
79	тем же	1	4
80	себя в	2	4
81	что именно	1	4
82	и к	1	4
83	но в	8	4
84	что это	8	4
85	так сказать	1	4
86	уже не	3	4
87	можно было	5	4
88	его в	6	4
89	самого начала	2	4
90	на него	4	4
91	у нас	1	4
92	но все	4	4
93	всего в	2	4
94	к тому	6	4
95	на это	2	4
96	с самого	2	4
97	если бы	8	4
98	на другого	1	4
99	о том	9	4
100	которой мы	1	4
101	того что	4	4
102	один из	4	4
103	мы видим	11	4
104	с появлением	1	4
105	мы увидим	10	4
106	в качестве	5	4
107	если мы	3	4
108	точка зрения	2	4
109	были бы	2	4
110	не просто	3	4
111	а с	2	4
112	и пр	4	4
113	к своему	2	4
114	не что	1	4
115	все это	4	4
116	не знаем	2	4
117	не существует	2	4
118	бы в	2	4
119	так же	7	4
120	отношения к	2	3
121	словом и	1	3
122	на самом	1	3
123	еще не	7	3
124	видели что	3	3
125	то он	2	3
126	которые связаны	1	3
127	ответ на	2	3
128	или иное	1	3
129	перед нами	3	3
130	хотя и	1	3
131	та же	1	3
132	вследствие этого	2	3
133	уже видели	1	3
134	и вот	2	3
135	их в	5	3
136	здесь мы	7	3
137	об этом	4	3
138	связанных с	1	3
139	это не	7	3
140	чаще всего	1	3
141	не мог	1	3
142	том что	7	3
143	что такое	2	3
144	бы мы	2	3
145	связь и	1	3
146	связи с	4	3
147	чрезвычайно важно	1	3
148	да и	1	3
149	что оно	1	3
150	в виду	1	3
151	в ее	2	3
152	что у	1	3
153	мы в	2	3
154	и здесь	7	3
155	должно было	1	3
156	связь между	3	3
157	то мы	4	3
