N	4gram	Medvedev_F_2	slovoVRo
1	в то же время	5	4
2	и т п все	1	3
3	но в то же	1	3
4	и т п в	1	2
5	ни в чем не	1	2
6	в зависимости от характера	1	2
7	языка не может быть	1	2
8	как к своему пределу	1	1
9	то же время и	1	1
10	по самому своему существу	1	1
11	во всей ее конкретности	1	1
12	и не может быть	2	1
13	различия между этими двумя	1	1
14	бы она ни была	3	1
15	в самом языке как	2	1
16	и в то же	3	1
17	и т п слово	1	1
18	не для того чтобы	1	1
19	в этом отношении он	1	1
20	все более и более	1	1
21	не может быть конечно	1	1
22	менее всего может быть	1	1
23	в значительной степени и	1	1
