N	3gram	Tiupa_Lite_3	Problemy
1	и т п	1	9
2	с точки зрения	3	8
3	по отношению к	4	5
4	то же время	7	5
5	в то же	7	5
6	в отличие от	5	4
7	сама по себе	1	4
8	не может быть	3	4
9	в самом деле	2	4
10	как бы в	1	4
11	в той или	1	3
12	к себе самому	2	3
13	более или менее	1	3
14	к тому же	5	3
15	с другой стороны	2	3
16	той или иной	2	3
17	мы чувствуем что	1	2
18	хотя и не	1	2
19	а затем и	1	2
20	оно должно быть	1	2
21	в отношении к	1	2
22	но при этом	1	2
23	я не могу	1	2
24	тем не менее	1	2
25	и в словах	1	2
26	на то что	2	2
27	друг от друга	1	2
28	по себе но	1	2
29	о том как	1	1
30	я и мир	1	1
31	но уже и	1	1
32	в этом его	1	1
33	не знает что	1	1
34	обойтись без другого	1	1
35	мысли в каждом	1	1
36	по существу своему	1	1
37	уже не может	1	1
38	и наконец в	1	1
39	как бы не	1	1
40	как и всякое	1	1
41	нельзя не согласиться	1	1
42	в том числе	3	1
43	то же самое	2	1
44	одной стороны и	2	1
45	а не как	2	1
46	хотя бы и	1	1
47	бы то ни	2	1
48	лишь тогда когда	1	1
49	у него не	1	1
50	но и в	2	1
51	между тем как	1	1
52	в себе и	1	1
53	там где есть	1	1
54	в третьем лице	2	1
55	при этом не	1	1
56	том числе и	2	1
57	почти никогда не	1	1
58	то что было	1	1
59	внутренний диалог с	1	1
60	но кто же	1	1
61	в значительной степени	1	1
62	на этой почве	1	1
63	в самую гущу	1	1
64	то ни было	2	1
65	с одной стороны	4	1
66	в связи с	1	1
67	но в отличие	2	1
68	так или иначе	2	1
69	в каждом своем	1	1
70	и в том	1	1
71	о том что	4	1
72	только на то	1	1
73	на самом деле	1	1
74	в одном из	2	1
75	этой точки зрения	1	1
76	никогда не бывает	1	1
77	не только не	1	1
78	как бы уже	1	1
79	романтизм принес с	1	1
80	героя никогда не	1	1
81	но не в	1	1
82	там на суде	1	1
83	уже и не	1	1
84	берет на себя	2	1
85	в том что	4	1
86	не в одном	2	1
