N	2gram	Trubetskoy_1	Formalny
1	и в	26	38
2	в этом	15	27
3	может быть	10	23
4	и его	1	21
5	и пр	1	21
6	таким образом	22	20
7	и не	8	20
8	в самом	4	16
9	не в	2	15
10	прежде всего	2	15
11	не может	4	14
12	в нем	4	13
13	связи с	9	13
14	но и	9	13
15	с его	2	11
16	с тем	18	11
17	в том	11	11
18	языка как	1	11
19	с другими	4	10
20	в его	5	10
21	в связи	3	10
22	с помощью	1	10
23	не только	10	9
24	при этом	3	9
25	и с	10	9
26	как и	1	9
27	на почве	1	9
28	в процессе	2	9
29	самом деле	1	8
30	все же	6	8
31	точки зрения	13	8
32	так и	6	8
33	что и	6	8
34	тем что	1	8
35	в первом	1	7
36	в корне	1	7
37	лишь в	5	7
38	по себе	1	7
39	для него	3	7
40	в своей	1	7
41	с точки	6	7
42	во втором	1	7
43	уже не	3	7
44	этом отношении	2	7
45	в других	3	7
46	не могут	2	7
47	по существу	2	7
48	что в	9	7
49	и ее	1	6
50	в ней	1	6
51	все эти	6	6
52	в этой	4	6
53	то же	4	6
54	было бы	1	6
55	он не	4	6
56	в их	1	6
57	могут быть	1	6
58	только в	4	6
59	то что	7	6
60	не было	2	6
61	вместе с	15	6
62	а не	5	6
63	как раз	1	6
64	в результате	3	6
65	хотя бы	3	6
66	а в	4	6
67	это и	1	5
68	всего этого	1	5
69	во всех	2	5
70	в общем	8	5
71	в слове	1	5
72	в то	4	5
73	же время	2	5
74	если бы	3	5
75	и должно	1	5
76	и только	4	5
77	что он	4	5
78	всяком случае	6	5
79	именно в	2	5
80	с этим	1	5
81	и для	5	5
82	бы в	1	5
83	во всяком	6	5
84	в сущности	1	4
85	что оно	4	4
86	в сторону	1	4
87	что они	1	4
88	как в	1	4
89	и наконец	2	4
90	и к	5	4
91	не следует	1	4
92	не как	2	4
93	его от	2	4
94	от нее	1	4
95	входит в	1	4
96	мы видели	2	4
97	как о	3	4
98	ничего не	1	4
99	к тому	6	4
100	здесь не	1	4
101	но в	7	4
102	по учению	3	4
103	из них	7	4
104	так как	9	4
105	и даже	3	4
106	другой стороны	1	4
107	там где	1	4
108	как бы	12	4
109	известной степени	1	4
110	совершенно не	1	4
111	к этому	3	4
112	они не	1	4
113	же как	3	3
114	и отчасти	1	3
115	тем же	1	3
116	и до	1	3
117	а как	1	3
118	мы не	1	3
119	между этими	2	3
120	и на	2	3
121	если в	3	3
122	материалом для	1	3
123	как к	1	3
124	однако не	1	3
125	и как	3	3
126	от этого	1	3
127	не приходится	1	3
128	что это	3	3
129	из этих	10	3
130	роль в	1	3
131	только на	1	3
132	так сказать	1	3
133	время и	1	3
134	но именно	1	3
135	всех этих	1	3
136	главным образом	8	3
137	его в	1	3
138	это было	1	3
139	в ином	1	3
140	такой же	1	3
141	его нельзя	1	3
142	место в	1	3
143	до известной	1	3
144	не является	1	3
145	в области	9	3
146	но все	7	3
147	его с	1	3
148	не есть	1	3
149	период развития	1	3
150	того чтобы	5	3
151	особенно в	2	3
152	и здесь	2	3
153	одного из	1	3
154	в значительной	3	3
155	должно было	2	3
156	к нему	7	3
157	того что	3	3
158	лишь постольку	1	3
159	мы знаем	1	3
160	и их	1	3
161	для того	5	3
162	с другой	8	3
163	и прежде	1	3
164	он становится	1	3
165	быть и	2	3
166	все это	6	3
167	и все	2	3
168	жизни и	2	3
169	вряд ли	1	2
170	можно говорить	1	2
171	в такой	1	2
172	идет о	1	2
173	явления и	1	2
174	его не	2	2
175	в учении	1	2
176	совпадает с	1	2
177	от всей	1	2
178	в широком	1	2
179	совсем не	1	2
180	но не	8	2
181	от характера	1	2
182	отношение к	5	2
183	отличие от	1	2
184	к сожалению	3	2
185	в одной	1	2
186	что именно	2	2
187	для создания	1	2
188	кроме того	1	2
189	то в	1	2
190	та же	1	2
191	в которой	3	2
192	уже в	2	2
193	он в	2	2
194	элементов в	1	2
195	борьбы с	1	2
196	состоит в	2	2
197	не к	2	2
198	именно из	2	2
199	широком смысле	1	2
200	и более	1	2
201	из него	2	2
202	и по	4	2
203	на этом	1	2
204	то ни	2	2
205	говорить не	1	2
206	но совершенно	1	2
207	должен был	4	2
208	ни в	1	2
209	должно быть	1	2
210	том что	7	2
211	нужно было	1	2
212	в этих	4	2
213	не так	1	2
214	что о	2	2
215	представление о	6	2
216	в отличие	1	2
217	должны были	1	2
218	их в	1	2
219	не могли	1	2
220	для этого	2	2
221	даже в	1	2
222	занимают в	1	2
223	самого начала	2	2
224	не имеет	5	2
225	ее с	2	2
226	этими двумя	2	2
227	не по	1	2
228	никогда не	5	2
229	и лишь	1	2
230	постольку поскольку	1	2
231	как она	1	2
