N	2gram	Propp_Isto_6	Problemy
1	и в	26	34
2	и не	10	29
3	как бы	4	27
4	что он	9	23
5	в его	5	22
6	к другому	1	20
7	в нем	8	19
8	может быть	11	19
9	не может	6	19
10	как и	5	18
11	к себе	2	17
12	в этом	12	16
13	но в	7	16
14	и его	7	16
15	все это	1	16
16	он не	2	15
17	и с	6	15
18	что я	1	15
19	прежде всего	4	15
20	то же	5	14
21	к нему	1	14
22	для него	1	13
23	и к	1	12
24	в то	5	12
25	потому что	13	12
26	но и	9	12
27	т е	22	12
28	вовсе не	2	11
29	то что	6	11
30	не только	10	10
31	не в	3	9
32	а не	2	9
33	и т	10	8
34	никогда не	13	8
35	с ним	8	8
36	в другом	1	8
37	так же	2	8
38	что же	2	8
39	и для	1	8
40	точки зрения	1	8
41	на него	2	7
42	как будто	3	7
43	как мы	4	7
44	и даже	1	7
45	что не	2	7
46	там где	5	7
47	этого слова	1	7
48	все же	8	7
49	что в	12	7
50	мы уже	6	6
51	и на	12	6
52	с его	4	6
53	отношение к	1	6
54	что они	2	6
55	что у	2	6
56	так и	5	6
57	в себе	3	6
58	только в	5	6
59	от него	3	6
60	с ними	2	6
61	не знает	1	6
62	отношению к	2	6
63	на них	1	5
64	по отношению	2	5
65	и наконец	3	5
66	что это	2	5
67	в целом	1	5
68	и вот	3	5
69	но все	2	5
70	с тем	4	5
71	он и	2	5
72	даже в	2	5
73	таким образом	12	5
74	к тому	2	5
75	и сам	2	5
76	и что	5	5
77	что и	4	5
78	это не	4	5
79	все время	2	5
80	того что	2	5
81	так что	3	5
82	всяком случае	2	5
83	в одном	3	5
84	когда я	1	5
85	к своему	3	5
86	другого человека	1	5
87	и от	3	5
88	мы должны	2	5
89	а в	3	5
90	героя в	2	5
91	во всяком	2	5
92	из его	2	4
93	он как	1	4
94	еще не	9	4
95	но не	2	4
96	но как	4	4
97	как в	6	4
98	он в	1	4
99	все эти	8	4
100	но на	1	4
101	на его	4	4
102	при этом	3	4
103	на этом	1	4
104	что все	1	4
105	в мире	1	4
106	его в	5	4
107	ни в	2	4
108	но это	4	4
109	меня не	1	4
110	ничего не	2	4
111	его с	3	4
112	и это	8	4
113	если бы	3	4
114	на вопрос	1	4
115	в виде	6	4
116	так как	18	4
117	у него	7	4
118	на меня	1	4
119	с другой	10	4
120	тем что	5	4
121	вместе с	8	4
122	бы он	1	4
123	и то	3	3
124	за собой	5	3
125	в ней	5	3
126	что его	1	3
127	в одной	2	3
128	хотя и	1	3
129	и как	2	3
130	уже в	1	3
131	ее как	1	3
132	вы меня	1	3
133	как он	6	3
134	к одному	1	3
135	не как	1	3
136	их в	3	3
137	знает что	1	3
138	его и	1	3
139	далеко не	3	3
140	мы видели	11	3
141	такой же	3	3
142	в своей	3	3
143	как ты	1	3
144	в котором	1	3
145	самого героя	1	3
146	не менее	1	3
147	но он	2	3
148	что с	1	3
149	том что	10	3
150	уже говорили	1	3
151	есть только	1	3
152	где он	2	3
153	с ее	1	3
154	не могу	1	3
155	в ее	1	3
156	еще в	3	3
157	для этого	1	3
158	сводится к	2	3
159	между тем	1	3
160	говорит он	2	3
161	наконец в	1	3
162	к концу	3	3
163	в него	3	3
164	но так	3	3
165	в том	12	3
166	человека с	1	3
167	совсем другое	2	3
168	от другого	1	3
169	а с	2	3
170	своего собственного	1	3
171	в стиле	1	3
172	он только	1	3
173	под влиянием	1	3
174	вот я	1	3
175	но для	2	3
176	бы в	1	3
177	но зато	1	3
178	только что	2	3
179	его к	1	3
180	только с	1	3
181	другой стороны	8	3
182	жизни и	2	3
183	например в	7	2
184	здесь и	2	2
185	все те	1	2
186	и этот	1	2
187	а как	1	2
188	та же	3	2
189	героя но	1	2
190	совпадает с	1	2
191	кто же	1	2
192	того же	2	2
193	и он	4	2
194	меня в	3	2
195	в которых	2	2
196	во всех	1	2
197	друг на	1	2
198	отличие от	1	2
199	с этим	2	2
200	в своем	2	2
201	когда он	3	2
202	не удалось	1	2
203	знаю что	1	2
204	увидим что	2	2
205	нет здесь	1	2
206	в этот	1	2
207	бы с	1	2
208	еще далеко	1	2
209	раз в	1	2
210	вообще не	3	2
211	т д	8	2
212	и если	1	2
213	друг с	1	2
214	подобно тому	1	2
215	же не	2	2
216	те же	1	2
217	чтобы все	1	2
218	было бы	2	2
219	он есть	1	2
220	в жизни	1	2
221	кажется что	2	2
222	по всему	2	2
223	в них	3	2
224	если я	1	2
225	глаза и	1	2
226	был бы	1	2
227	она в	2	2
228	своего рода	2	2
229	которые в	2	2
230	тем не	1	2
231	по ту	1	2
232	однако в	2	2
233	что сам	1	2
234	тому чтобы	1	2
235	бы два	1	2
236	между двумя	1	2
237	другим на	1	2
238	тому что	1	2
239	если и	1	2
240	этими двумя	1	2
241	этом случае	6	2
242	к ней	1	2
243	как она	1	2
244	такая же	1	2
245	как на	3	2
246	мире и	1	2
247	ли это	1	2
248	с другом	1	2
249	очень часто	5	2
250	не является	1	2
251	нет ни	2	2
252	отличается от	2	2
253	так в	6	2
254	и происходит	2	2
255	жизнь и	1	2
256	с человеком	1	2
257	находится в	1	2
258	о том	7	2
259	все его	1	2
260	или как	2	2
261	переходит в	1	2
262	на одном	1	2
263	в форме	2	2
264	и только	3	2
265	быть и	1	2
266	один из	3	2
267	но с	1	2
268	вне себя	1	2
269	что даже	1	2
270	и ее	3	2
271	при всей	1	2
272	с которыми	1	2
273	же и	1	2
274	уже не	7	2
275	него и	3	2
276	мы знаем	2	2
277	ту сторону	1	2
278	друг друга	1	2
279	как его	1	2
280	свои функции	1	2
281	нет в	3	2
282	были бы	1	2
283	связан с	6	2
284	и создает	1	2
285	он это	1	2
286	не было	3	2
287	на друга	1	2
288	о чем	2	2
289	когда она	1	2
290	вступает в	1	2
291	это в	1	2
292	смысле этого	1	2
293	мысль и	1	2
294	тому как	1	2
295	самого себя	2	2
296	остается в	1	2
297	или другого	1	2
298	с этой	2	2
299	что оно	4	2
300	вопрос о	3	2
301	обращается к	2	2
302	не с	1	2
303	будто бы	1	2
304	которых он	2	2
305	мысли о	1	2
306	сказать что	3	2
307	в последнем	2	2
308	время не	1	2
309	того или	1	2
310	ту же	2	1
311	одним из	1	1
312	также и	1	1
313	с кем	1	1
314	не имел	1	1
315	силы и	1	1
316	тех же	1	1
317	идет о	1	1
318	нам кажется	2	1
319	ясно что	1	1
320	мертвых я	1	1
321	объяснение может	1	1
322	что эти	2	1
323	и больше	2	1
324	этого он	1	1
325	был и	1	1
326	отношения к	1	1
327	несколько иной	1	1
328	этом направлении	1	1
329	со всех	1	1
330	пока он	1	1
331	или наоборот	1	1
332	они приносят	1	1
333	приводят к	3	1
334	время как	3	1
335	но она	1	1
336	эта функция	1	1
337	а во-вторых	1	1
338	бы ни	1	1
339	не происходит	3	1
340	они были	1	1
341	но даже	1	1
342	то это	5	1
343	не совсем	1	1
344	из которых	3	1
345	иван не	1	1
346	зависимости от	2	1
347	такое же	1	1
348	всех сторон	1	1
349	все так	1	1
350	дать ему	1	1
351	он был	2	1
352	его уже	1	1
353	бы она	1	1
354	видели что	3	1
355	сказать хотя	1	1
356	то он	2	1
357	в голове	1	1
358	не все	1	1
359	вступают в	1	1
360	тут же	1	1
361	не просто	1	1
362	мы сейчас	1	1
363	в главе	1	1
364	когда например	1	1
365	видах и	1	1
366	иногда они	1	1
367	лицом к	1	1
368	трудно сказать	1	1
369	сих пор	4	1
370	независимо от	3	1
371	как нам	1	1
372	и пр	1	1
373	перед нами	2	1
374	в полном	1	1
375	ясно и	1	1
376	и хотя	2	1
377	оттого что	3	1
378	ни один	1	1
379	сказать о	1	1
380	за это	1	1
381	развивается и	2	1
382	в этой	2	1
383	самая распространенная	1	1
384	им в	1	1
385	и тот	1	1
386	и до	2	1
387	герой есть	1	1
388	в такую	1	1
389	есть ее	1	1
390	этот процесс	1	1
391	главным образом	3	1
392	после этого	4	1
393	раз когда	1	1
394	из нашего	1	1
395	на третий	1	1
396	этого вопроса	1	1
397	в живых	1	1
398	характер в	1	1
399	чтобы в	1	1
400	из него	2	1
401	отворил дверь	1	1
402	так например	3	1
403	они на	1	1
404	на то	2	1
405	о таком	1	1
406	одно и	1	1
407	человека в	2	1
408	здесь мы	4	1
409	а затем	1	1
410	и может	1	1
411	об этом	1	1
412	них не	1	1
413	то есть	1	1
414	мире как	1	1
415	это когда	1	1
416	овладеть им	1	1
417	в свой	1	1
418	например герой	1	1
419	приходит в	2	1
420	будто что-то	1	1
421	был очень	1	1
422	в мир	1	1
423	когда лежал	1	1
424	тех которые	2	1
425	но уже	1	1
426	она и	1	1
427	ни одной	2	1
428	здесь можно	7	1
429	перейдем к	1	1
430	меня но	1	1
431	такою же	1	1
432	чтобы они	2	1
433	я пришел	1	1
434	в один	1	1
435	их на	1	1
436	же есть	1	1
437	перед собой	1	1
438	в других	4	1
439	и становится	1	1
440	в эту	2	1
441	в этих	2	1
442	можно сказать	2	1
443	и при	1	1
444	таким же	3	1
445	можно найти	1	1
446	я его	2	1
447	в чужие	1	1
448	человеком и	2	1
449	начиная от	2	1
450	не столько	1	1
451	еще с	1	1
452	их можно	2	1
453	оказывается что	1	1
454	они уже	1	1
455	должны были	2	1
456	другом и	1	1
457	в прямом	1	1
458	и эти	5	1
459	и более	1	1
460	есть еще	2	1
461	что этот	2	1
462	черта также	1	1
463	заставляет его	1	1
464	же мы	5	1
465	нас к	5	1
466	соединение с	1	1
467	на один	1	1
468	случае в	1	1
469	третий день	1	1
470	она не	3	1
471	отметить что	2	1
472	считает что	1	1
473	на котором	3	1
