N	2gram	Medvedev_F_1	Problemy
1	и в	24	43
2	и не	20	29
3	т е	34	26
4	может быть	14	23
5	как бы	6	22
6	не может	16	18
7	в пределах	6	16
8	как и	11	14
9	но и	7	14
10	и т	12	13
11	в этом	15	13
12	точки зрения	16	13
13	что он	3	13
14	в нем	14	12
15	в одном	2	12
16	слова в	1	12
17	не только	7	11
18	в каждом	3	11
19	не в	8	11
20	по себе	5	11
21	и на	8	10
22	но в	5	10
23	как мы	5	10
24	в его	23	10
25	прежде всего	22	10
26	еще не	6	9
27	он не	3	9
28	пределах одного	1	9
29	никогда не	4	9
30	в большинстве	3	9
31	т п	4	9
32	то же	10	8
33	лишь в	8	8
34	для него	3	8
35	с точки	13	8
36	и его	10	8
37	большинстве случаев	2	8
38	или в	1	8
39	перед нами	1	7
40	в самом	5	7
41	в то	9	7
42	в другом	1	7
43	в него	2	7
44	до сих	6	7
45	а не	10	7
46	о себе	1	7
47	что же	1	7
48	сих пор	6	7
49	то что	8	7
50	и наконец	3	6
51	так сказать	3	6
52	при этом	5	6
53	к одному	1	6
54	не как	4	6
55	в этих	1	6
56	здесь не	3	6
57	приводит к	2	6
58	в том	6	6
59	в котором	1	6
60	у него	1	6
61	и все	6	6
62	самом деле	6	5
63	нам кажется	1	5
64	но не	3	5
65	по отношению	4	5
66	хотя и	1	5
67	в себе	3	5
68	все эти	6	5
69	но ведь	2	5
70	на то	1	5
71	таким образом	13	5
72	и с	8	5
73	было бы	6	5
74	в слове	1	5
75	но здесь	1	5
76	и что	2	5
77	же время	8	5
78	к нему	1	5
79	мы увидим	4	5
80	так что	1	5
81	вовсе не	10	5
82	в той	1	5
83	все это	9	5
84	бы в	3	5
85	а в	6	5
86	на фоне	3	5
87	отношению к	4	5
88	и до	5	4
89	а как	2	4
90	мы не	3	4
91	с его	4	4
92	во всех	5	4
93	отличие от	1	4
94	сама по	2	4
95	там где	1	4
96	вот как	1	4
97	в своем	11	4
98	словом в	1	4
99	в произведении	2	4
100	т д	8	4
101	если же	2	4
102	может стать	1	4
103	в них	3	4
104	далеко не	1	4
105	должно быть	11	4
106	в своей	11	4
107	установка на	1	4
108	в отличие	1	4
109	но он	1	4
110	у тургенева	2	4
111	как его	1	4
112	в самой	2	4
113	к тому	3	4
114	и это	2	4
115	типов и	1	4
116	в чужом	2	4
117	в словах	1	4
118	из одного	1	4
119	только в	2	4
120	ни одного	2	4
121	так как	1	4
122	как раз	2	4
123	с другой	5	4
124	до конца	7	4
125	более того	3	4
126	не на	2	4
127	не могут	1	4
128	но это	3	4
129	в результате	2	4
130	между ними	3	4
131	совершенно не	1	4
132	что в	4	4
133	себя как	1	3
134	также и	1	3
135	связи между	1	3
136	в конкретном	3	3
137	должна быть	7	3
138	мы уже	1	3
139	той же	1	3
140	что если	1	3
141	в единстве	7	3
142	и свой	1	3
143	и со	2	3
144	здесь нет	1	3
145	за пределы	2	3
146	стороны и	4	3
147	в художественном	3	3
148	кроме того	1	3
149	когда он	3	3
150	своего художественного	1	3
151	и к	4	3
152	более или	6	3
153	только на	5	3
154	направлено на	1	3
155	реакции на	1	3
156	это не	2	3
157	в жизни	3	3
158	разобранные нами	1	3
159	переходим к	1	3
160	такой же	1	3
161	или менее	6	3
162	и их	10	3
163	в их	11	3
164	не должна	7	3
165	в отношении	3	3
166	она не	6	3
167	на него	2	3
168	ничего не	2	3
169	во всем	2	3
170	могут быть	1	3
171	не менее	11	3
172	так и	18	3
173	со всею	5	3
174	даны в	1	3
175	если бы	4	3
176	и даже	3	3
177	с ним	2	3
178	и здесь	6	3
179	быть более	1	3
180	в различных	2	3
181	между тем	2	3
182	что и	2	3
183	наконец в	3	3
184	здесь в	2	3
185	в формах	4	3
186	его в	3	3
187	и ее	10	3
188	со всеми	3	3
189	себя в	1	3
190	уже не	2	3
191	в виде	1	3
192	или иной	1	3
193	он и	1	3
194	ни на	3	3
195	по существу	2	3
196	но для	3	3
197	все же	3	3
198	и для	1	3
199	сознания и	1	3
200	в эту	2	3
201	не знает	1	3
202	другой стороны	1	3
203	в последнем	1	3
204	есть и	1	3
205	а между	1	2
206	ту же	1	2
207	отношения к	6	2
208	положение в	1	2
209	для построения	1	2
210	чтобы не	2	2
211	самый предмет	2	2
212	из его	1	2
213	в нашу	1	2
214	на материале	1	2
215	словами в	1	2
216	не во	1	2
217	и о	1	2
218	вопрос о	2	2
219	во внутреннем	1	2
220	на себя	1	2
221	бы ни	5	2
222	от друга	2	2
223	мы и	1	2
224	мы здесь	1	2
225	в каждой	1	2
226	и сами	1	2
227	всем этим	2	2
228	но конечно	1	2
229	как если	2	2
230	в сторону	1	2
231	отношение к	3	2
232	друг от	2	2
233	к третьему	1	2
234	одному знаменателю	1	2
235	опирается на	1	2
236	как в	8	2
237	с этим	2	2
238	как нам	1	2
239	и различные	1	2
240	целый ряд	3	2
241	и как	3	2
242	в точке	1	2
243	в первом	1	2
244	та же	1	2
245	бы и	1	2
246	в целом	6	2
247	из этих	1	2
248	с их	1	2
249	романа но	1	2
250	нами в	1	2
251	как он	1	2
252	к миру	2	2
253	разобранная нами	1	2
254	внутренней речи	1	2
255	оно должно	3	2
256	но все	2	2
257	из них	1	2
258	входит в	6	2
259	на почве	13	2
260	лишь на	1	2
261	ни в	2	2
262	он является	1	2
263	мы с	1	2
264	художественного творчества	1	2
265	слово а	1	2
266	том что	1	2
267	которую он	1	2
268	что такое	2	2
269	в такой	1	2
270	почти не	2	2
271	значение для	2	2
272	но эта	2	2
273	что было	2	2
274	и очень	1	2
275	раз и	2	2
276	иной раз	1	2
277	одна из	2	2
278	в процессе	9	2
279	и всегда	1	2
280	и без	1	2
281	данной социальной	1	2
282	правда это	2	2
283	тем не	1	2
284	и является	2	2
285	а лишь	2	2
286	из истории	1	2
287	и эта	1	2
288	что на	1	2
289	у нас	5	2
290	лежит в	1	2
291	отличается от	3	2
292	должны быть	5	2
293	и самое	1	2
294	нашей работы	3	2
295	всего этого	2	2
296	настоящее время	10	2
297	особенно в	3	2
298	мы наблюдаем	1	2
299	глубже и	1	2
300	что у	1	2
301	в образе	1	2
302	для этого	4	2
303	произведения как	2	2
304	не был	1	2
305	его жизни	1	2
306	от них	1	2
307	точке пересечения	1	2
308	в форме	1	2
309	и всякое	3	2
310	того что	5	2
311	этом смысле	1	2
312	быть и	4	2
313	в стороне	1	2
314	как стиль	1	2
315	первостепенное значение	1	2
316	конечно не	4	2
317	не входит	1	2
318	если мы	2	2
319	этого нельзя	1	2
320	его и	2	2
321	уже и	1	2
322	оно является	1	2
323	именно как	12	2
324	и сознание	1	2
325	а с	1	2
326	и др	5	2
327	что не	1	2
328	и пр	17	2
329	несколько иное	1	2
330	так же	4	2
331	и особенно	2	2
332	по своему	1	2
333	если оно	1	2
334	в первой	1	2
335	например в	1	2
336	этого слова	3	2
337	между собой	1	2
338	слова но	1	2
339	в настоящее	10	2
340	и важно	1	2
341	для нас	1	2
342	лишь как	5	2
343	в литературной	1	2
344	еще более	1	2
345	хотя бы	5	2
346	ни было	2	2
347	отношении к	2	2
348	не есть	2	2
349	сказать что	1	2
350	была бы	2	2
351	авантюрного романа	1	2
352	себе но	1	2
353	ее в	1	2
354	в своих	2	2
355	значение в	3	2
356	во всяком	4	2
357	смысле слова	1	1
358	мы замечаем	1	1
359	менее глубокой	1	1
360	художественного произведения	23	1
361	и через	1	1
362	е как	2	1
363	этом пункте	2	1
364	на самом	7	1
365	он может	1	1
366	или к	1	1
367	это и	3	1
368	и есть	1	1
369	между двумя	1	1
370	всякое иное	2	1
371	и чрезвычайно	1	1
372	подхода к	2	1
373	все те	1	1
374	определяется в	1	1
375	формы сами	1	1
376	всего того	1	1
377	бы уже	1	1
378	и само	1	1
379	это совершенно	1	1
380	же как	2	1
381	оценок в	1	1
382	положения в	2	1
383	этом не	1	1
384	конкретном и	1	1
385	и стиль	1	1
386	и тем	1	1
387	вместо того	1	1
388	ему в	1	1
389	социальной группы	4	1
390	кто же	1	1
391	литературы и	2	1
392	его по-своему	1	1
393	классической поэтике	1	1
394	реагировать на	2	1
395	бы то	3	1
396	глубокой и	1	1
397	в сюжете	1	1
398	тем как	1	1
399	правда на	1	1
400	одним словом	5	1
401	с одной	4	1
402	точка зрения	2	1
403	если в	1	1
404	в общем	3	1
405	менее всего	2	1
406	уже как	2	1
407	и сделает	1	1
408	проблем не	1	1
409	нет и	2	1
410	из важнейших	2	1
411	и речи	1	1
412	большое значение	1	1
413	среде но	1	1
414	учение о	4	1
415	идет о	2	1
416	мы дадим	1	1
417	вследствие чего	1	1
418	дело идет	3	1
419	без другого	1	1
420	этом его	1	1
421	что как	1	1
422	таковы три	1	1
423	ней в	1	1
424	достаточно назвать	1	1
425	однако не	2	1
426	сюда относятся	1	1
427	и понимания	1	1
428	возможных способов	1	1
429	социальной группе	1	1
430	себе не	1	1
431	стиля и	2	1
432	увидим что	1	1
433	глава вторая	2	1
434	и отчасти	3	1
435	о самом	1	1
436	впечатление что	2	1
437	так или	1	1
438	время начинает	1	1
439	в нашем	2	1
440	в этой	6	1
441	сознания с	1	1
442	не стали	1	1
443	эпохи и	2	1
444	иначе и	1	1
445	не могла	2	1
446	человек не	3	1
447	а вовсе	2	1
448	и если	2	1
449	вообще не	1	1
450	развиваться в	1	1
451	есть одна	1	1
452	сказать в	1	1
453	оно было	2	1
454	из этой	2	1
455	и социальной	1	1
456	свою собственную	1	1
457	на таком	1	1
458	он должен	3	1
459	не изучены	1	1
460	же тенденция	1	1
461	ни были	2	1
462	в содержание	2	1
463	и по	1	1
464	на этом	1	1
465	конца и	1	1
466	от нее	2	1
467	не следует	1	1
468	в нескольких	1	1
469	то ни	3	1
470	мыслью но	1	1
471	они должны	1	1
