N	3gram	Bakhtin_Pr_3	DiskursI
1	в отличие от	2	12
2	в данном случае	1	6
3	в том что	1	6
4	то же время	12	5
5	как и в	1	5
6	по отношению к	5	4
7	в этом отношении	1	4
8	в то же	12	4
9	так и в	2	3
10	не может быть	6	3
11	о том что	2	3
12	той или иной	2	3
13	и того же	1	2
14	подобно тому как	2	2
15	в этом случае	2	2
16	что же касается	1	2
17	с точки зрения	4	2
18	и не может	2	2
19	заключает в себе	1	2
20	одно и то	1	2
21	и то что	1	2
22	и то же	1	2
23	но при этом	1	2
24	и как бы	1	2
25	и прежде всего	4	2
26	одного и того	1	2
27	о мире как	1	1
28	в чем не	2	1
29	в той или	2	1
30	и другого в	1	1
31	и столь же	1	1
32	к себе самому	14	1
33	время от времени	2	1
34	потому что в	1	1
35	прежде всего в	1	1
36	в самом деле	3	1
37	чего бы то	2	1
38	с другой стороны	3	1
39	одних и тех	1	1
40	и в то	5	1
41	друг на друга	2	1
42	бы то ни	4	1
43	то что в	1	1
44	того и другого	1	1
45	точки зрения именно	1	1
46	но для этого	1	1
47	в другом и	1	1
48	и тех же	1	1
49	к одному из	1	1
50	в значительной степени	1	1
51	как и его	1	1
52	в такой же	2	1
53	то ни было	4	1
54	к своему герою	1	1
55	не столько в	1	1
56	в себе как	1	1
57	как будто бы	1	1
58	каждый из них	2	1
59	том что первая	1	1
60	во всяком случае	5	1
61	ни в чем	2	1
62	даже в пределах	2	1
63	обратим внимание на	1	1
64	отношению к самому	1	1
65	в этом диалоге	1	1
66	с самого начала	8	1
67	но все эти	1	1
68	но в этом	1	1
69	тем что он	2	1
70	героя в этом	1	1
71	можно сказать что	1	1
72	человека с его	1	1
73	на всем протяжении	1	1
74	в большинстве случаев	2	1
75	тем не менее	2	1
76	уже как бы	1	1
77	внешней причастности к	1	1
78	лицом к лицу	1	1
79	по крайней мере	3	1
80	в пределах одного	2	1
81	он как бы	1	1
