N	3gram	Losev_Prob_2	FransuaR
1	в то же	4	8
2	как мы уже	1	5
3	в конце концов	7	4
4	и в то	1	4
5	более или менее	4	3
6	в том числе	2	3
7	но и в	3	3
8	в известной мере	1	3
9	для того чтобы	2	3
10	это и есть	2	3
11	с другой стороны	5	3
12	с самого начала	2	3
13	подобно тому как	2	3
14	один и тот	2	2
15	имеется в виду	2	2
16	на самом же	1	2
17	том числе и	2	2
18	в узком смысле	1	2
19	с одной стороны	5	2
20	и тот же	2	2
21	самом же деле	1	2
22	не только в	2	2
23	в то время	1	2
24	о том что	14	2
25	то есть в	2	2
26	свою роль в	1	2
27	можно сказать что	3	1
28	таким образом что	1	1
29	но как раз	1	1
30	дает нам право	1	1
31	лежащего в основе	1	1
32	такой точки зрения	1	1
33	то же самое	5	1
34	в хронологическом порядке	1	1
35	одной стороны и	3	1
36	важно то что	1	1
37	на первый план	3	1
38	знает что такое	1	1
39	смысл то есть	1	1
40	до сих пор	4	1
41	и не может	1	1
42	том случае если	1	1
43	в этом отношении	1	1
44	литературы и искусства	1	1
45	и то что	7	1
46	о чем мы	1	1
47	и вовсе не	4	1
48	в том случае	2	1
49	и со стороны	1	1
50	то время как	1	1
51	на эту тему	2	1
52	в данном случае	5	1
53	тем что он	1	1
54	на первый взгляд	1	1
55	и то же	1	1
56	может быть и	2	1
57	а с другой	1	1
58	в связи с	5	1
59	перед нами в	1	1
60	вполне понятно почему	1	1
61	так и от	1	1
62	так же и	2	1
63	именно тем что	1	1
64	так и в	1	1
65	свои слова и	1	1
66	не может быть	3	1
67	так и их	1	1
68	и до наших	1	1
69	далеко не все	1	1
70	узком смысле слова	1	1
71	говорить о том	1	1
72	даже и в	3	1
73	и независимо от	2	1
74	но это же	1	1
75	мы не знаем	1	1
76	но даже и	1	1
77	речь но и	1	1
78	в вопросе о	1	1
79	но это не	1	1
80	по своему смыслу	1	1
81	мы сказали что	1	1
82	на самом деле	2	1
83	все на свете	3	1
84	в буквальном смысле	1	1
85	в том что	4	1
86	но в них	1	1
