N	2gram	Losev_Vesc_1	Istorich
1	и в	21	26
2	т е	55	22
3	так как	7	18
4	мы имеем	7	14
5	никогда не	2	13
6	потому что	16	13
7	в этом	4	12
8	таким образом	8	12
9	в том	8	12
10	что в	9	12
11	мы видели	1	11
12	может быть	16	11
13	и т	19	10
14	не только	36	10
15	том что	8	10
16	с другой	6	10
17	и не	29	10
18	еще не	8	9
19	представление о	1	9
20	а именно	1	9
21	что он	1	9
22	но и	18	9
23	и это	14	8
24	все эти	3	8
25	все же	4	8
26	в нем	2	8
27	т д	19	8
28	с ним	8	8
29	вместе с	1	8
30	другой стороны	2	8
31	но в	5	7
32	мы можем	4	7
33	и его	2	7
34	о том	6	7
35	с одной	3	7
36	уже не	9	7
37	у него	2	7
38	превращается в	1	7
39	одной стороны	3	7
40	мы уже	3	6
41	мы не	6	6
42	так в	1	6
43	и с	8	6
44	в виде	1	6
45	то что	27	6
46	в более	1	6
47	ее в	1	6
48	не может	17	6
49	то же	6	5
50	в ней	12	5
51	не будет	12	5
52	как и	8	5
53	и эти	2	5
54	и что	15	5
55	же мы	1	5
56	в то	3	5
57	то это	3	5
58	так и	3	5
59	нас к	1	5
60	в его	2	5
61	мы видим	2	5
62	только в	14	5
63	тем что	2	5
64	у нас	7	5
65	как это	2	5
66	его в	2	5
67	как мы	4	4
68	и он	1	4
69	с его	1	4
70	что оно	8	4
71	из этих	1	4
72	и по	1	4
73	здесь мы	1	4
74	это не	5	4
75	и тем	3	4
76	с тем	5	4
77	еще нет	1	4
78	совершенно ясно	2	4
79	а также	1	4
80	что и	3	4
81	что между	2	4
82	себе в	3	4
83	до сих	1	4
84	иногда это	1	4
85	прежде всего	9	4
86	зависит от	1	4
87	как бы	12	4
88	в это	1	4
89	сих пор	1	4
90	у них	1	4
91	но это	10	4
92	есть и	4	4
93	все что	1	4
94	же как	1	3
95	связана с	1	3
96	и то	10	3
97	должна быть	4	3
98	время как	1	3
99	из которых	1	3
100	это еще	1	3
101	ее к	2	3
102	видели что	1	3
103	независимо от	5	3
104	когда он	1	3
105	и наконец	1	3
106	та же	1	3
107	в себе	14	3
108	если он	1	3
109	вообще не	2	3
110	что она	15	3
111	главным образом	1	3
112	при этом	1	3
113	если бы	5	3
114	и вот	2	3
115	него и	1	3
116	в своей	5	3
117	таким же	1	3
118	и ее	18	3
119	в одном	2	3
120	не в	5	3
121	их в	3	3
122	она не	4	3
123	не потому	6	3
124	могут быть	1	3
125	вот почему	3	3
126	как только	4	3
127	его с	1	3
128	и другие	1	3
129	данном случае	2	3
130	то время	1	3
131	имеется в	1	3
132	другими словами	5	3
133	но так	1	3
134	один из	3	3
135	том как	1	3
136	меня и	1	3
137	в качестве	1	3
138	так что	5	3
139	при помощи	2	3
140	эти три	1	3
141	ее не	2	3
142	от того	3	3
143	и только	3	3
144	со стороны	5	3
145	далеко не	1	3
146	от этого	2	3
147	не было	1	3
148	в частности	1	3
149	в него	1	3
150	в данном	5	3
151	наряду с	1	3
152	как будто	1	3
153	и от	3	3
154	кроме того	4	3
155	только одна	1	3
156	или в	2	3
157	вопрос о	1	3
158	а в	4	3
159	и эта	3	3
160	сказать что	17	3
161	является и	1	3
162	из этого	1	3
163	в своих	1	3
164	к этому	1	3
165	ту же	2	2
166	того же	5	2
167	что когда	1	2
168	из его	2	2
169	которое попадает	1	2
170	оно может	2	2
171	что эти	1	2
172	и больше	9	2
173	что иное	7	2
174	большей частью	1	2
175	но не	5	2
176	могло быть	1	2
177	то он	1	2
178	тогда как	1	2
179	на то	4	2
180	относится к	5	2
181	с этим	3	2
182	в своем	6	2
183	то или	2	2
184	перед нами	2	2
185	к иному	1	2
186	и как	8	2
187	ней нет	1	2
188	что это	13	2
189	в этой	3	2
190	то и	4	2
191	но он	2	2
192	на западе	1	2
193	пор мы	1	2
194	или другое	1	2
195	из него	1	2
196	с этой	4	2
197	можно было	2	2
198	человека в	1	2
199	же не	1	2
200	на этой	1	2
201	было бы	14	2
202	ни в	1	2
203	вовсе не	10	2
204	а потом	2	2
205	я его	1	2
206	начиная от	2	2
207	образом и	1	2
208	самое время	1	2
209	силу и	1	2
210	без всяких	1	2
211	есть еще	3	2
212	однако в	1	2
213	на эти	1	2
214	тем самым	1	2
215	и другое	4	2
216	одна из	5	2
217	это мы	1	2
218	не вполне	2	2
219	или как	2	2
