N	4gram	Vygotskiy__3	Psycholo
1	заключается в том что	6	4
2	одним и тем же	1	3
3	могли бы сказать что	3	2
4	мы могли бы сказать	3	2
5	не что иное как	1	2
6	одного и того же	4	2
7	состоит в том что	3	2
8	одной и той же	2	2
9	указывает на то что	1	2
10	не в состоянии объяснить	1	2
11	это вполне совпадает с	1	1
12	по своему психологическому значению	1	1
13	в том виде как	2	1
14	согласны в том что	2	1
15	что обе эти тенденции	1	1
16	вместе с тем мы	1	1
17	эта особенность состоит в	1	1
18	вполне совпадает с тем	1	1
19	если принять во внимание	1	1
20	в состоянии объяснить нам	1	1
21	в силу того что	2	1
22	с этой точки зрения	2	1
23	с одной стороны он	1	1
24	видим таким образом что	1	1
25	сам по себе как	1	1
26	том виде как она	1	1
27	выступает на первый план	1	1
28	в том что в	1	1
29	заключается в том чтобы	1	1
30	вперед по сравнению с	1	1
31	так же как и	4	1
32	шаг вперед по сравнению	1	1
33	с другой стороны он	1	1
34	в совершенно ином виде	1	1
35	только потому что оно	1	1
36	приводит к тому что	1	1
37	как раз обратным образом	1	1
38	противоречие заключается в том	1	1
39	можно было бы формулировать	1	1
40	с самого начала в	1	1
41	в собственном смысле слова	2	1
42	особенность состоит в том	1	1
43	принять во внимание что	1	1
44	что в основе его	1	1
45	мы видим таким образом	1	1
46	тот факт что в	1	1
47	из того что мы	1	1
48	в конце концов к	1	1
49	в том что с	1	1
50	в то время как	4	1
