N	3gram	Propp_Russ_1	FransuaR
1	с точки зрения	3	5
2	не только в	1	5
3	в этом отношении	1	3
4	о том что	4	3
5	как мы уже	1	3
6	можно сказать что	1	2
7	в себе и	1	2
8	в собственном смысле	1	2
9	во всяком случае	1	2
10	там же с	1	2
11	но все же	2	2
12	как мы видели	1	2
13	на новый год	2	2
14	подобно тому как	1	2
15	эта как мы	1	1
16	еще далеко не	1	1
17	только потому что	1	1
18	в течение первых	1	1
19	время от времени	1	1
20	по улицам и	3	1
21	это означает что	1	1
22	по отношению к	1	1
23	в настоящее время	3	1
24	в течение года	2	1
25	только с этого	1	1
26	тех случаях когда	1	1
27	целом ряде других	1	1
28	и та же	1	1
29	на самом же	1	1
30	в определенные дни	1	1
31	с этого момента	2	1
32	к ней как	1	1
33	как можно больше	1	1
34	что здесь на	1	1
35	иногда и в	1	1
36	и других аналогичных	1	1
37	новый год и	4	1
38	второй половине xix	1	1
39	о чем свидетельствует	1	1
40	но и на	2	1
41	год в день	1	1
42	в один из	1	1
43	этой же цели	1	1
44	в какой степени	2	1
45	друг с другом	1	1
46	не только как	1	1
47	как римские сатурналии	1	1
48	приведем несколько примеров	1	1
49	не связанных с	1	1
50	одна и та	1	1
51	в целом ряде	1	1
52	в эти дни	4	1
53	и по другим	1	1
54	в тех случаях	1	1
55	заставляет видеть в	1	1
56	все же она	1	1
57	в них в	1	1
58	были связаны с	1	1
59	год и в	1	1
60	в этом случае	5	1
61	на самом деле	1	1
62	не только на	2	1
63	самом же деле	1	1
64	как мы видим	1	1
65	на то что	1	1
66	во второй половине	1	1
67	в этих песнях	2	1
68	в большинстве случаев	2	1
69	после того как	2	1
70	новый год в	2	1
71	этом мы можем	1	1
72	в том что	15	1
73	как и в	1	1
74	только тогда когда	1	1
