N	2gram	Tiupa_Teor_1	Myshleni
1	внутренней речи	13	67
2	речи и	2	30
3	в этом	8	29
4	точки зрения	9	28
5	и в	18	26
6	для себя	1	24
7	не только	16	24
8	то что	3	24
9	таким образом	3	23
10	с точки	3	21
11	представляет собой	9	19
12	того чтобы	1	19
13	для того	1	18
14	в том	16	18
15	внешней речи	2	18
16	и не	13	18
17	том что	9	17
18	потому что	3	16
19	для других	1	15
20	как и	4	15
21	как мы	1	14
22	того что	4	14
23	так как	1	14
24	так же	2	14
25	с помощью	1	13
26	в ходе	4	12
27	и его	8	12
28	вместе с	2	12
29	что в	9	12
30	в которой	2	11
31	в слове	3	11
32	только не	2	11
33	но и	9	11
34	не может	4	11
35	что они	1	10
36	слова и	1	10
37	по своей	3	10
38	в сущности	1	9
39	в самом	4	9
40	в себе	9	9
41	тому что	2	9
42	мышления и	2	9
43	тем что	1	9
44	по своему	2	9
45	же как	1	8
46	то же	7	8
47	той же	1	8
48	что она	2	8
49	что он	1	8
50	только в	6	8
51	ее в	2	8
52	сказать что	3	8
53	тем самым	4	8
54	и то	2	7
55	и к	3	7
56	к тому	2	7
57	может быть	17	7
58	прежде всего	2	7
59	речевой деятельности	1	6
60	вопрос о	1	6
61	во всех	1	6
62	по отношению	4	6
63	что это	1	6
64	все эти	2	6
65	было бы	1	6
66	и тем	3	6
67	в ее	5	6
68	от внешней	1	6
69	между собой	3	6
70	и что	3	6
71	заключается в	2	6
72	в какой	2	6
73	именно в	3	6
74	а не	9	6
75	как бы	5	6
76	речи как	1	6
77	все что	1	6
78	связи между	1	5
79	тем же	1	5
80	в целом	3	5
81	чем это	2	5
82	как говорит	3	5
83	могли бы	2	5
84	в силу	1	5
85	с тем	1	5
86	речи от	1	5
87	у нее	1	5
88	она не	1	5
89	слова как	3	5
90	же самое	1	5
91	данном случае	5	5
92	никак не	1	5
93	во второй	7	5
94	является в	1	5
95	если бы	3	5
96	в виду	5	5
97	на вопрос	1	5
98	можно сказать	3	5
99	с одной	2	5
100	в качестве	24	5
101	если мы	2	5
102	и их	1	5
103	слова в	2	5
104	одной стороны	2	5
105	речи а	2	5
106	как это	8	5
107	в данном	8	5
108	отношению к	4	5
109	и для	2	5
110	бы в	1	5
111	еще не	4	4
112	с другой	7	4
113	в нашем	4	4
