N	2gram	Tiupa_Anal_3	DiskursI
1	в качестве	12	34
2	не только	22	28
3	в том	9	23
4	а не	9	22
5	то есть	10	20
6	тогда как	20	19
7	том что	12	19
8	представляет собой	5	17
9	может быть	9	17
10	как и	14	16
11	и в	18	16
12	в этом	14	15
13	еще не	6	14
14	коммуникативного события	11	14
15	но и	13	14
16	при этом	11	13
17	и т.п	5	12
18	речевого общения	1	12
19	по своей	2	11
20	но не	7	11
21	прежде всего	5	11
22	и не	12	11
23	как в	3	10
24	далеко не	4	10
25	с другой	7	10
26	по отношению	7	9
27	в нем	2	9
28	не может	2	9
29	состоит в	4	9
30	с одной	2	9
31	одной стороны	2	9
32	в частности	12	9
33	отношению к	7	9
34	отнюдь не	4	8
35	но в	2	8
36	своего рода	8	8
37	о том	6	8
38	так и	14	8
39	а также	2	8
40	не было	3	7
41	в себе	2	7
42	то же	3	7
43	художественного письма	1	7
44	не в	6	7
45	в основе	1	7
46	роль в	3	7
47	со стороны	9	7
48	в его	7	7
49	только в	2	7
50	высказывания в	1	6
51	в своем	4	6
52	пока еще	3	6
53	литературные жанры	1	6
54	речевые жанры	1	6
55	жанр в	1	6
56	и как	4	6
57	в составе	2	5
58	и на	4	5
59	во всех	2	5
60	отличие от	2	5
61	в рамках	3	5
62	природе своей	1	5
63	коммуникативной ситуации	2	5
64	тому же	3	5
65	в силу	1	5
66	художественного дискурса	2	5
67	в их	6	5
68	в отличие	2	5
69	в себя	2	5
70	сводится к	2	5
71	по природе	1	5
72	коммуникативное событие	1	5
73	или иной	5	5
74	можно сказать	4	5
75	данного жанра	1	5
76	а с	1	5
77	в данном	4	5
78	как бы	10	5
79	к тому	6	5
80	а в	10	5
81	то что	2	5
82	в своей	1	5
83	в нарративном	1	4
84	и о	1	4
85	с его	8	4
86	отношение к	1	4
87	в истории	1	4
88	форма авторства	3	4
89	и к	4	4
90	уже не	5	4
91	в целом	3	4
92	определена как	1	4
93	в притче	4	4
94	на его	2	4
95	не как	2	4
96	лишь в	5	4
97	литературного дискурса	1	4
98	блудном сыне	11	4
99	в них	2	4
100	потому что	1	4
101	могут быть	2	4
102	для себя	1	4
103	по сути	2	4
104	сказания и	2	4
105	жанра в	1	4
106	о блудном	12	4
107	и т.д	2	4
108	внимание на	4	4
109	же время	3	4
110	между тем	5	4
111	во втором	4	4
112	как правило	5	4
113	одной из	1	4
114	что он	4	4
115	жанровая форма	2	4
116	для него	6	4
117	в особенности	3	4
118	не обязательно	1	4
119	что не	3	4
120	связи с	1	4
121	такого рода	5	4
122	не является	5	4
123	по рассуждению	1	4
124	не предполагает	2	4
125	что в	9	4
126	по бахтину	1	4
127	того же	5	3
128	и потому	2	3
129	значении этого	1	3
130	в первом	2	3
131	жанров в	1	3
132	во мне	1	3
133	столь же	4	3
134	той или	3	3
135	притча и	2	3
136	художественной словесности	1	3
137	с этим	3	3
138	перед нами	4	3
139	в самом	5	3
140	вследствие этого	1	3
141	заключается в	1	3
142	это не	2	3
143	по мысли	1	3
144	ведет к	1	3
145	и того	3	3
146	точки зрения	3	3
147	в ходе	1	3
148	жанр это	1	3
149	ситуацией высказывания	1	3
150	в своих	1	3
151	однако в	5	3
152	бы быть	1	3
153	жанры как	2	3
154	по себе	4	3
155	о событиях	1	3
156	в то	3	3
157	принадлежат к	1	3
158	речевыми жанрами	1	3
159	ситуации рассказывания	2	3
160	к той	1	3
161	таким образом	4	3
162	ли не	4	3
163	в ситуации	1	3
164	анекдот в	1	3
165	предметом целью	1	3
