N	3gram	Nazirov_Tv_1	Psycholo
1	в том что	6	17
2	заключается в том	1	10
3	и т п	2	8
4	то же самое	1	6
5	на самом деле	2	5
6	до сих пор	1	5
7	в данном случае	2	4
8	тем не менее	2	4
9	о том что	5	4
10	и в самом	1	4
11	сами по себе	1	3
12	точно так же	2	3
13	в конце концов	1	3
14	в конечном счете	4	3
15	таким образом и	1	3
16	в отношении к	1	3
17	том что в	2	2
18	он не может	1	2
19	что он не	1	2
20	как и в	1	2
21	что все это	3	2
22	и что в	1	2
23	а на деле	1	2
24	все более и	1	2
25	бы то ни	1	2
26	в этой области	1	2
27	то же время	12	2
28	в свою очередь	1	2
29	ту же самую	1	2
30	это значит что	1	2
31	с другой стороны	1	2
32	напрашивается вывод что	1	2
33	в то же	13	2
34	заключает в себе	1	2
35	более и более	1	2
36	к тому что	1	2
37	в согласии с	1	2
38	и т д	1	2
39	то что называют	1	2
40	и того же	1	1
41	что иное как	1	1
42	но когда я	1	1
43	то есть не	2	1
44	мы никогда не	1	1
45	та же самая	2	1
46	имеем в виду	1	1
47	что же касается	1	1
48	в отличие от	1	1
49	в первой главе	1	1
50	и та же	2	1
51	только то что	1	1
52	не менее чем	1	1
53	и в других	1	1
54	за то что	1	1
55	по крайней мере	2	1
56	вместе с тем	1	1
57	не то что	1	1
58	и тем не	1	1
59	полном согласии с	1	1
60	то ни было	1	1
61	с одной стороны	1	1
62	объясняется тем что	1	1
63	в действительной жизни	1	1
64	при этом он	2	1
65	но при этом	1	1
66	целый ряд других	1	1
67	не могут быть	1	1
68	как и на	1	1
69	с той же	1	1
70	что он сам	1	1
71	в связи с	1	1
72	и со всеми	1	1
73	одна и та	1	1
74	это объясняется тем	1	1
75	бросается в глаза	1	1
76	по себе а	1	1
77	мы имеем в	1	1
78	с самого начала	3	1
79	можно сказать что	2	1
80	одного и того	1	1
81	что оно не	1	1
82	в полном согласии	1	1
83	не значит что	1	1
84	не что иное	1	1
85	один из самых	1	1
86	происходило в россии	1	1
87	не так как	1	1
