N	2gram	Vygotskiy__5	EvropaiC
1	таким образом	19	32
2	в том	18	31
3	и в	16	24
4	том что	15	20
5	все эти	4	19
6	не может	18	18
7	то что	26	17
8	может быть	9	15
9	все же	3	15
10	точки зрения	18	13
11	самом деле	3	12
12	в своем	5	12
13	до сих	3	12
14	в этом	25	12
15	сих пор	3	12
16	с этим	3	11
17	между тем	3	11
18	все это	2	11
19	во всех	2	10
20	по отношению	12	10
21	так и	7	10
22	из себя	1	10
23	мы знаем	3	10
24	как бы	5	10
25	отношению к	12	10
26	все что	2	10
27	того же	7	9
28	на то	1	9
29	при этом	4	9
30	как и	8	9
31	с другом	7	9
32	друг с	7	9
33	в результате	4	9
34	что в	16	9
35	в самом	4	8
36	с точки	9	8
37	мы говорили	2	8
38	знаем что	1	8
39	не в	6	8
40	идет речь	1	8
41	ясно что	1	8
42	если бы	8	8
43	так же	15	8
44	и все	1	8
45	а между	1	7
46	на самом	1	7
47	в силу	10	7
48	о которых	1	7
49	или менее	1	7
50	не менее	3	7
51	по существу	3	7
52	того чтобы	17	7
53	по своей	3	7
54	к тому	6	7
55	для этого	1	7
56	о том	8	7
57	и что	12	7
58	что он	25	7
59	для того	14	7
60	но и	6	7
61	и не	12	7
62	более или	1	7
63	из этого	2	7
64	должна быть	5	6
65	еще не	4	6
66	и на	6	6
67	в общем	1	6
68	тогда как	1	6
69	в этой	6	6
70	в сознании	1	6
71	несмотря на	1	6
72	от друга	4	6
73	с ним	5	6
74	что и	3	6
75	того что	16	6
76	говорили выше	1	6
77	только в	10	6
78	так что	4	6
79	так как	16	6
80	мы можем	6	6
81	друг от	4	6
82	с другой	4	6
83	вместе с	4	6
84	отличается от	1	6
85	как на	3	6
86	между двумя	3	5
87	столь же	2	5
88	как к	1	5
89	и к	2	5
90	но в	6	5
91	в которой	5	5
92	ступени развития	2	5
93	что это	1	5
94	в целом	4	5
95	в себе	1	5
96	тому же	2	5
97	не только	16	5
98	но все	2	5
99	что все	6	5
100	и с	3	5
101	на все	5	5
102	лишь в	1	5
103	его в	2	5
104	что с	5	5
105	в то	5	5
106	как будто	2	5
107	что при	1	5
108	по сравнению	5	5
109	в пользу	1	5
110	в его	11	5
111	потому что	21	5
112	и их	4	5
113	у него	6	5
114	именно в	4	5
115	другой стороны	2	5
116	по своему	3	5
117	сравнению с	5	5
118	и для	1	5
119	и от	2	5
120	к этому	3	5
121	одним из	2	4
122	в такой	5	4
123	и то	4	4
124	то же	8	4
125	мы уже	1	4
126	совершенно так	1	4
127	из того	11	4
128	между собой	13	4
129	что его	1	4
130	отношение к	11	4
131	чем больше	1	4
132	своем развитии	5	4
133	он не	8	4
134	в одну	1	4
135	из них	2	4
136	должно быть	8	4
137	иначе говоря	1	4
138	в их	3	4
139	тем не	1	4
140	том же	1	4
141	поэтому что	1	4
142	этой области	1	4
143	из которых	3	4
144	что эта	3	4
145	связи с	3	4
146	никогда не	5	4
147	и т.д	4	4
148	на вопрос	5	4
149	представление об	1	4
150	если мы	7	4
151	не есть	4	4
152	в виде	1	4
153	не так	1	4
154	а потому	3	4
155	в конце	1	4
156	в области	12	4
157	а с	2	4
158	которых мы	1	4
159	его собственной	1	4
160	как сказано	1	4
161	не могут	4	4
162	в европейской	1	4
163	это есть	4	4
164	в состоянии	4	4
165	этом случае	3	4
166	мы должны	8	4
167	хотя бы	5	4
168	совершенно не	2	4
169	как известно	4	3
170	же как	7	3
171	с более	1	3
172	вопрос о	12	3
173	но по	1	3
174	в данном	1	3
175	мы будем	2	3
176	очевидно что	2	3
177	которые не	2	3
178	в истории	2	3
179	целый ряд	1	3
180	и наконец	1	3
181	в нашем	1	3
182	в тех	1	3
183	это представление	1	3
184	развиваться в	1	3
185	в нем	7	3
186	и по	4	3
187	и может	3	3
188	в совершенно	2	3
189	заключается в	5	3
190	это не	4	3
191	в жизни	2	3
192	с тем	3	3
193	чем в	3	3
194	и того	3	3
195	одного и	3	3
196	в этих	3	3
197	что если	4	3
198	таким же	3	3
199	представление о	1	3
200	образом в	2	3
201	для нас	1	3
202	во всем	2	3
203	уже и	1	3
204	от того	3	3
205	у нас	2	3
206	должны быть	2	3
207	что оно	6	3
208	как для	1	3
209	ничего общего	3	3
210	и это	1	3
211	с одной	3	3
212	может не	1	3
213	различия между	1	3
214	тот же	5	3
215	отличаются друг	1	3
216	в начале	1	3
217	различия в	1	3
218	при помощи	1	3
219	и других	1	3
220	каждый из	1	3
221	отличие от	2	3
222	или иначе	1	3
223	прежде всего	3	3
224	в связи	1	3
225	ко всем	1	3
226	и потому	2	3
227	по одному	4	3
228	случаях когда	1	3
229	что только	2	3
230	не то	4	3
231	от него	1	3
232	бы в	4	3
233	тем более	4	3
234	только что	5	3
235	а в	3	3
236	что мы	4	3
237	в психологии	1	3
238	ту же	2	2
239	и развитие	17	2
240	этого последнего	1	2
241	в котором	2	2
242	что эти	2	2
243	также и	1	2
244	и состоит	1	2
245	теперь мы	1	2
246	в сущности	13	2
247	с ее	1	2
248	и ее	1	2
249	мы и	5	2
250	же что	1	2
251	в ней	2	2
252	свою очередь	3	2
253	что оба	2	2
254	меньше чем	1	2
255	бы то	1	2
256	во всяком	2	2
257	друг к	1	2
258	но как	3	2
259	совершенно ясно	2	2
260	и будет	1	2
261	что они	5	2
262	общего с	2	2
263	части в	1	2
264	есть в	1	2
265	то в	3	2
266	и там	1	2
267	и те	1	2
268	если он	2	2
269	но на	1	2
270	что она	2	2
271	в ногу	1	2
272	и социальной	1	2
273	он должен	5	2
274	том чтобы	1	2
275	одной и	1	2
276	из него	1	2
277	а это	1	2
278	которые уже	1	2
279	конечно в	1	2
280	к другу	1	2
281	как тот	1	2
282	и общей	1	2
283	представления об	1	2
284	только одно	1	2
285	в них	2	2
286	в общей	1	2
287	и уже	1	2
288	мы видели	3	2
289	потому и	3	2
290	такой же	4	2
291	на первый	1	2
292	но если	6	2
293	что развитие	8	2
294	никто не	2	2
295	представить себе	1	2
296	ответить на	4	2
297	точку зрения	1	2
298	образом и	1	2
299	совершенно иной	2	2
300	и более	3	2
301	тому что	5	2
302	она не	1	2
303	тем меньше	1	2
304	тем самым	8	2
305	этими двумя	2	2
306	тогда когда	5	2
307	в процессе	13	2
308	в основе	8	2
309	говорить о	3	2
310	только не	3	2
311	в самой	1	2
312	этих двух	3	2
313	на этом	3	2
314	раннем детстве	1	2
315	что на	1	2
316	ясно как	1	2
317	надо различать	2	2
318	виде как	1	2
319	понять что	2	2
320	от нее	1	2
321	имеет место	2	2
322	если же	1	2
323	как мы	10	2
324	нога в	1	2
325	иной чем	2	2
326	только при	1	2
327	выше что	1	2
328	в себя	3	2
329	что у	2	2
330	на нее	2	2
331	те же	2	2
332	принять во	1	2
333	все его	1	2
334	в виду	2	2
335	все дело	2	2
336	сводится к	1	2
337	именно потому	2	2
338	в другом	6	2
339	и поэтому	2	2
340	к нему	3	2
341	двумя крайними	1	2
342	с момента	1	2
343	во втором	1	2
344	нас что	2	2
345	в ту	1	2
346	было бы	10	2
347	показывают что	1	2
348	но так	1	2
349	образом как	1	2
350	но с	2	2
351	этот вопрос	6	2
352	в вопросе	2	2
353	между этими	1	2
354	жизни и	2	2
355	ногу с	1	2
356	то и	2	2
357	это обстоятельство	1	2
358	для него	5	2
359	всяком случае	1	2
360	вовсе не	2	2
361	к ним	2	2
362	из нее	5	2
363	при отсутствии	1	2
364	и только	1	2
365	не было	1	2
366	и из	2	2
367	только один	2	2
368	считает себя	1	2
369	себя и	2	2
370	что для	2	2
371	одной стороны	3	2
372	вопросе о	1	2
373	одну из	1	2
374	во внимание	2	2
375	медленно и	1	2
376	для этой	1	2
377	в частности	3	2
378	независимо от	1	2
379	но не	10	2
380	что же	1	2
381	не сознавая	1	2
382	этого слова	1	2
383	только то	1	2
384	с этой	4	2
385	и тому	2	2
386	но для	1	2
387	только мы	1	2
388	при таком	1	2
389	том виде	1	2
390	в отдельных	1	2
391	не более	1	2
392	на более	1	2
393	с ними	1	2
394	между ними	1	2
395	не знает	5	2
396	в свою	4	2
397	начале этой	1	2
398	они не	3	2
399	гораздо более	1	2
400	и наиболее	1	1
401	второй из	1	1
402	смысле слова	1	1
403	говоря о	1	1
404	например в	1	1
405	этом пункте	1	1
406	он может	3	1
407	это и	3	1
408	и должны	1	1
409	на деле	1	1
410	что когда	1	1
411	в первом	3	1
412	из самых	1	1
413	из его	1	1
414	исходит из	2	1
415	оно было	1	1
416	высшей степени	2	1
417	в зависимости	2	1
418	и должен	1	1
419	долгое время	1	1
420	той же	4	1
421	отношения к	2	1
422	совершенно в	2	1
423	есть не	2	1
424	из всего	1	1
425	мы не	3	1
426	же процесса	1	1
