N	2gram	Losev_Dial_3	Myshleni
1	в том	5	42
2	том что	8	35
3	в процессе	1	27
4	таким образом	13	25
5	в этом	8	24
6	точки зрения	25	24
7	в качестве	1	21
8	и в	24	20
9	что в	7	19
10	в основе	3	17
11	то же	6	16
12	не только	23	15
13	то что	14	15
14	как мы	2	13
15	в их	2	12
16	при этом	2	12
17	может быть	13	12
18	с другой	4	12
19	потому что	7	12
20	с точки	14	11
21	в его	2	11
22	так же	4	11
23	и то	4	10
24	в истории	4	10
25	в себе	2	10
26	в отношении	1	10
27	того что	12	10
28	только в	5	10
29	если мы	1	10
30	так как	6	10
31	и как	8	9
32	понятий и	1	9
33	как и	7	9
34	понятия и	2	9
35	мы могли	1	9
36	что и	6	9
37	тот же	1	9
38	с одной	3	9
39	одной стороны	3	9
40	как это	5	9
41	другой стороны	2	9
42	но и	9	9
43	понятие в	1	8
44	и тем	2	8
45	понятия в	1	8
46	было бы	5	8
47	тогда когда	5	8
48	и что	15	8
49	вместе с	1	8
50	и не	27	8
51	в результате	1	8
52	самом деле	6	7
53	и более	1	7
54	тем самым	3	7
55	они являются	1	7
56	могут быть	2	7
57	же самое	1	7
58	тем что	3	7
59	этом отношении	1	7
60	а не	26	7
61	что мы	8	7
62	как бы	3	7
63	же как	2	6
64	в самом	7	6
65	той же	3	6
66	и на	3	6
67	тому же	2	6
68	одно и	5	6
69	по своей	1	6
70	к тому	4	6
71	в силу	3	6
72	его в	1	6
73	что он	13	6
74	не может	19	6
75	слово в	2	6
76	сказать что	4	6
77	речь идет	1	5
78	мы уже	3	5
79	друг на	1	5
80	с этим	3	5
81	все же	3	5
82	перед нами	3	5
83	целый ряд	2	5
84	и к	5	5
85	все эти	3	5
86	на то	3	5
87	одной и	1	5
88	это не	4	5
89	на друга	1	5
90	только не	10	5
91	и его	5	5
92	никогда не	7	5
93	так и	5	5
94	если бы	6	5
95	о том	6	5
96	мы можем	1	5
97	для того	3	5
98	в частности	2	5
99	слова и	1	5
100	что такое	21	5
