N	3gram	Voloshinov_2	Problema
1	по отношению к	8	19
2	не может быть	10	11
3	но отнюдь не	1	7
4	с точки зрения	13	6
5	остается за бортом	1	5
6	в отличие от	3	5
7	в высшей степени	3	5
8	в его целом	1	5
9	и прежде всего	2	5
10	в большинстве случаев	5	5
11	только по отношению	1	4
12	не имеет дела	1	4
13	с другой стороны	1	4
14	в конечном счете	1	4
15	в противном случае	2	3
16	на самом деле	4	3
17	в самом деле	5	3
18	бы то ни	4	3
19	с одной стороны	3	3
20	contradictio in adjecto	1	3
21	как мы увидим	1	3
22	то же время	8	3
23	должно строго различать	1	3
24	в том что	6	3
25	в то же	8	3
26	тем не менее	1	3
27	можно сказать что	1	2
28	в какой мере	1	2
29	не следует что	1	2
30	то же самое	5	2
31	ни в коем	2	2
32	но и в	2	2
33	и не может	3	2
34	то или иное	1	2
35	лишь там где	2	2
36	в коем случае	2	2
37	то ни было	4	2
38	не только в	1	2
39	не могут быть	1	2
40	никогда не может	1	2
41	мы здесь не	1	2
42	в таком положении	1	2
43	одной из важнейших	1	2
44	не совпадает с	1	2
45	того или иного	2	2
46	во всех своих	1	2
47	так и в	1	2
48	коем случае не	1	2
49	мы можем сказать	2	2
50	точки зрения самого	2	2
51	начало и конец	1	2
52	к нему и	1	2
53	той или иной	4	2
54	для того чтобы	6	2
55	в этом отношении	1	2
56	что иное как	1	1
57	как бы они	1	1
58	оно ощущается как	1	1
59	только в пределах	1	1
60	бытия в этом	1	1
61	является таким образом	1	1
62	вообще не имеет	1	1
63	а вовсе не	1	1
64	в свою очередь	5	1
65	не есть вещь	1	1
66	и город и	1	1
67	бы они ни	1	1
68	не проникает в	1	1
69	не говоря уже	1	1
70	в этом последнем	2	1
71	и пр в	1	1
72	может быть признано	1	1
73	одной стороны и	2	1
74	в нем и	1	1
75	относится к миру	1	1
76	а следовательно и	1	1
77	до сих пор	3	1
78	отнюдь не может	2	1
79	говоря уже о	1	1
80	и в других	1	1
81	до известной степени	1	1
82	сами по себе	1	1
83	при втором направлении	1	1
84	что все эти	1	1
85	на самом же	3	1
86	не было бы	2	1
87	с тем что	1	1
88	особый характер носит	1	1
89	быть понято в	1	1
90	не подлежит конечно	1	1
91	ни в какой	2	1
92	на то что	2	1
93	от него он	1	1
94	может быть и	5	1
95	а иногда и	2	1
96	история не знает	1	1
97	широком смысле слова	1	1
98	несмотря на то	1	1
99	в пределах его	1	1
100	на себя самого	1	1
101	и не в	3	1
102	отнюдь не является	2	1
103	конечно не следует	1	1
104	конечно не в	1	1
105	в значительной степени	2	1
106	не что иное	1	1
107	не только его	1	1
108	как высказывание другого	1	1
109	но в то	5	1
110	к чему не	1	1
111	конечно отнюдь не	1	1
112	большинстве случаев он	1	1
113	смысле этого слова	4	1
114	отношению к нему	1	1
115	позиции по отношению	1	1
116	может обойтись без	1	1
117	в равной степени	1	1
118	по сравнению с	1	1
119	здесь не касаемся	1	1
120	в связи с	7	1
121	становится как бы	1	1
122	в этом направлении	1	1
123	этой проблемы мы	1	1
124	тем или иным	1	1
125	конечно совершенно невозможно	1	1
126	в следующей главе	2	1
127	со словом в	1	1
128	лицом к лицу	1	1
129	о которых мы	1	1
130	и в том	1	1
131	самом же деле	3	1
132	внутреннего и внешнего	1	1
133	из важнейших проблем	1	1
134	из всего сказанного	1	1
135	противном случае оно	1	1
136	в узком смысле	2	1
137	и в свою	1	1
138	с ними в	1	1
139	таким образом в	1	1
140	ни к чему	1	1
141	в нем нет	2	1
142	лежащая в основе	3	1
143	свою связь с	1	1
144	хотя бы в	2	1
145	мы увидим далее	1	1
146	можем сказать что	1	1
147	они ни были	1	1
148	таком положении находится	1	1
149	в двух направлениях	2	1
150	не может обойтись	1	1
151	может быть лишь	1	1
152	как мы уже	3	1
153	случаях например при	1	1
154	к единству языка	1	1
155	к тому что	3	1
156	мы можем назвать	1	1
157	мы уже указывали	1	1
158	в его состав	1	1
159	к вопросу о	1	1
160	быть не может	1	1
161	и между ними	1	1
162	может быть объяснено	1	1
163	как и в	1	1
164	выходят за пределы	2	1
165	не нуждается в	1	1
166	является как бы	1	1
167	дело в том	1	1
168	превращает его в	1	1
