N	2gram	Bakhtin_Fr_4	Komedia
1	и в	29	26
2	и не	16	14
3	и его	8	12
4	к тому	2	12
5	так и	11	12
6	тому же	1	11
7	может быть	2	11
8	в том	7	11
9	в этом	11	10
10	на протяжении	1	10
11	но и	9	10
12	том что	3	9
13	если бы	1	9
14	что в	1	9
15	и на	11	7
16	не только	10	7
17	что и	1	7
18	из них	6	7
19	еще не	4	6
20	в своем	3	6
21	о том	2	6
22	в нем	5	6
23	в доме	3	6
24	таким образом	20	6
25	в то	10	6
26	того чтобы	3	6
27	потому что	1	6
28	и здесь	3	6
29	во время	10	6
30	то что	4	6
31	в которой	4	5
32	с его	4	5
33	что он	4	5
34	независимо от	1	5
35	с этим	1	5
36	для того	3	5
37	а затем	3	5
38	ни в	2	5
39	и с	9	5
40	один из	4	5
41	в качестве	3	5
42	г и	1	5
43	к этому	2	5
44	по адресу	2	4
45	уже в	2	4
46	в наиболее	1	4
47	хотя и	2	4
48	в самом	1	4
49	что это	5	4
50	в целом	1	4
51	с их	1	4
52	это было	1	4
53	в них	7	4
54	как и	12	4
55	в этих	2	4
56	место в	2	4
57	не по	1	4
58	как будто	2	4
59	как мы	10	4
60	что у	3	4
61	можно было	1	4
62	за то	1	4
63	еще в	1	4
64	его в	9	4
65	в его	8	4
66	только в	2	4
67	до нас	2	4
68	этот раз	1	4
69	так как	7	4
70	у него	5	4
71	в когда	1	4
72	на этот	1	4
73	прежде всего	8	4
74	в руках	1	4
75	мира в	1	4
76	в частности	3	4
77	о его	2	4
78	все же	3	4
79	и для	2	4
80	и от	1	4
81	одной из	2	4
82	точки зрения	4	4
83	в котором	2	3
84	удар по	1	3
85	то же	10	3
86	в их	2	3
87	той же	3	3
88	того же	5	3
89	это время	1	3
90	в ней	3	3
91	но не	2	3
92	как в	2	3
93	но в	12	3
94	в этой	13	3
95	как он	2	3
96	друг другу	1	3
97	но все	1	3
98	по всему	2	3
99	при всем	1	3
100	его современников	2	3
101	из числа	1	3
102	в обоих	1	3
103	в самой	1	3
104	же время	8	3
105	связи с	2	3
106	что на	1	3
107	но там	2	3
108	и сам	3	3
109	то время	2	3
110	в образе	4	3
111	к нему	3	3
112	а у	1	3
113	тех пор	1	3
114	дело с	1	3
115	себя в	2	3
116	для всех	1	3
117	мы знаем	1	3
118	и их	3	3
119	друг друга	2	3
120	мы можем	3	3
121	тем что	4	3
122	возможно что	1	3
123	здесь в	6	3
124	о чем	2	3
125	в связи	1	3
126	и столь	1	3
127	в тех	1	3
128	да и	2	3
129	с этой	1	3
130	все это	4	3
131	или в	2	3
132	для нас	1	3
133	интерес к	1	3
134	в своей	5	3
135	жизни и	4	3
136	том числе	3	3
137	не может	2	3
138	как известно	2	2
139	и есть	4	2
140	перед лицом	2	2
141	из его	1	2
142	и за	3	2
143	мы не	1	2
144	из самых	1	2
145	время как	1	2
146	говорить о	1	2
147	и молодой	1	2
148	не вполне	1	2
149	в виду	2	2
150	и был	1	2
151	в народном	1	2
152	он был	2	2
153	под названием	1	2
154	в ее	3	2
155	и другие	2	2
156	если в	2	2
157	отличие от	1	2
158	тут же	1	2
159	и вовсе	1	2
160	в одной	2	2
161	этом же	1	2
162	целый ряд	1	2
163	что по	1	2
164	самом начале	1	2
165	в действительности	1	2
166	за собой	1	2
167	бы и	1	2
168	в нашем	4	2
169	роль в	3	2
170	и если	1	2
171	что она	1	2
172	в плен	1	2
173	после этого	2	2
174	он не	3	2
175	в силу	1	2
176	на этом	2	2
177	же не	2	2
178	об этом	1	2
179	связанных с	2	2
180	это не	5	2
181	в традиционных	1	2
182	в это	1	2
183	поводом для	1	2
184	в один	2	2
185	не более	1	2
186	в отличие	1	2
187	которые в	1	2
188	спустя после	1	2
189	в конце	9	2
190	вовсе не	9	2
191	даже в	1	2
192	отвадить от	1	2
193	же его	1	2
194	в одном	1	2
195	в какой-то	1	2
196	не столь	1	2
197	в духе	1	2
198	на это	1	2
199	и это	2	2
200	с самого	3	2
201	так в	1	2
202	и что	1	2
203	похож на	1	2
204	в мире	1	2
205	и во	1	2
206	и все	13	2
207	в другой	2	2
208	также в	2	2
209	все время	3	2
210	и дает	2	2
211	тот же	3	2
212	с ними	3	2
213	и ее	1	2
214	с одной	2	2
215	и у	2	2
216	у того	1	2
217	у нее	1	2
218	отношение к	1	2
219	от того	1	2
220	в других	2	2
221	рядом с	5	2
222	нет и	1	2
223	со стороны	2	2
224	и к	2	2
225	к древнейшему	1	2
226	до сих	1	2
227	с другой	4	2
228	нового времени	2	2
229	этого времени	1	2
230	одной стороны	2	2
231	этому времени	1	2
232	у других	1	2
233	с которым	1	2
234	что из	2	2
235	мы находим	1	2
236	по своему	4	2
237	в изображении	1	2
238	в той	2	2
239	как бы	8	2
240	своего времени	3	2
241	из вас	1	2
242	в уже	1	2
243	сих пор	1	2
244	более поздние	1	2
245	еще более	1	2
246	от всех	2	2
247	к его	1	2
248	из этого	2	2
249	отношения к	1	1
250	с кем	1	1
251	самом деле	1	1
252	фон для	1	1
253	победы над	1	1
254	существенное различие	1	1
255	что эти	1	1
256	бытовом плане	1	1
257	и этот	1	1
258	изображается в	2	1
259	на первый	2	1
260	еды и	1	1
261	в сущности	6	1
262	в полной	1	1
263	в самих	1	1
264	они были	3	1
265	ему в	1	1
266	и самой	1	1
267	видели как	3	1
268	в каждой	1	1
269	г к	1	1
270	суд в	1	1
271	собой в	1	1
272	всегда можно	1	1
273	первый план	1	1
274	все эти	9	1
275	в различных	2	1
276	в чем	3	1
277	что люди	1	1
278	только после	1	1
279	не без	1	1
280	после обеда	3	1
281	правды с	1	1
282	другой пример	1	1
283	обстояло дело	1	1
284	же она	1	1
285	конечном счете	1	1
286	в общем	1	1
287	не воспринимались	1	1
288	не давали	1	1
289	первый взгляд	1	1
290	государства и	1	1
291	как к	3	1
292	это был	2	1
293	более или	3	1
294	в герое	1	1
295	жизни в	2	1
296	из пепла	1	1
297	роль играет	1	1
298	в чисто	1	1
299	он дал	1	1
300	не приходится	1	1
301	нее так	1	1
302	действительности но	1	1
303	это знаменитое	1	1
304	всего к	1	1
305	в себе	3	1
306	о ее	1	1
307	на площадях	1	1
308	к участию	1	1
309	на его	2	1
310	ей в	1	1
311	главным образом	1	1
312	время и	2	1
313	видеть в	1	1
314	почти каждая	1	1
315	в основу	2	1
316	приводит все	1	1
317	для характеристики	1	1
318	пока в	1	1
319	полной мере	1	1
320	этой традиции	3	1
321	г в	1	1
322	знает что	1	1
323	входит в	1	1
324	на пиру	1	1
325	в соответствии	1	1
326	не одна	1	1
327	и мы	2	1
328	для эпохи	1	1
329	все прочее	1	1
330	в жизни	2	1
331	в бытовом	1	1
332	с последующим	1	1
333	люди не	1	1
334	он же	1	1
335	соответствии с	2	1
336	со своими	2	1
337	он и	5	1
338	мы видели	7	1
339	ни с	2	1
340	автора и	1	1
341	и тогда	1	1
342	не мог	2	1
343	со всей	1	1
344	для продажи	1	1
345	в ходу	1	1
346	или менее	3	1
347	в эту	3	1
348	которую он	4	1
349	во второй	2	1
350	и при	2	1
351	женщин и	4	1
352	нас не	1	1
353	свою речь	3	1
354	и без	1	1
355	между людьми	1	1
356	историю в	1	1
357	пор в	1	1
358	не столько	2	1
359	что стало	1	1
360	не считал	1	1
361	значение для	1	1
362	из области	1	1
363	нельзя было	1	1
364	только для	4	1
365	образом и	3	1
366	времени не	1	1
367	их в	2	1
368	как от	1	1
369	том же	2	1
370	и очень	1	1
371	с точки	2	1
372	случае в	1	1
373	с утра	1	1
374	но они	4	1
375	что эта	1	1
376	правда в	1	1
377	здесь на	1	1
378	своего героя	1	1
379	весь этот	2	1
380	в основе	2	1
381	первая половина	1	1
382	и внутренней	1	1
383	никогда не	2	1
384	самой жизни	1	1
385	ничего не	1	1
386	в разных	3	1
387	современников и	1	1
388	он собирается	3	1
389	буквальном смысле	1	1
390	участию в	1	1
391	этот образ	4	1
392	женщины в	3	1
393	одежду и	1	1
394	актеры в	1	1
395	в хронологическом	1	1
396	вот в	1	1
397	и вполне	3	1
398	числе и	2	1
399	бы он	1	1
400	именно таким	1	1
401	они и	1	1
402	мы слышим	4	1
403	же образом	1	1
404	в себя	2	1
405	времени и	2	1
406	том случае	1	1
407	было в	2	1
408	в споре	2	1
409	в последующих	1	1
410	образы в	2	1
411	жизнь и	4	1
412	в эпоху	15	1
413	о котором	1	1
414	остановимся на	1	1
415	с ним	2	1
416	а также	2	1
417	зрения на	1	1
418	и та	1	1
419	но мы	2	1
420	можем сказать	1	1
421	все его	1	1
422	там же	3	1
423	нас в	1	1
424	плане в	1	1
425	и были	2	1
426	фрагмент из	1	1
427	из глаз	1	1
428	в бой	1	1
429	будто он	2	1
430	лет спустя	1	1
431	от них	1	1
432	ему было	1	1
433	при дворе	1	1
434	лица и	1	1
435	них в	1	1
436	играли в	2	1
437	в литературе	4	1
438	к которому	2	1
439	имеется в	3	1
440	по своей	3	1
441	всякого рода	2	1
442	образов и	2	1
443	мы видим	3	1
444	i в	1	1
445	с каждым	1	1
446	очень много	1	1
447	то он	2	1
448	свою роль	3	1
449	по этому	1	1
450	замечая что	2	1
451	смертью за	1	1
452	конечно не	4	1
453	и детей	2	1
454	в большинстве	6	1
455	только на	1	1
456	и они	3	1
457	драматические представления	1	1
458	ни одного	1	1
459	чем они	1	1
460	не все	1	1
461	большинстве случаев	5	1
462	системе образов	6	1
463	к своим	1	1
464	на столе	1	1
465	мир в	2	1
466	для него	1	1
467	и называлось	1	1
468	в известной	3	1
469	как их	1	1
470	два противоположных	1	1
471	на четыре	1	1
472	как его	1	1
473	этими словами	1	1
474	и старой	2	1
475	как раз	2	1
476	я вижу	1	1
477	само собой	1	1
478	в очень	1	1
479	к самому	1	1
480	и даже	3	1
481	уважение к	1	1
482	выступает в	1	1
483	собой разумеется	1	1
484	и образов	2	1
485	а с	1	1
486	говорит о	1	1
487	у нас	1	1
488	это касается	1	1
489	в собрании	1	1
490	до конца	5	1
491	и самый	1	1
492	не на	2	1
493	который с	1	1
494	другой стороны	3	1
495	из героев	1	1
496	там где	3	1
497	самого начала	3	1
498	речи и	1	1
499	жизнь в	1	1
500	всего этого	1	1
501	с помощью	4	1
502	свою очередь	1	1
503	они играли	1	1
504	этой же	3	1
505	друзьями и	1	1
506	отрывок из	1	1
507	времени а	1	1
508	в платье	1	1
509	как человек	1	1
510	над ним	1	1
511	не видят	3	1
512	и там	1	1
513	именно в	2	1
514	у самого	1	1
515	в современной	1	1
516	в делах	1	1
517	в женщине	1	1
518	еще раз	2	1
519	но даже	1	1
520	историческая действительность	1	1
521	чисто бытовых	1	1
522	судить о	1	1
523	у вас	2	1
524	которые были	1	1
525	о мире	2	1
526	ближе к	1	1
527	в более	1	1
528	этого рода	2	1
529	случае если	1	1
530	предложение и	1	1
531	в результате	4	1
532	это как	1	1
533	не должен	1	1
534	и как	3	1
535	будто бы	1	1
536	в знаменитом	1	1
537	временем с	1	1
538	века мы	1	1
539	в системе	1	1
540	одно понятие	1	1
541	на фоне	1	1
542	нет ничего	2	1
543	между ними	2	1
544	сказать что	5	1
545	и старого	1	1
546	ведь он	1	1
547	равно как	1	1
548	в свою	1	1
549	пола в	1	1
550	всех других	1	1
551	свадьбы с	1	1
552	ко всему	1	1
553	это была	1	1
554	авторов в	1	1
555	и эта	2	1
556	xviii в	1	1
557	думать что	1	1
558	так же	7	1
559	как на	2	1
560	все что	1	1
