N	2gram	Tiupa_Lite_3	Psycholo
1	то что	12	44
2	и в	16	33
3	в этом	14	28
4	как бы	8	25
5	все время	3	24
6	потому что	3	24
7	для того	2	23
8	том что	8	22
9	того чтобы	2	22
10	может быть	12	22
11	что в	2	21
12	в том	12	21
13	о том	6	20
14	что он	5	20
15	как это	3	14
16	то есть	5	13
17	так же	2	13
18	и не	22	13
19	все это	1	13
20	сказать что	1	13
21	самом деле	3	12
22	в самом	3	12
23	было бы	2	12
24	к тому	6	12
25	и все	1	12
26	так как	1	12
27	он не	1	11
28	на то	2	10
29	если бы	2	10
30	в его	6	10
31	не может	8	10
32	то же	9	9
33	в этой	8	9
34	и если	4	9
35	по себе	2	9
36	как раз	2	9
37	в конце	2	8
38	как будто	4	8
39	для этого	1	8
40	вместе с	5	8
41	в своем	1	7
42	раз в	2	7
43	не только	14	7
44	в нем	2	7
45	так что	1	7
46	и только	2	7
47	до конца	4	7
48	когда он	2	7
49	для нас	1	7
50	и т	1	6
51	на самом	1	6
52	в ней	1	6
53	что они	1	6
54	перед нами	1	6
55	в себе	6	6
56	и вот	2	6
57	во время	1	6
58	точки зрения	7	6
59	всякий раз	2	6
60	но он	1	6
61	тому что	1	6
62	когда мы	1	6
63	же самое	2	6
64	это не	5	6
65	у него	1	6
66	а не	12	6
67	как на	3	6
68	это и	1	5
69	мы уже	1	5
70	полагает что	1	5
71	в целом	5	5
72	и на	2	5
73	о смерти	1	5
74	с этим	1	5
75	все же	2	5
76	и как	3	5
77	как он	1	5
78	как и	5	5
79	нисколько не	1	5
80	никогда не	4	5
81	и его	6	5
82	что для	1	5
83	вовсе не	1	5
84	из этого	1	5
85	и есть	1	4
86	той же	3	4
87	я не	2	4
88	что автор	1	4
89	том чтобы	2	4
90	с тем	1	4
91	и уже	1	4
92	слова и	1	4
93	в своей	7	4
94	с точки	3	4
95	а в	5	4
96	у нас	2	4
97	как мы	2	4
98	и о	1	4
99	что у	2	4
100	жизнь и	1	4
101	о нем	2	4
102	не просто	1	4
103	того что	9	4
104	в двух	1	4
105	только в	7	4
106	себя в	7	4
107	в жизни	8	4
108	и других	1	4
109	но совершенно	1	4
110	из них	4	4
111	что не	2	4
112	смысла и	1	4
113	в частности	11	4
114	исходя из	1	4
115	с этой	2	4
116	совершенно не	3	4
117	жизни и	3	4
118	ее в	2	4
119	к этому	2	4
120	в таком	1	4
121	например в	3	3
122	идет о	1	3
123	и до	1	3
124	и за	1	3
125	говорить о	1	3
126	как я	1	3
127	то это	2	3
128	и он	1	3
129	слова как	1	3
130	но не	4	3
131	к которой	1	3
