N	2gram	Bakhtin_Pr_1	slovoVRo
1	в романе	4	46
2	и в	38	39
3	может быть	26	37
4	и т	14	35
5	и его	16	33
6	т п	13	33
7	то есть	46	26
8	не только	9	24
9	и не	42	22
10	но и	9	21
11	говорящий человек	2	21
12	не может	27	20
13	в нем	15	19
14	до конца	1	17
15	в этом	15	16
16	все это	3	16
17	так и	5	15
18	а не	5	14
19	как в	4	13
20	отличие от	5	13
21	в пределах	6	13
22	слова в	7	13
23	в процессе	1	13
24	во всех	11	12
25	в отличие	5	12
26	в истории	2	11
27	слово в	2	11
28	вовсе не	2	10
29	со своим	1	9
30	и с	17	9
31	не в	7	9
32	к своему	2	9
33	языка и	1	9
34	прежде всего	13	8
35	таким образом	10	8
36	точки зрения	8	8
37	оно не	3	8
38	слова и	3	8
39	себя в	2	8
40	еще не	7	7
41	в него	2	7
42	при этом	5	7
43	с ним	5	7
44	языка как	2	7
45	для него	1	7
46	никогда не	5	7
47	и даже	3	7
48	в его	43	7
49	в этих	2	7
50	и потому	4	7
51	могут быть	5	7
52	с его	2	7
53	как мы	7	7
54	как бы	22	7
55	все эти	5	6
56	в значительной	2	6
57	все же	6	6
58	как и	7	6
59	жизни и	1	6
60	в большинстве	5	6
61	там где	6	6
62	язык в	2	6
63	но не	12	6
64	значительной степени	1	6
65	и к	3	6
66	в слове	3	6
67	человек в	2	6
68	в них	5	6
69	она не	2	6
70	языка в	3	6
71	но в	4	6
72	слова от	1	6
73	в своем	5	6
74	для нас	1	5
75	и наконец	6	5
76	человека в	2	5
77	в плане	7	5
78	и для	11	5
79	мышления и	1	5
80	или иной	2	5
81	большинстве случаев	5	5
82	и все	3	5
83	от него	3	5
84	по себе	1	5
85	например в	3	5
86	слово и	2	5
87	мира и	1	5
88	это не	5	5
89	только в	13	5
90	своему предмету	1	5
91	в том	8	5
92	уже не	1	5
93	с ними	4	5
94	одной стороны	3	5
95	не могут	2	5
96	с другой	7	5
97	слова его	1	5
98	с одной	3	5
99	конечно не	5	5
100	со словом	5	5
101	том что	3	5
102	той или	2	5
103	для всех	1	4
104	борьба с	1	4
105	языка но	2	4
106	же время	3	4
107	входит в	8	4
108	не менее	4	4
109	в то	4	4
110	с помощью	7	4
111	но здесь	3	4
112	в смысле	1	4
113	с другими	3	4
114	отношении к	1	4
115	а в	6	4
116	его в	9	4
117	словом в	1	4
118	и на	3	4
119	его не	2	4
120	отношение к	10	4
121	отношения к	6	4
122	дело с	6	4
123	в таком	3	4
124	в узком	1	4
125	в той	1	4
126	то же	5	4
127	и других	2	4
128	узком смысле	2	4
129	на почве	3	4
130	и язык	1	4
131	во всем	2	4
132	ни в	11	4
133	художественный образ	1	4
134	в основе	5	4
135	и др	8	4
136	одна из	2	4
137	всех этих	1	4
138	и мир	2	4
139	себя и	3	4
140	даже и	1	4
141	слова не	3	4
142	по отношению	21	4
143	отношению к	19	4
144	слова с	2	4
145	здесь не	4	4
146	и иных	1	4
147	или как	3	4
148	что оно	2	4
149	на фоне	3	4
150	его от	1	3
151	точек зрения	1	3
152	языка то	1	3
153	говорить о	3	3
154	связи с	2	3
155	смысла и	1	3
156	должна быть	4	3
157	рядом с	5	3
158	и социальной	1	3
159	языка может	1	3
160	к нему	10	3
161	хотя бы	4	3
162	в некоторых	2	3
163	как это	2	3
164	материал и	2	3
165	и часто	1	3
166	язык как	1	3
167	бы и	1	3
168	и дальше	1	3
169	или даже	1	3
170	связан с	1	3
171	что в	7	3
172	исторической жизни	1	3
173	здесь в	2	3
174	в чисто	1	3
175	между тем	7	3
176	не с	4	3
177	материал в	4	3
178	лишь в	2	3
179	в чем	2	3
180	и от	3	3
181	связано с	1	3
182	сказать что	4	3
183	в контексте	1	3
184	единство и	2	3
185	со всею	1	3
186	глубоко и	1	3
187	может иметь	5	3
188	не исчерпывает	1	3
189	в особенности	2	3
190	слове как	1	3
191	на этом	2	3
192	этом отношении	2	3
193	что и	2	3
194	как к	2	3
195	с точки	6	3
196	быть и	1	3
197	не приходится	1	3
198	отметить что	7	3
199	всех его	4	3
200	а также	1	3
201	в ней	4	3
202	стороны и	1	3
203	материала и	2	3
204	и как	8	3
205	человека и	1	3
206	но это	3	3
207	в свою	2	3
208	это возможно	1	2
209	стремиться к	1	2
210	действительность но	1	2
211	почти все	1	2
212	может и	4	2
213	связи и	3	2
214	как слово	1	2
215	и чисто	1	2
216	нем и	2	2
217	и здесь	2	2
218	но она	2	2
219	в форме	4	2
220	входят в	3	2
221	входить в	1	2
222	в другом	2	2
223	в связи	2	2
224	но он	1	2
225	или в	2	2
226	быть существенно	1	2
227	если оно	1	2
228	как например	1	2
229	отличается от	2	2
230	в более	4	2
231	в поэзии	9	2
232	как с	1	2
233	не было	2	2
234	кроме того	3	2
235	она может	3	2
236	с материалом	1	2
237	мы сказали	1	2
238	в виде	2	2
239	сих пор	1	2
240	на материале	3	2
241	конечно и	4	2
242	независимо от	13	2
243	цели и	2	2
244	его и	1	2
245	всех сторон	2	2
246	роман и	1	2
247	и другие	2	2
248	до сих	1	2
249	не знает	3	2
250	из важнейших	3	2
251	того чтобы	2	2
252	контекста в	1	2
253	в их	10	2
254	и истолкования	1	2
255	и вне	1	2
256	более того	4	2
257	в одном	1	2
258	менее всего	3	2
259	проникает в	2	2
260	в нашем	4	2
261	на протяжении	1	2
262	не входят	4	2
263	нуждается в	2	2
264	жизни в	1	2
265	его как	3	2
266	мы наблюдаем	1	2
267	вместе с	1	2
268	зрения на	1	2
269	свою очередь	1	2
270	приходится иметь	2	2
271	а лишь	2	2
272	в себя	2	2
273	что он	2	2
274	особенно в	2	2
275	но как	2	2
276	материалу к	2	2
277	этого предмета	1	2
278	то что	8	2
279	но эта	1	2
280	за пределы	12	2
281	в новом	1	2
282	на него	3	2
283	которые в	1	2
284	они не	3	2
285	вне себя	4	2
286	что язык	1	2
287	с ее	1	2
288	единству и	2	2
289	степени и	2	2
290	это и	1	2
291	именно на	1	2
292	с которым	1	2
293	в сфере	1	2
294	можно говорить	2	2
295	как вещь	4	2
296	к его	2	2
297	именно как	1	2
298	как он	1	2
299	только с	1	2
300	в нее	1	2
301	дело в	2	2
302	своим предметом	4	2
303	не все	2	2
304	в результате	1	2
305	для того	2	2
306	на нем	1	2
307	автора и	1	2
308	мы увидим	3	2
309	подчеркнуть что	1	2
310	еще более	1	2
311	бы только	1	2
312	их целом	1	2
313	и проч	28	2
314	хотя и	3	2
315	но лишь	2	2
316	на мир	2	2
317	на них	3	2
318	этического и	2	2
319	без всякого	1	2
320	материалом и	1	2
321	но оно	1	2
322	не всегда	6	2
323	мы уже	1	2
324	слова правда	1	2
325	оно было	2	2
326	значение в	1	2
327	а вовсе	1	2
328	к материалу	11	2
329	именно в	1	2
330	в смысловом	1	2
331	как уже	1	2
332	т д	1	2
333	его моментов	2	2
334	в противовес	1	2
335	и исторические	1	2
336	он не	3	2
337	также и	3	2
338	далеко не	5	2
339	лежит на	1	2
340	слов в	1	2
341	в свой	1	2
342	чем в	2	2
343	однако в	1	2
344	со всеми	3	2
345	все они	5	2
346	мифологическое мышление	1	2
347	известной степени	4	2
348	о том	4	2
349	иметь дело	2	2
350	его так	1	2
351	слова как	1	2
352	в области	11	2
353	как отношение	2	2
354	и художественно	2	2
355	чем не	2	2
356	должен быть	2	2
357	точка зрения	3	2
358	оно может	2	2
359	может стать	3	2
360	и особенно	1	2
361	которых мы	4	2
362	в дальнейшем	3	2
363	ни к	2	2
364	и прямо	1	2
365	как о	1	2
366	в себе	4	2
367	в данном	4	2
368	материала в	10	2
369	имеет дело	9	2
370	и между	1	2
371	все что	3	2
372	дело идет	2	2
373	и более	2	2
374	и исторически	1	2
375	этической и	1	2
376	и при	2	2
377	есть вне	1	1
378	за его	3	1
379	словом но	2	1
380	вступают в	1	1
381	и оценки	2	1
382	своеобразное единство	1	1
383	и два	1	1
384	историческом аспекте	1	1
385	единству языка	1	1
386	о которых	2	1
387	нем он	1	1
388	момент в	1	1
389	и чистоты	1	1
390	какой мере	2	1
391	поэтического языка	1	1
392	слову как	1	1
393	тень и	1	1
394	приводит к	3	1
395	своеобразие как	1	1
396	бы быть	1	1
397	свой предмет	1	1
398	как убираются	1	1
399	и социальные	1	1
400	вносит в	1	1
401	нас за	3	1
402	процессе работы	1	1
403	композиционная форма	4	1
404	можно сказать	2	1
405	место в	8	1
406	его же	1	1
407	материал слово	1	1
408	язык его	1	1
409	как ни	1	1
410	поэтому эти	1	1
411	можем сказать	2	1
412	в двух	2	1
413	мы говорим	1	1
414	на том	1	1
415	характер в	1	1
416	моменты в	1	1
417	рода и	1	1
418	значение и	1	1
419	направлений и	1	1
420	в один	1	1
421	нам важно	1	1
422	иногда даже	1	1
423	есть необходимый	1	1
424	материала так	1	1
425	может служить	1	1
426	но конечно	4	1
427	не носят	1	1
428	как таковое	1	1
429	и внутреннюю	1	1
430	как композиционная	2	1
431	поэзии но	1	1
432	материала для	2	1
433	а со	1	1
434	и со	1	1
435	образ человека	1	1
436	высказывания в	1	1
437	и действительно	1	1
438	в поэтическом	1	1
439	души и	2	1
440	себя самого	4	1
441	много лишнего	1	1
442	берет слово	1	1
443	нему и	2	1
444	к языку	1	1
445	и всюду	1	1
446	и оценен	1	1
447	лежат в	1	1
448	здесь она	1	1
449	на то	2	1
450	то он	1	1
451	и традиций	1	1
452	и которые	2	1
453	области поэтики	1	1
454	как таковая	1	1
455	анализа и	2	1
456	в сознании	1	1
457	это может	1	1
458	несколько иначе	1	1
459	ивана карамазова	2	1
460	в какой	2	1
461	понимании и	1	1
462	вообще и	1	1
463	самодостаточность и	1	1
464	некоторой степени	1	1
465	быть только	5	1
466	другом случае	1	1
467	и иные	1	1
468	и должны	2	1
469	от их	1	1
470	чтобы стать	4	1
471	следовательно не	2	1
472	но именно	1	1
473	как вещи	3	1
474	затем к	1	1
475	так называемые	1	1
476	объекта в	5	1
477	и чистой	2	1
478	затем в	1	1
479	и без	1	1
480	всех своих	2	1
481	не были	1	1
482	эта внутренняя	1	1
483	нисколько не	1	1
484	только чисто	1	1
485	в своей	7	1
486	таким путем	1	1
487	все многообразие	1	1
488	целый ряд	1	1
489	а на	1	1
490	случае оно	1	1
491	и те	2	1
492	вообще в	1	1
493	характерно для	2	1
494	нем не	1	1
495	за своими	1	1
496	только его	3	1
497	и есть	2	1
498	свободной и	1	1
499	не на	5	1
500	того или	2	1
501	который мы	1	1
502	высказывания могут	1	1
503	всех других	1	1
504	как таковую	1	1
505	и нельзя	1	1
506	и становится	7	1
507	или иным	1	1
508	что уже	1	1
509	моментов и	1	1
510	у толстого	1	1
511	самостоятельности и	1	1
512	до известной	1	1
513	иметь в	1	1
514	на которую	1	1
515	правильного понимания	2	1
516	не можем	2	1
517	неотделим от	1	1
518	его целом	5	1
519	к единству	5	1
520	опираться на	1	1
521	и собственно	1	1
522	и только	4	1
523	форме как	1	1
524	леса когда	1	1
525	от чисто	2	1
526	к этому	2	1
527	одной из	3	1
528	основная особенность	1	1
529	этого не	1	1
530	выходят за	1	1
531	этот разрыв	1	1
532	все то	3	1
533	есть не	2	1
534	здесь одно	1	1
535	героя его	1	1
536	случаях мы	1	1
537	завершена и	1	1
538	мир не	1	1
539	к такому	1	1
540	этих моментов	1	1
541	с миром	4	1
542	все те	1	1
543	здесь с	1	1
544	того что	2	1
545	но зато	2	1
546	единство этих	1	1
547	мир в	2	1
548	мы еще	1	1
549	к слову	1	1
550	слова слово	1	1
551	в корне	2	1
552	как не	1	1
553	в таких	2	1
554	следовательно и	1	1
555	притом не	1	1
556	на слова	1	1
557	здесь нет	2	1
558	дело и	5	1
559	сами по	1	1
560	от содержания	2	1
561	которые как	1	1
562	для понимания	2	1
563	над словом	1	1
564	становится в	1	1
565	могли бы	1	1
566	напряженном и	1	1
567	таких же	1	1
568	в самый	1	1
569	человека но	1	1
570	материал как	2	1
571	нельзя даже	1	1
572	и значение	2	1
573	мы ее	1	1
574	вне ее	2	1
575	мысли и	1	1
576	более и	1	1
577	различия между	1	1
578	самого языка	1	1
579	целом как	1	1
580	о художественном	2	1
581	пределы и	1	1
582	всегда с	1	1
583	не остается	2	1
584	подход к	1	1
585	да и	3	1
586	факта и	1	1
587	в напряженном	1	1
588	говорить об	1	1
589	из художественного	1	1
590	а как	3	1
591	он может	2	1
592	нами в	2	1
593	как предмету	1	1
594	действительности но	2	1
595	конечно совершенно	1	1
596	себе а	1	1
597	мы коснемся	1	1
598	в других	4	1
599	в рассмотрение	2	1
600	позиция не	1	1
601	предмета в	1	1
602	мог бы	1	1
603	но этот	1	1
604	полноте своей	1	1
605	с человеком	1	1
606	со всех	2	1
607	возможно лишь	1	1
608	дано в	3	1
609	двусмысленности и	1	1
610	все время	1	1
611	культуры и	3	1
612	другими словами	2	1
613	в целом	3	1
614	осознает себя	1	1
615	его моментах	1	1
616	только как	6	1
617	несмотря на	3	1
618	не нужно	5	1
619	что не	4	1
620	и всей	1	1
621	этой проблемы	1	1
622	момент его	2	1
623	отнюдь не	19	1
624	и отдельных	2	1
625	поэтому в	2	1
626	и самая	1	1
627	он является	1	1
628	смысле слова	2	1
629	поскольку она	1	1
630	в применении	3	1
631	действительности в	2	1
632	к художественной	1	1
633	есть художественное	1	1
634	говорить и	2	1
635	и другими	3	1
636	роман действительно	1	1
637	и о	5	1
638	личности говорящего	1	1
639	выйти за	1	1
640	и осуществлять	1	1
641	подход и	1	1
642	даны в	1	1
643	но всегда	1	1
644	могут иметь	1	1
645	направлен на	1	1
646	своим собственным	1	1
647	в научном	1	1
648	помощью одного	1	1
649	за пределами	1	1
650	невозможно в	1	1
651	нашем случае	1	1
652	должно быть	5	1
653	этический момент	6	1
654	есть чисто	6	1
655	все снова	1	1
656	довлеет себе	2	1
657	как только	3	1
658	этого понимания	1	1
659	тем что	2	1
660	формы к	1	1
661	к ним	1	1
662	характер и	1	1
663	тем не	3	1
664	и возможности	1	1
665	и художественного	3	1
666	быть конечно	2	1
667	ничего не	6	1
668	не довлеет	2	1
669	бы две	1	1
670	и за	1	1
671	суждения и	2	1
672	должен стать	1	1
673	к определенному	1	1
674	не о	1	1
675	это было	1	1
676	и может	1	1
677	в каждом	2	1
678	что так	1	1
679	как проблема	1	1
680	конечно от	1	1
681	здесь лишь	1	1
682	образом в	1	1
683	нужно сказать	1	1
684	его во	1	1
685	нам в	1	1
686	широком смысле	1	1
687	уже затем	1	1
688	очень мало	1	1
689	человека как	2	1
690	друг друга	1	1
691	является русский	1	1
692	на первый	2	1
693	другой стороны	4	1
694	этом его	1	1
695	и указаний	1	1
696	этого слова	1	1
697	в этой	1	1
698	случае не	2	1
699	лишь к	1	1
700	не имеющих	1	1
701	с этими	1	1
702	зрения не	1	1
703	целом с	1	1
704	есть процесс	1	1
705	а наоборот	1	1
706	что под	1	1
707	эти явления	1	1
708	и слов	1	1
709	силу и	1	1
710	в самом	7	1
711	во всей	1	1
712	для выражения	1	1
713	глубине и	1	1
714	в художественный	1	1
715	не для	1	1
716	существенного отношения	1	1
717	есть к	1	1
718	характерной для	1	1
719	в иных	3	1
720	если он	1	1
721	определенности и	3	1
722	в едином	2	1
723	он живет	1	1
724	не завершена	1	1
725	себя не	1	1
726	произведения в	5	1
727	и этим	6	1
728	может осуществлять	1	1
729	в мире	3	1
730	тем как	5	1
731	самого слова	1	1
732	о других	1	1
733	себя как	5	1
734	и что	2	1
735	лучшем случае	2	1
736	и своеобразное	1	1
737	предметом и	2	1
738	и ее	2	1
739	другим как	1	1
740	не просто	1	1
741	слова это	1	1
742	точками зрения	1	1
743	есть именно	1	1
744	определенности в	2	1
745	для нее	8	1
746	форму в	5	1
747	мы понимаем	1	1
748	и смысловых	1	1
749	в своих	2	1
750	за каждым	1	1
751	и смысл	1	1
752	которое нельзя	1	1
753	нас в	1	1
754	но единство	1	1
755	направленности и	1	1
756	тем или	1	1
757	существенное отличие	2	1
758	живет и	1	1
759	к которой	1	1
760	и взаимоотношения	2	1
761	первый план	2	1
762	или точнее	2	1
763	фоне которого	1	1
764	убираются леса	1	1
765	в частности	2	1
766	мы можем	6	1
767	о значении	4	1
768	между этими	1	1
769	не столь	1	1
770	и понимающий	1	1
771	в известной	3	1
772	это как	1	1
773	слова но	3	1
774	снова и	1	1
775	все равно	1	1
776	этом направлении	1	1
777	объектом познания	1	1
778	и вся	2	1
779	важное значение	1	1
780	или непосредственно	1	1
781	или иного	2	1
782	всего этого	1	1
783	воля и	1	1
784	слов не	1	1
785	а следовательно	1	1
786	которая не	1	1
787	к художественному	4	1
788	но может	1	1
789	и тем	3	1
790	она позволяет	1	1
791	при изучении	1	1
792	иметь место	1	1
793	себе все	1	1
794	взаимодействии со	1	1
795	и должно	3	1
796	об особой	1	1
797	здесь оно	1	1
798	с другим	1	1
799	и уже	1	1
800	социальной и	1	1
801	к себе	2	1
802	идет о	1	1
803	оно способно	1	1
804	от художественного	1	1
805	не является	3	1
806	и это	3	1
807	только на	1	1
808	миру и	2	1
809	нем нет	1	1
810	чувствует себя	1	1
811	и отдельные	1	1
812	на самой	1	1
813	и выражения	1	1
814	действительно может	1	1
815	а путем	1	1
816	в виду	4	1
817	или иначе	1	1
818	но главное	1	1
819	и могут	1	1
820	от степени	1	1
821	и следовательно	1	1
822	уверенного и	1	1
823	социальные и	1	1
824	разобранные нами	1	1
825	от которых	1	1
826	в лучшем	2	1
827	все остальные	1	1
828	как такового	3	1
829	ведь без	1	1
830	протяжении всего	1	1
831	вообще не	7	1
832	линии и	1	1
833	язык для	1	1
834	применении к	3	1
835	эти высказывания	1	1
836	которое может	1	1
837	предмету познания	1	1
838	и снова	1	1
839	однако отметить	1	1
