N	2gram	Berdyaev_M_2	StatiiOP
1	и в	46	29
2	том что	4	27
3	в том	3	27
4	в этом	20	21
5	не только	18	19
6	но и	15	19
7	что в	4	19
8	о том	3	17
9	в трагедии	3	17
10	в его	5	13
11	что он	7	13
12	у пушкина	1	12
13	в которой	2	11
14	то что	5	11
15	все это	1	11
16	к тому	5	10
17	т е	4	10
18	в своем	8	9
19	он не	10	9
20	потому что	12	9
21	так и	4	9
22	этом отношении	1	9
23	и не	18	9
24	как на	1	9
25	но в	10	8
26	письме к	1	8
27	по поводу	1	8
28	я не	5	7
29	в ней	11	7
30	в самом	5	7
31	но все	1	7
32	в своей	5	7
33	в котором	1	7
34	тому что	4	7
35	того как	3	7
36	для того	5	7
37	с тем	1	7
38	вместе с	2	7
39	вопрос о	6	6
40	и на	3	6
41	того чтобы	4	6
42	и его	5	6
43	об этом	1	6
44	и что	2	6
45	до сих	3	6
46	было бы	1	5
47	точки зрения	2	5
48	в русской	6	5
49	не знали	1	5
50	была бы	1	5
51	того что	6	5
52	между тем	2	5
53	своего рода	1	5
54	в письме	1	5
55	прежде всего	12	5
56	а не	13	5
57	о чем	1	5
58	в той	1	5
59	как бы	8	5
60	сих пор	3	5
61	был для	2	4
62	хотя и	2	4
63	и к	7	4
64	в нем	22	4
65	что у	4	4
66	в другом	1	4
67	и с	3	4
68	не в	9	4
69	еще до	1	4
70	ничего не	2	4
71	но также	1	4
72	после того	2	4
73	раньше чем	1	4
74	но с	2	4
75	связи с	2	4
76	для него	18	4
77	до того	1	4
78	с другой	1	4
79	еще более	2	4
80	к этому	1	4
81	же как	3	3
82	самом деле	1	3
83	на самом	1	3
84	русской истории	3	3
85	его не	2	3
86	хотя бы	7	3
87	и он	11	3
88	не был	2	3
89	не то	1	3
90	которые не	1	3
91	как в	7	3
92	с этим	1	3
93	не было	11	3
94	что это	6	3
95	отношений между	1	3
96	в россии	3	3
97	ни в	3	3
98	не мог	3	3
99	в этих	2	3
100	одном из	1	3
101	но он	11	3
102	по себе	2	3
103	никогда не	18	3
104	на себя	1	3
105	тем что	3	3
106	у нас	11	3
107	и именно	1	3
108	сомневаться в	1	3
109	оно не	2	3
110	ни у	1	3
111	из трагедии	1	3
112	в образе	3	3
113	на нее	1	3
114	и здесь	6	3
115	на вопрос	1	3
116	как у	2	3
117	наконец в	1	3
118	но это	8	3
119	так что	2	3
120	ни одного	2	3
121	из нее	1	3
122	что на	1	3
123	а с	1	3
124	до конца	4	3
125	так же	6	3
126	xix века	1	3
127	отношении к	3	3
128	также и	4	2
129	того же	1	2
130	только потому	1	2
131	такое же	1	2
132	то же	5	2
133	и народом	1	2
134	с его	4	2
135	за него	1	2
136	и который	1	2
137	нет и	1	2
138	что они	3	2
139	на то	1	2
140	мере в	1	2
141	народа в	1	2
142	он по	1	2
143	и как	1	2
144	на тот	1	2
145	х и	1	2
146	все эти	1	2
147	в этой	7	2
148	в себе	10	2
149	и те	2	2
150	как он	3	2
151	на его	2	2
152	если бы	3	2
153	не к	2	2
154	и более	1	2
155	значительной степени	1	2
156	тем в	1	2
157	не дает	1	2
158	его в	3	2
159	на почве	3	2
160	которая была	1	2
161	как и	13	2
162	нигде не	1	2
163	которую он	1	2
164	что такое	1	2
165	нас не	2	2
166	в отношении	5	2
167	свободен от	1	2
168	с точки	1	2
169	века и	1	2
170	от его	2	2
171	что было	3	2
172	не могли	1	2
173	но они	1	2
174	не имеет	4	2
175	есть еще	2	2
176	и всегда	3	2
177	и теперь	1	2
178	не может	15	2
179	не по	1	2
180	только с	3	2
181	не до	2	2
182	не потому	1	2
183	в движении	1	2
184	в духе	5	2
185	их что	1	2
186	чтобы сделать	1	2
187	и это	5	2
188	в ее	1	2
189	и сам	1	2
190	еще в	2	2
191	он был	9	2
192	к подлинному	1	2
193	а также	1	2
194	говорит об	1	2
195	в значительной	1	2
196	что и	4	2
197	у всех	2	2
198	в какой	1	2
199	только в	3	2
200	это очень	1	2
201	бы ни	1	2
202	раз в	1	2
203	в конце	5	2
204	так как	8	2
205	может быть	21	2
206	в них	3	2
207	было для	2	2
208	тебе что	1	2
209	связь с	1	2
210	и потому	7	2
211	к своему	2	2
212	по своему	1	2
213	что за	2	2
214	такого рода	2	2
215	из этой	2	2
216	с этой	1	2
217	ее в	2	2
218	той мере	1	2
219	это был	1	2
220	а к	1	2
221	только что	1	2
222	сказать что	3	2
223	они не	4	2
224	я ни	1	1
225	а между	1	1
226	не иначе	1	1
227	уход от	1	1
228	культурного творчества	1	1
229	сам по	2	1
230	и то	1	1
231	это и	3	1
232	разврат и	2	1
233	только имеет	1	1
234	по преимуществу	5	1
235	не имеют	2	1
236	высшей степени	3	1
237	против него	1	1
238	значение но	1	1
239	той же	3	1
240	их и	1	1
241	характер его	1	1
242	мы не	1	1
243	замечательно что	1	1
244	большую роль	1	1
245	ответить на	1	1
246	в сущности	2	1
247	говорить о	1	1
248	как не	1	1
249	на них	1	1
250	он сам	6	1
251	оценок и	1	1
252	со словами	1	1
253	в чем	3	1
254	этим не	1	1
255	друг к	5	1
256	совсем не	5	1
257	в голове	1	1
258	нет не	1	1
259	по отношению	2	1
260	одни и	2	1
261	отношение к	8	1
262	себе и	2	1
263	нет как	1	1
264	не хотел	2	1
265	более чем	2	1
266	независимо от	1	1
267	под его	2	1
268	в творчестве	3	1
269	по внешним	1	1
270	когда он	1	1
271	целый ряд	1	1
272	говорит что	2	1
273	в материал	1	1
274	для которого	1	1
275	к другому	3	1
276	средство для	2	1
277	формы в	1	1
278	не оставляет	1	1
279	и тот	2	1
280	бы только	1	1
281	и кто	1	1
282	только один	1	1
283	говорят о	1	1
284	не превращает	1	1
285	овладеть этой	2	1
286	и если	2	1
287	что она	5	1
288	перестает быть	1	1
289	к одному	1	1
290	этого вопроса	2	1
291	народ не	1	1
292	для русского	3	1
293	на этом	2	1
294	тут не	2	1
295	и характер	1	1
296	они должны	1	1
297	те же	5	1
298	была в	1	1
299	обратился к	1	1
300	к другу	5	1
301	говорил что	1	1
302	ума и	4	1
303	который так	1	1
304	роль в	1	1
305	по истории	1	1
306	и тем	1	1
307	не соответствует	1	1
308	мысль была	1	1
309	любви в	1	1
310	для них	1	1
311	нет в	4	1
312	в высшей	3	1
313	к которым	1	1
314	а за	2	1
315	и уже	1	1
316	для чего	3	1
317	с такой	1	1
318	принадлежит в	1	1
319	в развитии	1	1
320	всего был	1	1
321	было производить	1	1
322	но я	1	1
323	с ума	4	1
324	но если	1	1
325	во второй	1	1
326	от своего	1	1
327	можно найти	1	1
328	неизбежно должна	1	1
329	уже к	1	1
330	место в	2	1
331	значение для	1	1
332	нельзя было	2	1
333	и той	2	1
334	о русском	2	1
335	нас к	1	1
336	общественного мнения	2	1
337	иной раз	1	1
338	что есть	2	1
339	был уже	1	1
340	можно ли	3	1
341	народа это	1	1
342	она не	8	1
343	принадлежат к	3	1
344	который был	2	1
345	на два	1	1
346	него была	2	1
347	у кого	1	1
348	было не	2	1
349	в основе	2	1
350	чем не	2	1
351	для всего	1	1
352	он с	1	1
353	и без	1	1
354	к концу	1	1
355	к ней	2	1
356	есть плод	1	1
357	и народной	1	1
358	был так	1	1
359	как будто	2	1
360	на все	3	1
361	и социального	2	1
362	в момент	1	1
363	нет ни	2	1
364	не могут	1	1
365	отличается от	1	1
366	для такого	1	1
367	что является	1	1
368	они и	4	1
369	без разбора	1	1
370	он никогда	1	1
371	в свое	1	1
372	что все	5	1
373	не могу	6	1
374	были бы	2	1
375	х годов	1	1
376	средних веков	1	1
377	мысль о	2	1
378	в пределах	1	1
379	свет в	1	1
380	легенды о	1	1
381	с собой	2	1
382	можно было	2	1
383	не так	3	1
384	не с	1	1
385	с самим	3	1
386	в борьбе	1	1
387	есть также	2	1
388	о связи	1	1
389	она была	1	1
390	к тем	1	1
391	не были	1	1
392	по сравнению	1	1
393	возможно что	1	1
394	в эпоху	1	1
395	своего образа	2	1
396	именно потому	1	1
397	вот почему	2	1
398	сам был	1	1
399	но к	1	1
400	и ему	1	1
401	под маской	1	1
402	понимая что	1	1
403	последних двух	1	1
404	ровно в	1	1
405	и во	3	1
406	во втором	1	1
407	целиком в	1	1
408	и русская	2	1
409	но нельзя	1	1
410	все время	2	1
411	и об	1	1
412	стихии в	2	1
413	конце концов	1	1
414	ни к	1	1
415	не случайно	2	1
416	один из	5	1
417	бессилен овладеть	1	1
418	тот же	2	1
419	речи о	1	1
420	всю свою	1	1
421	его жизнь	1	1
422	те которые	3	1
423	с какой-то	1	1
424	он уже	2	1
425	самом себе	1	1
426	царской властью	1	1
427	а после	1	1
428	не будет	3	1
429	появились у	1	1
430	уже в	2	1
431	какой они	1	1
432	или так	1	1
433	так писал	1	1
434	это отрицание	1	1
435	себе в	2	1
436	чувствует свою	1	1
437	не находит	1	1
438	слабы и	1	1
439	не для	3	1
440	у нее	1	1
441	а в	2	1
442	не о	2	1
443	но что	1	1
444	у него	22	1
445	смысле слова	3	1
446	в каждом	3	1
447	восстать и	1	1
448	е в	2	1
449	за пределы	1	1
450	что человек	2	1
451	к которому	3	1
452	уходит в	2	1
453	и быть	1	1
454	при чем	1	1
455	себя и	3	1
456	интересен в	1	1
457	жизни то	1	1
458	связано с	3	1
459	церкви и	1	1
460	который с	1	1
461	судьба его	1	1
462	с которым	3	1
463	его собственной	1	1
464	на эту	1	1
465	жизнь в	6	1
466	было в	3	1
467	о русских	1	1
468	в последней	2	1
469	ни на	1	1
470	приводит в	1	1
471	что теперь	1	1
472	в изображении	1	1
473	сравнению с	1	1
474	что же	2	1
475	самого себя	4	1
476	этой стихией	1	1
477	да и	2	1
478	бы его	2	1
479	жизни в	3	1
480	он совершил	1	1
481	этой трагедии	1	1
482	на своем	1	1
483	особенно интересен	1	1
484	но для	2	1
485	должны быть	4	1
486	которые были	1	1
487	на одной	1	1
488	в более	2	1
489	за его	1	1
490	и для	7	1
491	которых он	1	1
492	было еще	1	1
493	к будущему	1	1
494	не существует	3	1
495	и от	3	1
496	а все	1	1
497	поэтому она	1	1
498	и все	5	1
499	бы он	1	1
500	бы в	2	1
501	и первое	1	1
502	в русский	1	1
503	я должен	1	1
504	все они	1	1
505	в свою	4	1
506	могли быть	1	1
507	ответил на	1	1
508	к самому	2	1
509	к какому	1	1
510	между ними	1	1
511	в эволюции	1	1
512	но этот	2	1
513	отношению к	2	1
514	что действие	1	1
515	из этого	1	1
516	сам в	1	1
517	не сказал	1	1
518	всегда была	1	1
519	жизни и	6	1
520	но эти	1	1
521	к этой	1	1
522	в своих	3	1
523	все что	4	1
524	которая не	1	1
