N	2gram	Ircho_Kome_1	FransuaR
1	и в	22	56
2	то есть	1	24
3	в его	5	18
4	таким образом	8	17
5	в этом	3	14
6	в том	11	13
7	так и	5	13
8	он был	2	12
9	в то	10	12
10	и его	8	12
11	то же	6	11
12	в них	3	11
13	в этих	1	11
14	до конца	2	11
15	как бы	1	11
16	мы уже	1	10
17	еще не	2	10
18	же время	4	10
19	в самом	2	9
20	и не	8	9
21	только в	3	9
22	но и	11	9
23	в сущности	2	8
24	во всех	1	8
25	не только	10	8
26	в нем	4	8
27	и с	3	8
28	и даже	5	8
29	до сих	2	8
30	и др	1	8
31	по своему	3	8
32	сих пор	2	8
33	все это	5	8
34	том что	12	8
35	и на	3	7
36	в большинстве	1	7
37	как мы	4	7
38	у него	3	7
39	в частности	3	7
40	той же	1	6
41	в этой	7	6
42	но в	4	6
43	на его	5	6
44	точки зрения	4	6
45	вовсе не	2	6
46	большинстве случаев	1	6
47	прежде всего	5	6
48	в той	1	6
49	и все	3	6
50	потому что	5	6
51	одним из	1	5
52	с ее	2	5
53	но не	2	5
54	он не	3	5
55	последнее слово	1	5
56	роль в	1	5
57	мы видели	2	5
58	такой же	2	5
59	во время	5	5
60	в отношении	6	5
61	в области	2	5
62	говорили что	1	5
63	один из	5	5
64	как и	9	5
65	это были	2	5
66	в условиях	1	5
67	в результате	4	5
68	что в	6	5
69	и другие	1	5
70	они не	1	5
71	ту же	2	4
72	и потому	1	4
73	в ней	1	4
74	за пределы	2	4
75	и к	1	4
76	в которой	6	4
77	что это	1	4
78	в себе	2	4
79	при этом	5	4
80	что все	1	4
81	начала и	1	4
82	и ее	3	4
83	и более	1	4
84	даже в	3	4
85	одна из	2	4
86	того чтобы	1	4
87	по своей	2	4
88	во всем	1	4
89	в духе	1	4
90	наконец в	1	4
91	того времени	1	4
92	в совершенно	1	4
93	времени и	2	4
94	и других	7	4
95	о том	8	4
96	с одной	3	4
97	в качестве	4	4
98	так как	4	4
99	в особенности	1	4
100	в изображении	1	4
101	в своих	2	4
102	в году	3	3
103	в их	4	3
104	в своем	1	3
105	перед нами	1	3
