N	2gram	Propp_Isto_2	Problema
1	и в	15	30
2	в своей	1	22
3	не только	18	18
4	то что	12	18
5	в этом	11	17
6	том что	7	17
7	таким образом	7	13
8	но и	14	13
9	потому что	9	13
10	о том	3	12
11	в его	6	12
12	а именно	3	12
13	в том	6	12
14	и не	11	12
15	так что	6	11
16	у него	4	11
17	в этой	4	10
18	для нас	4	10
19	все же	9	9
20	на земле	1	9
21	но в	6	9
22	который в	1	9
23	только в	6	9
24	сказать что	2	9
25	на небо	1	8
26	вовсе не	1	8
27	но не	2	7
28	как и	2	7
29	не в	7	7
30	никогда не	15	7
31	на землю	1	7
32	связи с	8	7
33	у нас	1	7
34	здесь не	2	7
35	в дальнейшем	1	7
36	так и	5	7
37	что он	24	7
38	может быть	17	7
39	зевса и	1	7
40	в связи	5	7
41	подобного рода	1	7
42	в результате	1	7
43	вместе с	7	7
44	и на	4	6
45	тут же	2	6
46	и как	1	6
47	в нем	7	6
48	при помощи	2	6
49	его в	10	6
50	несмотря на	1	6
51	можно найти	5	6
52	и его	3	6
53	и что	6	6
54	что и	6	6
55	уже не	1	6
56	так как	14	6
57	с другой	2	6
58	прежде всего	5	6
59	как бы	6	6
60	и для	2	6
61	а в	12	6
62	другой стороны	2	6
63	и то	2	5
64	не просто	2	5
65	в которой	2	5
66	тем не	1	5
67	в силу	2	5
68	и с	4	5
69	с тем	9	5
70	он и	3	5
71	нисколько не	2	5
72	но он	4	5
73	что этот	3	5
74	не менее	1	5
75	того как	4	5
76	и о	1	5
77	что у	2	5
78	огня и	1	5
79	и их	2	5
80	мы можем	8	5
81	а не	5	5
82	не может	5	5
83	так же	13	5
84	будто бы	2	5
85	в самом	1	5
86	что в	12	5
87	едва ли	1	4
88	и он	1	4
89	отнюдь не	1	4
90	и к	1	4
91	в себе	4	4
92	при этом	4	4
93	но все	5	4
94	об этом	11	4
95	было бы	5	4
96	ни в	2	4
97	говорится о	1	4
98	не мог	3	4
99	в то	1	4
100	как о	1	4
101	за что	1	4
102	все еще	2	4
103	огонь и	1	4
104	оказывается что	2	4
105	или в	2	4
106	в качестве	3	4
107	далеко не	1	4
108	а с	2	4
109	в частности	1	4
110	этот мотив	4	4
111	и вполне	2	4
112	людей но	1	4
113	под названием	2	4
114	из этого	1	4
115	в виду	2	3
116	в ней	4	3
117	еще не	9	3
118	он сам	1	3
119	иное как	2	3
120	что его	1	3
121	что они	10	3
122	от этого	1	3
123	он в	3	3
124	с одной	4	3
125	он не	8	3
126	в другом	9	3
127	не всегда	1	3
128	в русской	5	3
129	что иное	2	3
130	и после	1	3
131	как будто	3	3
132	указывает на	1	3
133	он видит	2	3
134	на горе	1	3
135	с ним	1	3
136	после того	3	3
137	а также	2	3
138	все в	1	3
139	к нему	5	3
140	же в	1	3
141	того что	3	3
142	тот же	1	3
143	в одном	5	3
144	для них	1	3
145	в других	3	3
146	именно в	2	3
147	одной стороны	3	3
148	жизнь в	1	3
149	видит в	2	3
150	а потом	4	3
151	о котором	1	3
