N	2gram	Voloshinov_1	KulturaY
1	в том	6	30
2	и в	19	24
3	потому что	1	23
4	том что	3	21
5	что в	4	17
6	того чтобы	5	17
7	для того	4	16
8	было бы	4	15
9	и пр	12	15
10	в этом	16	14
11	точки зрения	34	14
12	де соссюра	1	14
13	может быть	26	13
14	де соссюр	1	12
15	все же	8	12
16	таким образом	17	12
17	языка в	14	12
18	и не	26	12
19	в его	6	12
20	не в	5	11
21	только в	9	11
22	хотя бы	5	10
23	в самом	10	10
24	не только	8	10
25	у нас	2	10
26	вовсе не	5	10
27	самом деле	10	9
28	язык как	7	9
29	с точки	20	9
30	так как	2	9
31	если бы	2	9
32	о том	2	9
33	того что	3	9
34	отношению к	2	9
35	прежде всего	13	9
36	то что	8	9
37	а только	1	8
38	по отношению	3	8
39	уже не	1	8
40	то же	7	8
41	о языке	8	8
42	языка и	13	8
43	в языке	4	8
44	тем что	2	8
45	как раз	2	8
46	а не	7	8
47	не может	24	7
48	что язык	2	7
49	это не	1	7
50	не менее	4	7
51	связи с	11	7
52	в области	3	7
53	так и	11	7
54	история языка	2	7
55	бы в	2	7
56	в качестве	2	7
57	с другой	5	7
58	с помощью	6	7
59	как бы	15	7
60	зависимости от	2	6
61	в ней	4	6
62	однако не	2	6
63	в которой	3	6
64	все эти	7	6
65	при этом	8	6
66	тогда когда	1	6
67	можно было	2	6
68	язык есть	4	6
69	что он	2	6
70	в какой	3	6
71	но и	8	6
72	именно в	5	6
73	что же	4	6
74	все это	3	6
75	другой стороны	6	6
76	что такое	2	6
77	например в	1	5
78	еще не	4	5
79	xix века	3	5
80	но не	1	5
81	не просто	2	5
82	и вовсе	1	5
83	что это	1	5
84	и с	2	5
85	истории языка	2	5
86	но уже	1	5
87	рядом с	5	5
88	с тем	1	5
89	так сказать	6	5
90	и его	19	5
91	к тому	2	5
92	в виду	2	5
93	к языку	2	5
94	и что	1	5
95	между тем	3	5
96	а потому	1	5
97	язык в	4	5
98	еще и	1	5
99	всяком случае	2	5
100	звук языка	1	5
101	что не	2	5
102	языка как	17	5
103	в той	1	5
104	в результате	9	5
105	целый ряд	3	5
106	этом отношении	3	5
107	а в	4	5
108	речи и	3	5
109	во всяком	5	5
110	того же	6	4
111	переход от	4	4
112	это и	3	4
113	langue и	2	4
114	и на	4	4
115	с его	1	4
116	в рамках	1	4
117	как в	4	4
118	в целом	1	4
119	из этих	2	4
120	в нем	10	4
121	русском языке	1	4
122	же касается	1	4
123	в данном	4	4
124	тем не	2	4
125	речи в	3	4
126	тем самым	1	4
127	в науке	6	4
128	на язык	3	4
129	того как	1	4
130	иными словами	2	4
131	в русском	1	4
132	и является	2	4
133	следует что	3	4
134	в пределах	6	4
135	в самой	1	4
136	что и	2	4
137	с ними	1	4
138	должен быть	1	4
139	так что	1	4
140	не есть	3	4
141	из них	3	4
142	со стороны	1	4
143	до сих	8	4
144	там где	2	4
145	в частности	2	4
146	и потому	5	4
147	с этим	4	4
148	по существу	1	4
149	слова и	3	4
150	сих пор	8	4
151	так же	7	4
152	и то	1	3
153	науки о	4	3
154	в первом	3	3
155	в котором	3	3
156	той же	2	3
157	в сущности	3	3
158	и он	2	3
159	языку как	5	3
160	то мы	2	3
161	в общем	1	3
162	в истории	3	3
163	в связи	7	3
164	в своем	2	3
165	хотя и	1	3
166	его к	2	3
167	более или	1	3
168	что слово	4	3
169	в этой	1	3
170	с их	1	3
171	в себе	2	3
172	и если	1	3
173	не имеют	3	3
174	должна быть	2	3
175	и может	1	3
176	должно быть	2	3
177	нисколько не	1	3
178	или менее	1	3
179	тому что	2	3
180	значение слова	1	3
181	в духе	1	3
182	ли не	1	3
183	свою очередь	2	3
184	здесь не	1	3
185	сводится к	3	3
186	ясно что	5	3
187	для этого	1	3
188	по мере	2	3
189	и здесь	6	3
190	социального общения	12	3
191	можно сказать	3	3
192	нуждается в	3	3
193	этом смысле	2	3
194	мы увидим	1	3
195	уже в	1	3
196	в одном	1	3
197	не было	3	3
198	в особенности	1	3
199	и даже	2	3
200	или иной	3	3
201	в свою	2	3
202	языка не	2	3
203	есть лишь	2	3
204	под влиянием	1	3
205	как это	1	3
206	а если	1	3
207	смысле этого	3	3
208	этого слова	2	3
209	в лингвистике	4	3
210	слова как	7	3
211	в системе	1	3
212	была бы	1	3
213	в таком	2	3
214	гораздо более	1	3
215	одним из	2	2
216	также и	1	2
217	эти случаи	1	2
218	и есть	3	2
219	очень много	1	2
220	по преимуществу	5	2
221	языка есть	1	2
222	бы и	2	2
223	как то	1	2
224	данном языке	1	2
225	форм в	1	2
226	его так	1	2
227	на самом	3	2
228	значение и	1	2
229	не все	2	2
230	себе и	2	2
231	относится к	1	2
232	идет о	1	2
233	так называемая	4	2
234	могли бы	1	2
235	как социальное	1	2
236	и как	3	2
237	но в	7	2
238	от этого	2	2
239	формы в	2	2
240	так или	1	2
241	чуть ли	1	2
242	во многих	1	2
243	но ведь	1	2
244	с языком	1	2
245	он не	3	2
246	как с	2	2
247	и социальной	1	2
248	данном отношении	1	2
249	так например	1	2
250	но все	3	2
251	в каждом	7	2
252	рано или	1	2
253	как они	1	2
254	лишь в	9	2
255	и тем	1	2
256	ни в	2	2
257	для них	2	2
258	все равно	1	2
259	в слове	10	2
260	как и	12	2
261	между собою	1	2
262	как таковой	1	2
263	одного и	5	2
264	но если	2	2
265	и при	3	2
266	в своей	3	2
267	языка если	1	2
268	языке этот	1	2
269	не столько	4	2
270	что я	1	2
271	вопрос о	4	2
272	втором случае	1	2
273	что было	1	2
274	и более	2	2
275	по себе	4	2
276	языковых форм	5	2
277	до конца	5	2
278	в то	3	2
279	не имеет	3	2
280	ничего не	6	2
281	для лингвиста	1	2
282	никогда не	2	2
283	же время	3	2
284	быть в	2	2
285	не является	4	2
286	не могут	3	2
287	и должно	1	2
288	во все	2	2
289	слова но	2	2
290	к жизни	1	2
291	отсюда следует	2	2
292	если мы	11	2
293	что все	2	2
294	отношения и	1	2
295	действия и	1	2
296	мы наблюдаем	1	2
297	подойти к	2	2
298	смысле и	1	2
299	в разных	1	2
300	о нем	1	2
301	языка поэтому	1	2
302	лингвистическая мысль	1	2
303	каждом из	1	2
304	во втором	2	2
305	должны быть	3	2
306	тот же	4	2
307	и того	6	2
308	и конкретном	1	2
309	внутренняя форма	1	2
310	поэтому необходимо	1	2
311	же и	2	2
312	конечно не	5	2
313	в большинстве	3	2
314	школы и	2	2
315	наука о	1	2
316	может служить	1	2
317	общения и	5	2
318	были бы	1	2
319	или поздно	1	2
320	большое значение	1	2
321	или иначе	2	2
322	в каком	3	2
323	на этот	3	2
324	даже для	1	2
325	социальной жизни	3	2
326	превращается в	1	2
327	так называемой	1	2
328	о чем	1	2
329	язык для	1	2
330	форм языка	1	2
331	к своему	2	2
332	в контексте	8	2
333	с этой	2	2
334	этом случае	3	2
335	между прочим	1	2
336	в смысле	6	2
337	в более	1	2
338	и для	11	2
339	или в	2	2
340	в силах	1	2
341	и все	5	2
342	лишь как	1	2
343	бы на	1	2
344	но вот	1	2
345	то оно	1	2
346	между ними	4	2
347	в последнем	1	2
348	языка то	1	2
349	ее в	1	2
350	этой точки	1	2
351	этого необходимо	1	1
352	отношении и	1	1
353	говорящих на	1	1
354	же как	2	1
355	необходимо показать	1	1
356	связана с	2	1
357	как наука	1	1
358	его школы	1	1
359	утверждение что	1	1
360	проблемы в	1	1
361	связи между	5	1
362	или к	2	1
363	лингвистики как	1	1
364	явления и	1	1
365	ту же	2	1
366	она все	1	1
367	исходит из	1	1
368	ведь и	1	1
369	действительности и	3	1
370	и этот	2	1
371	и индивидуального	1	1
372	факты языка	1	1
373	его не	1	1
374	языка с	2	1
375	на материале	8	1
376	говорящего коллектива	2	1
377	не приходится	2	1
378	является наиболее	1	1
379	бы что	1	1
380	ответить на	1	1
381	является необходимым	1	1
382	словом как	1	1
383	так чтобы	1	1
384	говорить о	1	1
385	в деле	1	1
386	деле среди	1	1
387	и другая	1	1
388	вместо того	1	1
389	является социальным	1	1
390	индивидуальные особенности	1	1
391	сдвигов в	1	1
392	языке в	1	1
393	всем этим	1	1
394	не найдем	2	1
395	не хочет	1	1
396	столь же	1	1
397	в выше	1	1
398	в различных	1	1
399	выражения в	1	1
400	как система	8	1
401	языка например	1	1
402	внутренняя речь	9	1
403	его во	1	1
404	менее всего	2	1
405	этой проблеме	1	1
406	отношение к	1	1
407	отличие от	5	1
408	друг от	1	1
409	она есть	1	1
410	это или	1	1
411	форме и	1	1
412	фердинанда де	1	1
413	систему и	1	1
414	как говорит	1	1
415	parole язык	1	1
416	задача которая	1	1
417	в одной	2	1
418	или вообще	2	1
419	в акте	1	1
420	общего с	3	1
421	как к	2	1
422	части в	1	1
423	и понимания	1	1
424	она так	1	1
425	мысль в	1	1
426	лингвистикой в	1	1
427	эти индивидуальные	1	1
428	по пути	1	1
429	в действительности	2	1
430	следующим образом	1	1
431	ее целом	3	1
432	со своей	1	1
433	ни один	1	1
434	в чем	2	1
435	в нашем	2	1
436	выражение в	4	1
437	в известном	1	1
438	однако как	1	1
439	в дальнейшем	3	1
440	и те	7	1
441	как он	2	1
442	разрешения в	1	1
443	с громадным	1	1
444	широком смысле	1	1
445	при всякой	1	1
446	не следует	1	1
447	между членами	1	1
448	все другие	1	1
449	но именно	3	1
450	каждая эпоха	1	1
451	к какой-либо	1	1
452	общей лингвистике	1	1
453	всех этих	1	1
454	момента в	1	1
455	не значит	1	1
456	к одному	4	1
457	не выражена	1	1
458	его значением	2	1
459	и вот	1	1
460	вообще не	1	1
461	и единство	1	1
462	из него	2	1
463	совершающееся в	1	1
464	и по	1	1
465	лишь с	4	1
466	на почву	1	1
467	без исключения	8	1
468	именно это	1	1
469	проблемы как	1	1
470	сущность этой	1	1
471	от нее	2	1
472	то ни	8	1
473	выражение и	2	1
474	зрения так	2	1
475	же не	1	1
476	где нет	1	1
477	в совершенно	1	1
478	конечно в	2	1
479	может возникнуть	1	1
480	среды и	1	1
481	чтобы искать	1	1
482	на все	1	1
483	на этой	2	1
484	балли и	1	1
485	в данной	2	1
486	отчет в	2	1
487	своей особой	1	1
488	деле в	1	1
489	может стать	5	1
490	совершенно еще	2	1
491	и иных	2	1
492	на почве	6	1
493	то все	1	1
494	есть вещь	1	1
495	лишь на	1	1
496	истории и	1	1
497	не соответствует	1	1
498	известным образом	1	1
499	как проблема	1	1
500	нет в	1	1
501	она и	1	1
502	далеко не	4	1
503	в общей	2	1
504	с внешней	1	1
505	мы видели	1	1
506	здесь можно	1	1
507	народа и	1	1
508	находят свое	1	1
509	на первый	2	1
510	них уже	1	1
511	которую мы	1	1
512	избавиться от	1	1
513	наших дней	1	1
514	и без	1	1
515	язык с	1	1
516	нет еще	2	1
517	бы привести	1	1
518	что вся	1	1
519	в отличие	5	1
520	мысли и	4	1
521	должны были	1	1
522	точку зрения	2	1
523	друг другу	1	1
524	в устах	1	1
525	освободиться от	1	1
526	акте понимания	1	1
527	каждую данную	1	1
528	слова мы	1	1
529	в идеологическом	4	1
530	мы были	1	1
531	речи все	1	1
532	мысли в	2	1
533	ухо которое	1	1
534	в процессе	14	1
535	русской лингвистической	3	1
536	проникают в	1	1
537	не могло	2	1
538	только не	1	1
539	как формы	1	1
540	одна из	2	1
541	находятся в	1	1
542	данной социальной	3	1
543	действительно в	1	1
544	как она	2	1
545	целое в	1	1
546	но дело	1	1
547	науке о	3	1
548	тесной связи	1	1
549	рассчитан на	1	1
550	знаком например	1	1
551	могут быть	2	1
552	чтобы сделать	1	1
553	как только	1	1
554	в недрах	1	1
555	той или	1	1
556	они и	2	1
557	языка что	1	1
558	ничего общего	5	1
559	в настоящее	6	1
560	и своих	1	1
561	в применении	1	1
562	касается до	1	1
563	как мы	13	1
564	значения и	1	1
565	от друга	1	1
566	лингвистике как	1	1
567	в ее	7	1
568	на основе	1	1
569	и от	3	1
570	в каких	1	1
571	в соответствующих	1	1
572	только то	1	1
573	далее к	1	1
574	чужой речи	1	1
575	и элементарного	1	1
576	по аналогии	2	1
577	самый факт	1	1
578	мог бы	2	1
579	же эти	1	1
580	можно только	1	1
581	имеется в	1	1
582	будет разрешена	2	1
583	не будучи	1	1
584	без кавычек	1	1
585	в каждой	1	1
586	ними как	2	1
587	образом в	1	1
588	нет уже	1	1
589	во избежание	1	1
590	а его	1	1
591	в роде	1	1
592	момент в	3	1
593	есть объект	3	1
594	раз эта	1	1
595	как форма	1	1
596	язык и	2	1
597	настоящее время	6	1
598	за пределами	2	1
599	одного из	3	1
600	живым и	1	1
601	философией языка	1	1
602	аналогии с	1	1
603	на данном	2	1
604	данного языка	3	1
605	согласно учению	1	1
606	и во	2	1
607	смысл данного	1	1
608	в которую	1	1
609	во всех	7	1
610	языковой системы	3	1
611	в науку	1	1
612	должно было	1	1
613	поскольку о	1	1
614	направления как	2	1
615	в индивидуальной	1	1
616	говорит он	2	1
617	в форме	1	1
618	соссюра на	1	1
619	лишь к	1	1
620	и только	2	1
621	и следовательно	3	1
622	для самого	1	1
623	следовательно вовсе	1	1
624	система языка	8	1
625	язык никогда	1	1
626	в литературе	2	1
627	в каждую	1	1
628	преклонение перед	1	1
629	и история	1	1
630	следует ли	1	1
631	лингвистической мысли	4	1
632	в двух	2	1
633	мы получим	1	1
634	совсем не	1	1
635	этот вопрос	5	1
636	и так	1	1
637	речевой способности	1	1
638	но слишком	1	1
639	поэтому и	1	1
640	наше время	1	1
641	конкретную жизнь	1	1
642	же поскольку	1	1
643	или же	1	1
644	тот или	1	1
645	с одной	1	1
646	в эти	2	1
647	до наших	1	1
648	от одной	1	1
649	и необходима	1	1
650	только на	4	1
651	язык наоборот	1	1
652	с проблемами	1	1
653	себя и	1	1
654	обстоит дело	1	1
655	лингвист и	1	1
656	себе лишь	1	1
657	по законам	3	1
658	в сознании	2	1
659	является не	6	1
660	от единства	1	1
661	не дает	3	1
662	большинстве случаев	3	1
663	или даже	1	1
664	и других	2	1
665	как выражение	1	1
666	связывается с	1	1
667	которые в	1	1
668	для него	9	1
669	и их	2	1
670	этом слове	1	1
671	слова в	1	1
672	содержания и	1	1
673	сами по	1	1
674	и один	1	1
675	в конце	5	1
676	стороны слова	1	1
677	ему принадлежит	1	1
678	мы можем	2	1
679	но что	1	1
680	само по	1	1
681	в систему	3	1
682	речь и	2	1
683	свое выражение	2	1
684	образом не	1	1
685	он является	3	1
686	от того	4	1
687	в других	1	1
688	внешним знаком	1	1
689	не укладывается	1	1
690	связан с	1	1
691	одной стороны	1	1
692	без всякой	2	1
693	в данный	2	1
694	форм с	1	1
695	наоборот есть	1	1
696	здесь в	3	1
697	речи а	1	1
698	как же	4	1
699	в природе	1	1
700	перед ним	1	1
701	языке то	1	1
702	соссюр и	1	1
703	в россии	1	1
704	нового времени	2	1
705	что для	1	1
706	к более	1	1
707	в любой	1	1
708	более того	3	1
709	зависит от	2	1
710	жизни языка	1	1
711	его как	1	1
712	человек в	1	1
713	речевых жанров	2	1
714	отнюдь не	6	1
715	различие между	3	1
716	пр и	2	1
717	него не	1	1
718	самый звук	1	1
719	на которые	1	1
720	в абстракции	1	1
721	то она	1	1
722	но как	1	1
723	социальную среду	1	1
724	все более	1	1
725	нет ничего	3	1
726	и стилистики	2	1
727	но кроме	1	1
728	к его	2	1
729	философии языка	29	1
730	к другой	3	1
731	данный момент	2	1
732	почти без	1	1
733	в моей	1	1
734	этой последней	1	1
735	применении к	1	1
736	нашего анализа	1	1
737	быть только	1	1
738	эта проблема	2	1
739	психологизмом и	1	1
740	действительно ли	2	1
741	многих других	1	1
742	это значит	1	1
743	здесь идет	1	1
744	необходимые условия	1	1
745	и там	1	1
746	мы сказали	1	1
747	выходят за	1	1
748	осуществление и	1	1
749	психологии как	1	1
750	его в	3	1
751	является для	1	1
752	что мы	1	1
753	в условиях	4	1
754	в основном	6	1
755	только ради	1	1
756	в начале	5	1
757	является как	1	1
758	соссюра и	2	1
759	но для	2	1
760	процесс не	1	1
761	кроме того	6	1
762	к другим	1	1
763	в наше	1	1
764	только мы	1	1
765	и дают	1	1
766	такое понимание	1	1
767	а все	1	1
768	эти проблемы	1	1
769	приобретает значение	1	1
770	индивидуального говорения	2	1
771	всего можно	1	1
772	вовсе нет	1	1
773	главным образом	1	1
774	значение лишь	1	1
775	ведь есть	1	1
776	общего в	1	1
777	отношении к	4	1
778	процессы в	1	1
779	значит конечно	1	1
780	жизни в	4	1
781	имеет целью	1	1
782	слово в	3	1
783	в моем	1	1
784	не знает	2	1
785	возможно лишь	1	1
786	сказать что	4	1
787	от индивидуального	1	1
788	лишь тогда	2	1
789	совершенно не	3	1
790	о духе	1	1
791	их с	1	1
792	также в	1	1
793	значение все	1	1
794	первом случае	3	1
795	не что	1	1
796	есть и	1	1
797	та же	1	1
798	звук как	1	1
799	и лингвистической	1	1
800	речи как	2	1
801	прямо к	1	1
802	жизни и	2	1
803	звука и	1	1
804	в роли	1	1
805	в своих	2	1
806	действительное бытие	1	1
807	к этому	5	1
808	значение в	1	1
809	языка является	1	1
