N	2gram	Bakhtin_KF_1	Istorich
1	и в	24	26
2	так как	1	18
3	мы имеем	5	14
4	никогда не	5	13
5	потому что	2	13
6	и на	3	12
7	в этом	14	12
8	в том	6	12
9	что в	4	12
10	может быть	45	11
11	связь с	1	11
12	не только	5	10
13	том что	4	10
14	и не	26	10
15	еще не	4	9
16	а именно	1	9
17	что он	2	9
18	но и	9	9
19	и это	12	8
20	все эти	10	8
21	все же	5	8
22	в нем	28	8
23	на том	1	8
24	с ним	5	8
25	вместе с	1	8
26	но в	5	7
27	мы можем	1	7
28	и его	17	7
29	о том	3	7
30	уже не	7	7
31	превращается в	1	7
32	мы уже	1	6
33	мы не	3	6
34	как в	2	6
35	и с	1	6
36	в виде	2	6
37	то что	7	6
38	ее в	1	6
39	не может	27	6
40	то же	5	5
41	в ней	3	5
42	за собой	1	5
43	не будет	2	5
44	и этим	3	5
45	как и	5	5
46	представление что	1	5
47	и эти	2	5
48	в то	3	5
49	так и	2	5
50	в его	40	5
51	мы видим	1	5
52	только в	16	5
53	тем что	3	5
54	там где	5	5
55	как это	1	5
56	его в	5	5
57	и он	1	4
58	с его	1	4
59	но как	5	4
60	имеем в	2	4
61	на его	1	4
62	и по	1	4
63	здесь мы	4	4
64	это не	10	4
65	и тем	3	4
66	с тем	2	4
67	здесь же	1	4
68	но здесь	3	4
69	что и	7	4
70	что между	1	4
71	он имеет	2	4
72	себе в	1	4
73	прежде всего	2	4
74	зависит от	1	4
75	как бы	9	4
76	в это	2	4
77	но это	6	4
78	на своем	3	4
79	все что	1	4
80	и то	2	3
81	имеем и	1	3
82	должна быть	4	3
83	из которых	2	3
84	или иное	2	3
85	независимо от	3	3
86	когда он	1	3
87	и наконец	1	3
88	та же	2	3
89	в себе	21	3
90	если он	1	3
91	что она	1	3
92	главным образом	1	3
93	при этом	4	3
94	если бы	8	3
95	него и	1	3
96	нет в	4	3
97	такой же	1	3
98	в своей	10	3
99	и ее	2	3
100	в одном	4	3
101	не в	12	3
102	их в	1	3
103	и под	2	3
104	она не	1	3
105	не потому	2	3
106	могут быть	3	3
107	вокруг него	2	3
108	его с	2	3
109	меня в	3	3
110	только через	1	3
111	другими словами	1	3
112	от него	3	3
113	один из	2	3
114	иной мир	1	3
115	меня и	3	3
116	и действительно	6	3
117	в качестве	2	3
118	вокруг меня	1	3
119	и других	2	3
120	ее не	1	3
121	от того	3	3
122	и только	6	3
123	со стороны	7	3
124	но есть	2	3
125	больше и	1	3
126	от этого	2	3
127	не было	8	3
128	в него	2	3
129	в данном	2	3
130	и от	1	3
131	или в	1	3
132	вопрос о	2	3
133	а в	4	3
134	и эта	2	3
135	в своих	3	3
136	к этому	2	3
137	небо и	1	3
138	они не	1	3
139	только он	1	2
140	ту же	1	2
141	того же	1	2
142	из другого	1	2
143	из его	3	2
144	оно может	1	2
145	что эти	1	2
146	книге о	1	2
147	его что	1	2
148	всех его	2	2
149	но не	12	2
150	по отношению	26	2
151	а через	1	2
152	на то	1	2
153	относится к	1	2
154	с этим	1	2
155	в своем	16	2
156	то или	2	2
157	такова же	1	2
158	и как	2	2
159	и конечно	2	2
160	что это	3	2
161	в этой	2	2
162	и до	1	2
163	но он	1	2
164	он не	6	2
165	из него	3	2
166	людей и	2	2
167	но все	5	2
168	же не	1	2
169	его не	1	2
170	живет в	1	2
171	было бы	8	2
172	именно что	1	2
173	обе стороны	1	2
174	здесь нет	2	2
175	кажется что	2	2
176	смерть и	1	2
177	ни в	12	2
178	вовсе не	7	2
179	в эту	1	2
180	я его	2	2
181	она в	1	2
182	не будем	1	2
183	образом и	1	2
184	находится на	1	2
185	есть еще	1	2
186	что этот	3	2
187	тем самым	4	2
188	которых он	1	2
189	не имеет	5	2
190	одна из	1	2
191	не могло	1	2
192	или как	2	2
193	эти деревья	1	2
194	зависимости от	1	2
195	отличается от	1	2
196	должны быть	1	2
