N	2gram	Berdyaev_N_1	Problema
1	то что	4	42
2	и в	16	32
3	и не	11	31
4	не есть	3	29
5	в этом	7	19
6	не менее	4	19
7	не только	5	17
8	потому что	4	16
9	в себе	2	15
10	по себе	1	15
11	а не	17	15
12	но в	2	14
13	у нас	1	14
14	может быть	7	14
15	что мы	1	13
16	в нем	5	13
17	сказать что	3	13
18	том что	2	12
19	что в	9	12
20	так и	2	12
21	так как	1	11
22	о том	4	11
23	и даже	2	11
24	в этой	1	10
25	прежде всего	4	10
26	нет ничего	1	10
27	еще не	3	9
28	но не	2	9
29	того чтобы	2	9
30	и это	2	9
31	и что	2	9
32	но и	3	9
33	по своему	4	9
34	это есть	7	9
35	в том	8	9
36	так же	2	9
37	и на	2	8
38	все эти	2	8
39	для того	1	8
40	было бы	1	8
41	он и	1	8
42	в своей	3	8
43	когда мы	2	8
44	есть только	1	8
45	не может	16	8
46	но это	6	8
47	смысле слова	3	7
48	во всех	3	7
49	тоже не	1	7
50	ни в	6	7
51	в них	4	7
52	никогда не	6	7
53	что он	1	7
54	только в	1	7
55	тем что	1	7
56	такого рода	2	7
57	все это	5	7
58	и все	4	7
59	во всяком	1	7
60	и есть	10	6
61	говорить о	1	6
62	за пределы	3	6
63	в самом	1	6
64	это не	4	6
65	что такое	3	6
66	в то	2	6
67	в виду	1	6
68	в его	1	6
69	этом смысле	2	6
70	в конце	1	6
71	как это	2	6
72	не существует	3	6
73	хотя и	2	6
74	всегда есть	1	6
75	не имеют	2	5
76	мы уже	1	5
77	в своем	1	5
78	что она	2	5
79	с тем	3	5
80	в котором	1	5
81	и которые	1	5
82	можно сказать	1	5
83	есть в	2	5
84	не знал	2	5
85	мы должны	1	5
86	совсем не	12	4
87	есть по	1	4
88	в истории	3	4
89	как в	3	4
90	их в	1	4
91	он есть	1	4
92	не в	6	4
93	и весь	2	4
94	а в	2	4
95	а также	1	4
96	и только	1	4
97	философии и	1	4
98	перейти к	3	4
99	и пр	3	4
100	не было	4	4
101	есть результат	1	4
102	и для	4	4
103	только потому	1	3
104	не хочет	1	3
105	но она	2	3
106	того же	1	3
107	в чем	1	3
108	в ее	3	3
109	с этим	2	3
110	помнить что	2	3
111	но он	1	3
112	но ведь	1	3
113	он не	8	3
114	и еще	1	3
115	но все	1	3
116	что все	2	3
117	чего он	1	3
118	в жизни	5	3
119	как и	7	3
120	в этих	1	3
121	есть еще	1	3
122	и его	1	3
123	как будто	2	3
124	в каком	1	3
125	и вполне	1	3
126	к тому	3	3
127	для себя	1	3
128	можно было	2	3
129	мы в	1	3
130	для этого	2	3
131	не на	1	3
132	что его	1	3
133	к нему	1	3
134	и во	1	3
135	значит что	4	3
136	же и	1	3
137	уже не	2	3
138	уже в	1	3
139	свидетельствует о	1	3
140	из них	1	3
141	всяком случае	1	3
142	сами по	1	3
143	до сих	1	3
144	с другой	3	3
145	оно не	1	3
146	что не	1	3
147	сих пор	1	3
148	только для	1	3
149	но для	2	3
150	не больше	1	3
151	говорим что	1	3
152	чтобы понять	1	3
153	хотя бы	2	3
154	с ним	1	3
155	или не	1	3
156	мы говорим	2	3
157	другой стороны	2	3
158	есть и	1	3
159	же как	2	2
160	и потому	4	2
161	по преимуществу	1	2
162	и до	1	2
163	мы не	2	2
164	в сущности	1	2
165	на себя	1	2
166	с его	6	2
167	то он	1	2
168	нет и	2	2
169	в которой	1	2
170	он в	1	2
171	из этих	1	2
172	вопроса о	1	2
173	вообще не	1	2
174	все другие	1	2
175	не значит	3	2
176	а это	1	2
177	и заключается	2	2
178	не будет	7	2
179	и с	2	2
180	это было	3	2
181	с другими	1	2
182	для них	1	2
183	для чего	2	2
184	должно быть	4	2
185	и того	1	2
186	одного и	1	2
187	в эту	1	2
188	но если	1	2
189	что этот	1	2
190	и очень	1	2
191	она не	3	2
192	есть принцип	1	2
193	не имеет	4	2
194	в области	1	2
195	что будет	1	2
196	не могут	1	2
197	могут быть	2	2
198	подобно тому	3	2
199	с собой	1	2
200	смысле и	1	2
201	и должно	2	2
202	нельзя сказать	1	2
203	все время	2	2
204	может иметь	1	2
205	если взять	1	2
