N	2gram	Voloshinov_1	Poddanst
1	не только	27	17
2	и в	38	14
3	и не	14	12
4	в области	5	11
5	в этом	10	10
6	в отношении	2	10
7	в качестве	4	9
8	но в	5	9
9	то же	14	9
10	в том	2	9
11	хотя бы	18	8
12	только в	6	7
13	в то	9	7
14	же время	7	7
15	в ней	8	6
16	было бы	7	6
17	но и	13	6
18	быть может	3	6
19	в которых	2	5
20	с другой	1	5
21	может быть	13	5
22	и пр	4	5
23	не в	6	5
24	и о	1	5
25	н о	2	5
26	если бы	4	4
27	в своем	1	4
28	и к	4	4
29	как бы	28	4
30	и если	1	4
31	гораздо большей	1	4
32	том что	3	4
33	не может	12	4
34	и потому	2	4
35	в котором	3	4
36	большей степени	1	4
37	по себе	1	4
38	в гораздо	1	4
39	в русской	1	4
40	что в	1	4
41	мы должны	10	4
42	же в	1	4
43	а в	5	4
44	то что	8	4
45	мы не	9	3
46	столь же	1	3
47	между тем	3	3
48	это не	3	3
49	вслед за	1	3
50	хотя и	3	3
51	и как	9	3
52	тот же	2	3
53	с ними	1	3
54	в себе	9	3
55	в нем	4	3
56	для того	9	3
57	прежде всего	21	3
58	с тем	8	3
59	что мы	11	3
60	и без	4	3
61	с точки	5	3
62	но не	2	3
63	наряду с	1	3
64	тем самым	7	3
65	потому что	5	3
66	точки зрения	10	3
67	я и	2	3
68	нужно помнить	1	2
69	и это	7	2
70	отношения к	3	2
71	например в	1	2
72	в ее	3	2
73	переход от	1	2
74	и есть	1	2
75	в мире	2	2
76	было в	4	2
77	есть не	2	2
78	осуществляется в	1	2
79	которую мы	1	2
80	по сравнению	1	2
81	является в	1	2
82	в глубинах	2	2
83	никак не	1	2
84	не нужно	2	2
85	в значительной	2	2
86	во всех	6	2
87	говорить о	1	2
88	если в	1	2
89	в общем	1	2
90	со стороны	1	2
91	отнюдь не	10	2
92	с этим	2	2
93	того что	4	2
94	помнить что	2	2
95	к чему	2	2
96	теперь в	3	2
97	думать что	1	2
98	есть в	1	2
99	и резко	1	2
100	в начале	3	2
101	главным образом	3	2
102	в его	6	2
103	из них	3	2
104	где бы	1	2
105	в виде	1	2
106	не к	3	2
107	в силу	1	2
108	и вот	3	2
109	и укрепить	1	2
110	как раз	1	2
111	и с	5	2
112	точек зрения	4	2
113	именно в	1	2
114	и тем	6	2
115	в жизни	2	2
116	для них	2	2
117	не было	2	2
118	а не	6	2
119	должно быть	2	2
120	нужно было	2	2
121	более чем	1	2
122	не будем	1	2
123	творчества и	1	2
124	друг другу	2	2
125	для тех	1	2
126	не менее	1	2
127	все это	4	2
128	не о	1	2
129	одна из	1	2
130	слова но	3	2
131	сколько бы	1	2
132	мысль о	1	2
133	да и	4	2
134	еще более	2	2
135	тем более	1	2
136	для нас	3	2
137	заключает в	4	2
138	может и	1	2
139	в частности	3	2
140	особый и	1	2
141	так называемые	4	2
142	из внешней	1	1
143	россию и	1	1
144	также что	1	1
145	равным образом	1	1
146	также и	2	1
147	же как	1	1
148	определенный момент	1	1
149	это значит?	1	1
150	происходит и	1	1
151	и то	3	1
152	тем и	2	1
153	индивидуальной личности	1	1
154	раньше в	1	1
155	тем же	3	1
156	какого-либо иного	1	1
157	правила и	2	1
158	в определенный	1	1
159	в себя	1	1
160	культуры и	1	1
161	на две	1	1
162	уяснить себе	2	1
163	собственном смысле	1	1
164	был и	2	1
165	и творческой	1	1
166	и политических	1	1
167	те же	4	1
168	не с	3	1
169	и среди	1	1
170	и само	3	1
171	экономических и	1	1
172	еще в	1	1
173	бы что	1	1
174	для этого	1	1
175	внимание к	1	1
176	в собственном	1	1
177	на себя	1	1
178	слова о	3	1
179	именно потому	1	1
180	жизненной правды	1	1
181	и здесь	3	1
182	может не	1	1
183	историю в	1	1
184	ли или	1	1
185	и что	1	1
186	еще не	3	1
187	разрешается и	1	1
188	были бы	4	1
189	и на	6	1
190	ответа на	1	1
191	с его	7	1
192	будем знать	1	1
193	и главное	1	1
194	и разных	1	1
195	связь между	2	1
196	нашей задачей	1	1
197	грань между	1	1
198	смысле не	1	1
199	что и	3	1
200	не просто	2	1
201	них в	1	1
202	перед тем	1	1
203	в истории	1	1
204	к внешнему	1	1
205	обстановки и	1	1
206	возможно также	1	1
207	на общество	1	1
208	все же	7	1
209	и где	1	1
210	наше сознание	1	1
211	соотношение между	1	1
212	обе эти	1	1
213	и слова	1	1
214	вопросом о	1	1
215	культурного развития	2	1
216	мы видим	3	1
217	более или	1	1
218	в какой	2	1
219	бы из	1	1
220	с определенной	4	1
221	должен быть	2	1
222	этот долг	1	1
223	в самом	4	1
224	только то	1	1
225	но как	2	1
226	в которой	7	1
227	бы и	2	1
228	что это	4	1
229	или его	1	1
230	формы в	1	1
231	представляет собой	2	1
232	чуть ли	2	1
233	из этих	1	1
234	тот или	1	1
235	если мы	4	1
236	в эти	1	1
237	человека с	2	1
238	история и	1	1
239	себя в	4	1
240	отчасти и	1	1
241	всего мы	1	1
242	что его	1	1
243	бы непонятны	1	1
244	только один	1	1
245	уже в	5	1
246	в большинстве	1	1
247	только на	3	1
248	на то	1	1
249	если он	3	1
250	в наших	1	1
251	наш взгляд	1	1
252	не могла	1	1
253	сделать то	1	1
254	этого процесса	1	1
255	к миру	2	1
256	соприкасается с	1	1
257	при виде	1	1
258	общения человека	1	1
259	не как	1	1
260	как ненужные	1	1
261	иначе как	1	1
262	друг друга	2	1
263	мы можем	7	1
264	само по	1	1
265	каждый из	2	1
266	на наш	2	1
267	прежде чем	2	1
268	и экономической	1	1
269	с собой	2	1
270	одно и	4	1
271	мы возьмем	1	1
272	к составлению	1	1
273	а затем	1	1
274	тем в	1	1
275	связанные с	2	1
276	из двух	2	1
277	в исторической	1	1
278	возможно что	1	1
279	или иной	4	1
280	из всех	1	1
281	развития в	2	1
282	большинстве случаев	1	1
283	ясно что	2	1
284	его в	4	1
285	в душе	2	1
286	сознания к	1	1
287	связаны с	4	1
288	хозяйственной и	2	1
289	ее соками	1	1
290	весь мир	1	1
291	а с	5	1
292	в наш	1	1
293	или хотя	2	1
294	в живом	3	1
295	которая и	1	1
296	могут показаться	1	1
297	к более	1	1
298	выступает в	1	1
299	люди могли	1	1
300	социального бытия	1	1
301	на бога	1	1
302	в этой	6	1
303	в реальной	2	1
304	как и	10	1
305	случаев только	1	1
306	и уже	3	1
307	бы ее	1	1
308	в развитии	1	1
309	когда в	1	1
310	в одно	1	1
311	должна была	2	1
312	движение и	1	1
313	или менее	1	1
314	речь но	2	1
315	и теми	1	1
316	и при	2	1
317	в которые	1	1
318	так же	4	1
319	представить себе	3	1
320	иной вопрос	1	1
321	что именно	3	1
322	место в	2	1
323	одна сторона	1	1
324	на каждом	1	1
325	общественной мысли	1	1
326	в идеологическом	1	1
327	мысли и	1	1
328	бы мы	3	1
329	вопрос о	2	1
330	сравнению с	1	1
331	он будет	1	1
332	можно говорить	1	1
333	что было	3	1
334	и эти	1	1
335	как к	1	1
336	там где	1	1
337	уже несколько	1	1
338	и менее	1	1
339	и вся	1	1
340	от тех	1	1
341	нет никакого	1	1
342	в основном	1	1
343	что эта	1	1
344	с которой	1	1
345	она не	1	1
346	не будут	1	1
347	но для	3	1
348	для каждого	2	1
349	которые были	1	1
350	тогда когда	1	1
351	она должна	1	1
352	только мы	1	1
353	случаях когда	2	1
354	того чтобы	7	1
355	та или	1	1
356	никогда не	7	1
357	и всегда	1	1
358	в результате	1	1
359	о котором	1	1
360	находятся в	1	1
361	или иная	1	1
362	они являются	1	1
363	это сделать	1	1
364	которая неизбежно	1	1
365	иными словами	2	1
366	не сумеем	2	1
367	разрыва между	1	1
368	в наши	1	1
369	в г	1	1
370	другой стороны	1	1
371	и теперь	1	1
372	в этих	2	1
373	той в	1	1
374	но возможно	1	1
375	и завершение	1	1
376	выборе и	1	1
377	нет ничего	2	1
378	в каком	2	1
379	и политики	1	1
380	из тех	1	1
381	в движении	2	1
382	только как	1	1
383	они как	1	1
384	происходящего в	1	1
385	в иной	1	1
386	является и	1	1
387	этом не	1	1
388	и жизнь	2	1
389	ли не	2	1
390	ни к	2	1
391	мы все	1	1
392	что то	2	1
393	что оно	3	1
394	к сожалению	1	1
395	сочетаться с	1	1
396	ни на	3	1
397	и другие	1	1
398	не есть	1	1
399	вместе с	5	1
400	все еще	1	1
401	что при	1	1
402	из чего	1	1
403	гораздо более	2	1
