N	3gram	Bakhtin_Pr_2	Myslijsy
1	в том что	1	16
2	смысле этого слова	1	7
3	и то же	2	5
4	по отношению к	5	5
5	сам по себе	5	5
6	по крайней мере	1	5
7	одно и то	2	5
8	то же время	5	5
9	в то же	5	5
10	с другой стороны	3	4
11	но и в	1	4
12	слово может быть	2	4
13	в то время	2	4
14	то есть не	1	4
15	более или менее	3	3
16	по мере того	1	3
17	до сих пор	7	3
18	что он не	1	3
19	с одной стороны	1	3
20	над всеми остальными	1	3
21	мере того как	1	3
22	само по себе	1	3
23	и т д	4	3
24	тем не менее	2	3
25	не может быть	4	3
26	а между тем	1	2
27	в этом последнем	1	2
28	том что он	2	2
29	в том же	1	2
30	в таком случае	1	2
31	в сознании и	1	2
32	в собственном смысле	1	2
33	и т п	9	2
34	но тем не	1	2
35	мы не знаем	1	2
36	то же слово	1	2
37	и в том	1	2
38	так и в	1	2
39	как и в	3	2
40	не только не	1	2
41	можно сказать что	1	2
42	сама по себе	4	2
43	точки зрения и	1	1
44	и в поэзии	1	1
45	одной стороны и	1	1
46	и в словах	2	1
47	представим себе что	1	1
48	в эту минуту	3	1
49	в одном слове	4	1
50	их в наглядный	1	1
51	с большим количеством	1	1
52	на самом деле	1	1
53	в самом деле	4	1
54	так что в	1	1
55	то же самое	1	1
56	нам кажется что	2	1
57	мысли к мысли	1	1
58	живет только в	1	1
59	и в других	1	1
60	сами по себе	1	1
61	бы ни было	1	1
62	по себе и	1	1
63	лишь тогда когда	1	1
64	и та же	2	1
65	а может быть	1	1
66	того и другого	2	1
67	нет но на	1	1
68	того что и	1	1
69	и в каждом	1	1
70	рано или поздно	1	1
71	предмет о котором	1	1
72	то время как	2	1
73	себе не только	1	1
74	если мы не	1	1
75	а не как	1	1
76	так или иначе	1	1
77	по себе еще	2	1
78	одна и та	2	1
79	один из его	1	1
80	самом деле в	1	1
81	в этом рассказе	1	1
82	но эти слова	1	1
83	гораздо сложнее и	1	1
84	здесь не только	1	1
85	у него в	1	1
86	в сознание и	1	1
87	то к чему	1	1
88	в такой форме	1	1
89	его жизни и	1	1
90	случае он был	1	1
91	о том что	1	1
92	до и после	1	1
93	не может стать	1	1
94	еще один пример	1	1
95	на то что	2	1
96	друг от друга	2	1
97	как мы уже	1	1
98	но не в	1	1
99	после того как	1	1
100	таким образом и	1	1
101	и следовательно к	1	1
102	друг с другом	4	1
103	с такими же	1	1
104	и все что	1	1
105	с первым и	1	1
106	к тому же	3	1
107	точек зрения и	2	1
108	себе еще не	2	1
