N	2gram	Vinokur_Ku_1	Problema
1	и не	12	28
2	не только	10	24
3	только в	11	23
4	вовсе не	10	21
5	и в	24	20
6	в том	30	20
7	ни в	2	17
8	не просто	5	16
9	все эти	6	16
10	смысле слова	1	15
11	то что	9	15
12	потому что	23	15
13	точки зрения	14	14
14	у нас	10	14
15	той или	1	14
16	было бы	15	14
17	но и	6	14
18	также и	2	13
19	перед нами	1	13
20	не в	11	13
21	даже и	3	13
22	или иной	3	13
23	в нашем	1	12
24	в себе	3	12
25	том что	21	12
26	не есть	4	12
27	с точки	9	11
28	по себе	2	11
29	прежде всего	9	11
30	как будто	1	11
31	едва ли	1	10
32	отнюдь не	1	10
33	тем не	4	10
34	и его	5	10
35	не менее	7	10
36	так и	7	10
37	в качестве	7	10
38	это значит	1	10
39	не является	2	10
40	есть нечто	1	9
41	в этом	14	9
42	может быть	13	9
43	и даже	3	9
44	все это	6	9
45	но в	2	8
46	таким образом	12	8
47	если бы	9	8
48	что он	6	8
49	в той	5	8
50	в результате	5	8
51	и все	2	8
52	во всяком	5	8
53	то же	8	7
54	в ней	6	7
55	еще не	5	7
56	и с	5	7
57	ясно что	3	7
58	это не	7	7
59	здесь не	3	7
60	хотя бы	10	7
61	и тем	2	7
62	есть в	4	7
63	с другой	7	7
64	именно в	6	7
65	сказать что	1	7
66	а не	8	7
67	и потому	4	7
68	есть не	1	6
69	мы имеем	6	6
70	а только	8	6
71	при этом	6	6
72	всех этих	1	6
73	об этом	1	6
74	как и	2	6
75	в данном	4	6
76	но если	2	6
77	и без	1	6
78	по крайней	5	6
79	в каком	2	6
80	в виду	5	6
81	а также	1	6
82	крайней мере	5	6
83	что здесь	1	6
84	так что	4	6
85	в одно	1	6
86	по своему	1	6
87	но это	1	6
88	и от	1	6
89	для нас	2	6
90	другой стороны	6	6
91	в таком	3	6
92	на самом	2	5
93	действительности и	1	5
94	но не	5	5
95	как в	4	5
96	хотя и	3	5
97	и если	3	5
98	в нем	4	5
99	да и	1	5
100	те или	1	5
101	в них	7	5
102	в этих	4	5
103	только и	3	5
104	когда мы	2	5
105	в ее	1	5
106	о том	9	5
107	можно сказать	3	5
108	своему содержанию	1	5
109	жизни и	1	5
110	уже не	8	5
111	если мы	2	5
112	так как	9	5
113	здесь в	1	5
114	то и	2	5
115	человеческой жизни	1	5
116	не может	7	5
117	вместе с	7	5
118	так же	4	5
119	в смысле	2	5
120	или в	2	5
121	ничего общего	1	5
122	и т	33	4
123	это и	4	4
124	но даже	1	4
125	что его	2	4
126	без всякого	1	4
127	кроме того	1	4
128	и есть	2	4
129	уже в	3	4
130	в этой	3	4
131	что она	3	4
132	отчет в	1	4
133	с тем	5	4
134	несмотря на	3	4
135	в своей	2	4
136	всяком случае	5	4
137	в одном	3	4
138	тем самым	4	4
139	не имеет	2	4
140	только не	1	4
141	в разных	2	4
142	в самой	4	4
143	указывает на	1	4
144	всегда есть	1	4
145	можно было	6	4
146	здесь как	2	4
147	с ним	5	4
