N	3gram	Vygotskiy__4	slovoVRo
1	с точки зрения	11	8
2	они могут быть	1	6
3	не может не	2	5
4	во всяком случае	3	5
5	с одной стороны	9	4
6	с другой стороны	8	4
7	в зависимости от	1	3
8	в данном случае	2	3
9	в этом случае	3	2
10	до сих пор	1	2
11	и во всех	1	2
12	в основе их	3	2
13	в их основе	1	2
14	одно и то	6	2
15	то время как	1	2
16	не только в	1	2
17	в то время	1	2
18	и то же	6	2
19	не могут быть	2	2
20	то же слово	3	2
21	в свою очередь	2	2
22	не только на	1	2
23	как мы уже	3	2
24	к тому что	1	2
25	можно было бы	5	2
26	до последнего времени	1	2
27	друг с другом	7	2
28	может войти в	1	1
29	и на этот	1	1
30	как и у	1	1
31	но как мы	1	1
32	между собой в	1	1
33	сих пор достаточно	1	1
34	одной и той	4	1
35	прежде всего в	1	1
36	слова связанные с	1	1
37	и той же	4	1
38	как бы не	1	1
39	он может быть	1	1
40	слова оказываются в	1	1
41	слова не только	1	1
42	они ни были	1	1
43	могут быть соотнесены	1	1
44	разнородные явления как	1	1
45	так и остаются	1	1
46	не входит в	1	1
47	в отличие от	2	1
48	бы то ни	1	1
49	но и в	2	1
50	в этом отношении	7	1
51	на который оно	1	1
52	к тому или	2	1
53	последнего времени почти	1	1
54	находит свое выражение	1	1
55	этом случае в	1	1
56	совпадая с ним	1	1
57	и в истории	1	1
58	с этой точки	4	1
59	ни в какой	1	1
60	в процессе своего	1	1
61	и в частности	1	1
62	может быть не	1	1
63	то ни было	1	1
64	на задний план	1	1
65	а также и	1	1
66	в последние два	1	1
67	и в отношении	2	1
68	в которой они	1	1
69	тех форм которые	1	1
70	основных и существенных	1	1
71	в какой степени	2	1
72	в которой оно	1	1
73	одни и те	3	1
74	так и на	1	1
75	слова он их	1	1
76	перед нами в	1	1
77	же о чем	1	1
78	не может быть	1	1
79	в свое время	2	1
80	тем не менее	1	1
81	что они не	1	1
82	о том что	3	1
83	именно в процессе	1	1
84	равно как и	1	1
85	таким образом на	1	1
86	же и в	1	1
87	тем и другим	1	1
88	если бы мы	1	1
89	этой точки зрения	4	1
90	с самого начала	1	1
91	никогда не бывает	2	1
92	не только не	5	1
93	и те же	3	1
94	можно сказать что	1	1
95	бы они ни	1	1
96	не в меньшей	1	1
97	лежит в основе	1	1
98	осознать и определить	1	1
99	каковы бы они	1	1
100	объединять в себе	1	1
101	но во всяком	1	1
102	может объединять в	1	1
103	мы видим что	2	1
104	между словом и	2	1
105	тех или иных	1	1
106	с помощью которых	1	1
107	данном случае не	2	1
108	для того чтобы	5	1
109	в том что	31	1
110	как и в	1	1
111	в основе этой	1	1
112	как мы видели	2	1
