N	2gram	Vygotskiy__1	Komedia
1	и в	23	22
2	том что	21	12
3	но и	14	11
4	в том	24	11
5	не только	16	10
6	в то	7	10
7	из них	1	10
8	и т	1	9
9	как и	14	9
10	может быть	14	9
11	таким образом	26	8
12	должны были	3	8
13	о том	6	8
14	и его	6	8
15	в одном	4	8
16	и не	9	8
17	едва ли	2	7
18	в этой	7	7
19	и других	3	7
20	то же	8	6
21	не в	4	6
22	в отношении	10	6
23	ни в	4	6
24	в конце	2	6
25	одного из	3	6
26	что он	7	6
27	между и	3	6
28	такого рода	1	6
29	к тому	4	6
30	а в	2	6
31	в которой	3	6
32	что в	14	6
33	в истории	1	5
34	как в	4	5
35	то время	5	5
36	на его	1	5
37	при этом	4	5
38	во время	1	5
39	потому что	6	5
40	со своим	1	5
41	так и	5	5
42	еще в	1	5
43	и даже	2	5
44	между тем	9	5
45	один из	2	5
46	уже в	3	5
47	в его	14	5
48	прежде всего	10	5
49	о которых	1	5
50	с другой	10	5
51	все это	6	5
52	другой стороны	9	5
53	по которым	1	4
54	время от	1	4
55	время как	4	4
56	что они	3	4
57	но в	5	4
58	в нем	1	4
59	т д	1	4
60	и вот	2	4
61	в другом	7	4
62	на протяжении	1	4
63	несмотря на	2	4
64	точки зрения	26	4
65	в котором	4	4
66	в их	3	4
67	одном из	2	4
68	так как	7	4
69	как мы	5	4
70	на него	2	4
71	примерно в	1	4
72	же время	2	4
73	ли не	1	4
74	ясно что	2	4
75	а также	1	4
76	что и	1	4
77	в качестве	9	4
78	мы можем	6	4
79	тем что	6	4
80	именно в	6	4
81	в результате	4	4
82	конце концов	1	4
83	по поводу	1	4
84	к этому	4	4
85	речь идет	2	3
86	же как	6	3
87	в тех	1	3
88	идет о	2	3
89	мы не	7	3
90	и на	8	3
91	в чем	4	3
92	с одной	8	3
93	в этом	17	3
94	все же	3	3
95	хотя и	2	3
96	и как	5	3
97	можно сделать	1	3
98	в целом	20	3
99	на то	5	3
100	главным образом	2	3
101	он не	5	3
102	и еще	1	3
103	и с	9	3
104	первую очередь	3	3
105	в них	2	3
106	на основании	5	3
107	и ее	7	3
108	вопрос о	7	3
109	не менее	1	3
110	даже в	2	3
111	по отношению	7	3
112	того как	2	3
113	к этим	2	3
114	ничего не	3	3
115	за исключением	1	3
116	в сознании	1	3
117	этом отношении	4	3
118	могут быть	3	3
119	во второй	1	3
120	в частности	2	3
121	как из	1	3
122	одной из	1	3
123	только в	6	3
124	и у	1	3
125	в виде	2	3
126	у него	1	3
127	как раз	4	3
128	все более	3	3
129	так же	16	3
130	как это	2	3
131	их к	1	3
132	по своему	1	3
133	одной стороны	9	3
134	в течение	2	3
135	не удалось	1	3
136	не мог	1	3
137	всего в	2	3
138	в более	1	3
139	и все	5	3
140	все остальные	4	3
141	отношению к	7	3
142	как известно	3	2
143	тех же	2	2
144	ту же	1	2
145	на две	3	2
146	почти всегда	2	2
